Step_1-AverageDiscountedReturn,Itr,Step_0-EnvExecTime,Time-MAMLSteps,LossBefore,Step_1-PolicyExecTime,Step_1-StdReturn,Step_0-AvgCtrlCost,Step_1-MaxReturn,Step_1-AveragePolicyStd,Step_0-AveragePolicyStd,Step_1-EnvExecTime,Time-TotalInner,MeanKL,MeanKLBefore,Step_0-MaxReturn,Step_0-MinReturn,Step_0-AvgForwardVel,Time,n_timesteps,Step_1-AverageReturn,ItrTime,Step_0-AverageReturn,Step_1-AvgCtrlCost,Time-OuterStep,dLoss,Step_0-PolicyExecTime,LossAfter,Time-InnerStep,Time-SampleProc,Time-Sampling,Step_1-MinReturn,Step_0-NumTrajs,Step_1-NumTrajs,Step_1-AvgForwardVel,Step_0-AverageDiscountedReturn,Step_0-StdReturn,Step_0-AvgFinalForwardVel,Step_1-AvgFinalForwardVel
-153.5750180835308,10,8.1002357006073,13.528213262557983,-2.025813e-09,2.8685379028320312,151.5386856817361,0.04968272213200924,-123.84466545184327,0.94984746,0.9498265,8.22367787361145,23.65625238418579,0.0067722173,-9.313226e-11,-126.00607854100312,-670.4829807986641,0.07341574577221809,425.63933849334717,3520000,-357.2758741204605,37.20557999610901,-358.16668063505017,0.049721624824339276,13.52804160118103,0.008054312,0.8822507858276367,-0.008054314,0.1637566089630127,0.7581698894500732,22.68666696548462,-654.5228217516327,800,800,0.07568686150895851,-153.49424777833008,151.10193486688146,0.06969869153706211,0.0292081588007755
-150.85856861126095,11,8.09100341796875,13.514571905136108,-1.8265098e-09,2.8500351905822754,135.71063704088346,0.04979757894511701,-123.47629929995432,0.94864887,0.9489797,8.16291856765747,23.596000909805298,0.0073637776,-2.4214386e-09,-123.95244088413585,-693.1775585066362,0.08957823385279698,462.7715141773224,3840000,-352.31268571043745,37.131574630737305,-354.2534447510497,0.04966754918800989,13.514246463775635,0.008078049,0.8796944618225098,-0.008078051,0.1634974479675293,0.8067760467529297,22.577949047088623,-695.5129175359634,800,800,0.1003344716926766,-151.93151195675992,135.38226714929397,0.05378575374413602,0.0901836649975515
-157.32096606190967,12,8.197962760925293,13.498966455459595,-9.719282e-09,2.8409337997436523,149.75685789749795,0.04984088820396642,-130.29172041269462,0.94738144,0.947502,8.136827945709229,23.623521327972412,0.00742158,1.6763806e-09,-130.94618787344015,-679.7028669935343,0.09072264033822063,499.91528725624084,4160000,-366.3428458814007,37.143144369125366,-368.27879474573984,0.04973644261132853,13.493387460708618,0.00793955,0.8836300373077393,-0.007939559,0.1634047031402588,0.7641689777374268,22.648320198059082,-708.0539670068642,800,800,0.10443203422438914,-158.58103305702156,150.64434019064987,0.04107952628020969,0.07154686900661042
-133.13465267373414,13,8.222344398498535,13.533615112304688,-1.2692064e-09,2.8315351009368896,158.37081536904915,0.049871141558728224,-123.04540018164464,0.94141173,0.94164336,8.216152667999268,23.731768131256104,0.0070363954,9.313226e-11,-118.67290293710013,-657.5332239466009,0.10121084461695118,537.2021043300629,4480000,-309.84101467135247,37.286285400390625,-309.0610380612228,0.04967433975629233,13.533442735671997,0.00807699,0.878014326095581,-0.008076991,0.16409921646118164,0.7643933296203613,22.755910873413086,-668.1681839810093,800,800,0.10489571588779542,-132.54932728614082,156.0369041565213,0.07681789239793525,0.013339330715454407
-140.1729289554719,14,8.158531665802002,13.501766204833984,3.4183263e-09,2.857614278793335,164.94022282614748,0.04978158145527856,-119.37273949031034,0.93502253,0.9353579,8.184489727020264,23.640016794204712,0.0074013295,-1.3969839e-10,-115.71088446903734,-673.2925857160843,0.11886282170104344,574.3653726577759,4800000,-326.8078001380577,37.16271448135376,-324.6170815399719,0.049810558606269886,13.501591682434082,0.008159309,0.8787944316864014,-0.008159305,0.16321587562561035,0.758476734161377,22.670822620391846,-705.0704567436201,800,800,0.10130680103185513,-138.98933237034146,166.97141389536003,0.06477792803564529,0.024828294441966277
-123.88942977683351,15,8.118282079696655,13.523669481277466,-1.8078831e-09,2.853553295135498,142.98190177308732,0.04982788105517145,-116.27951988721405,0.929419,0.9298545,8.202194929122925,23.60836386680603,0.008529381,2.4447218e-09,-121.87475657875734,-685.7868945508499,0.116954172486443,611.5204372406006,5120000,-288.2822249364442,37.154452085494995,-288.76868341308284,0.0498055095369851,13.523496627807617,0.008105981,0.8773360252380371,-0.008105983,0.1642467975616455,0.7575869560241699,22.638967275619507,-749.2351617668645,800,800,0.1185933793586498,-124.14942931863702,143.9379599236464,0.06474123827276736,0.07144674113191338
-165.57824966538553,16,8.069043636322021,13.539536952972412,-4.366785e-09,2.835437059402466,145.68116996580758,0.049896133953942656,-123.84667900214565,0.91675484,0.9171932,8.18823528289795,23.51837182044983,0.0068339705,-6.3329937e-09,-120.48954137841318,-684.3899069173993,0.11494466199925353,648.5998156070709,5440000,-386.8078460947418,37.07875084877014,-390.6762317414477,0.04983574766215243,13.5393648147583,0.00746497,0.8759617805480957,-0.007464974,0.16348004341125488,0.7503871917724609,22.55718755722046,-699.543871192136,800,800,0.13107285055317863,-167.0171417778314,145.21473975552274,0.04370814330432351,0.10036882185432294
-152.04854347371622,17,8.21116852760315,13.514951229095459,1.7095358e-09,2.850536584854126,138.85844183766037,0.049825677130615954,-133.96522664702175,0.91701114,0.91716367,8.24064826965332,23.679699420928955,0.00885302,-1.8626451e-09,-134.03329418186166,-667.6825091863238,0.13060085893215537,685.8158688545227,5760000,-355.80921788889066,37.215436935424805,-356.3658527645716,0.0498931739377149,13.514775276184082,0.008201474,0.8792941570281982,-0.008201472,0.16368913650512695,0.7539267539978027,22.7149977684021,-717.0813739186638,800,800,0.13393791757548637,-151.97145775720517,140.084671157713,0.09902194614008915,0.06163262755799801
-156.14300855065852,18,8.174623489379883,13.524553775787354,-3.4891072e-09,2.8682870864868164,136.0101898423369,0.050085719167502374,-119.88203187939321,0.907435,0.9075447,8.275007009506226,23.709851503372192,0.007988963,7.4505807e-10,-110.16250384850042,-711.5247597436268,0.13514491547513213,723.0713634490967,6080000,-365.12198540840575,37.25485610961914,-365.45181058651576,0.05012817159389618,13.524382829666138,0.0080195945,0.8783855438232422,-0.008019598,0.16347050666809082,0.7514152526855469,22.74781370162964,-679.7312697105465,800,800,0.13551747154982766,-156.29176013490488,135.46926058940434,0.06327690807509763,0.07188172607797644
-140.06548559742777,19,8.12609314918518,13.502158403396606,-2.6918947e-09,2.848841667175293,147.61218805846846,0.05012856412312338,-110.08298354483415,0.8955186,0.89579594,8.196523189544678,23.53950262069702,0.007490671,0.0,-118.65118165123243,-671.8474033389996,0.1422941280994265,760.1346125602722,6400000,-328.23596013069795,37.06264352798462,-326.40525503671006,0.050178975029641845,13.501986980438232,0.008173461,0.8753359317779541,-0.008173464,0.1634809970855713,0.7384226322174072,22.590524435043335,-729.0603663508117,800,800,0.13642685530989168,-139.47228822369854,144.60099827765794,0.0839686292317249,0.08822744344089059
-146.81721643225194,20,8.148859024047852,13.476709365844727,8.543953e-09,2.836089849472046,138.17637861041783,0.05007790424954351,-121.68758331971088,0.8893109,0.88933665,8.171844482421875,23.53911018371582,0.0069467253,-5.9604646e-09,-123.77719643439835,-699.2088900544791,0.1332491760217392,797.1711900234222,6720000,-342.5237660682482,37.036049604415894,-344.063265437701,0.05006655050405571,13.476536273956299,0.007922365,0.8738470077514648,-0.007922357,0.16355562210083008,0.7476160526275635,22.58057165145874,-670.7182676498137,800,800,0.14277361571537137,-147.08470651970129,138.0073950312468,0.12706685759390302,0.10829695393509024
-152.84421508602964,21,8.161017894744873,13.416814804077148,9.46112e-09,2.839639186859131,153.95610081846928,0.05015267355759595,-116.99711526268621,0.89018494,0.89041376,8.268075466156006,23.65020227432251,0.007810496,-1.5832484e-09,-118.7810311352798,-680.8927879346695,0.1575953007036146,834.2588512897491,7040000,-357.8002416655459,37.087138175964355,-359.0722012718263,0.0501713724703611,13.416642665863037,0.0076583447,0.8763549327850342,-0.0076583354,0.16321802139282227,0.7539689540863037,22.685932159423828,-645.4720921435071,800,800,0.1646627776272997,-153.33649381656286,154.39340296940384,0.10131130153423917,0.07799575343581472
-123.98005476203649,22,8.138112545013428,13.484567403793335,-3.3542513e-09,2.8302602767944336,125.37307889377006,0.05014454642642936,-116.70447380862817,0.8804611,0.88061714,8.236136436462402,23.610599756240845,0.0076039685,-3.3527612e-09,-120.13184880242962,-651.6487672364962,0.1603827287920301,871.3749594688416,7360000,-290.75347393897886,37.115400075912476,-293.025610769724,0.050227067233004234,13.484393835067749,0.0075824815,0.876361608505249,-0.0075824847,0.16315078735351562,0.7515254020690918,22.648651361465454,-600.1418855760961,800,800,0.17362577046273708,-124.9898490859445,127.12024781740965,0.0465907948341439,0.08845439513791614
-133.2156712211503,23,8.105454444885254,13.4854154586792,7.4487183e-10,2.8709070682525635,140.07554969451084,0.05026900076660311,-115.81699600788284,0.8731329,0.8735777,8.250884056091309,23.63564133644104,0.00869543,-6.146729e-09,-114.85877090280269,-670.4910963841648,0.18093686416210303,908.5170562267303,7680000,-311.27301464644677,37.14151740074158,-309.16084258206945,0.050103918502665684,13.485238313674927,0.007422764,0.8808760643005371,-0.007422763,0.16317105293273926,0.7554223537445068,22.669795036315918,-693.4715633623134,800,800,0.17185670104315923,-132.0949103263614,140.1697940392885,0.09130672292650654,0.133883259943681
-144.131456342103,24,8.192988872528076,13.460207223892212,3.6139043e-09,2.8410139083862305,125.65348120132431,0.05022821612950871,-115.19561853547015,0.86308134,0.863335,8.146918535232544,23.614367246627808,0.007503064,-5.5879354e-09,-116.32058511184958,-653.1358191881993,0.18332779118503723,945.6130893230438,8000000,-336.52208479267546,37.095322370529175,-336.7877361316885,0.050167732684056596,13.460031509399414,0.0072977305,0.8796994686126709,-0.007297727,0.17005634307861328,0.765963077545166,22.631017446517944,-711.5764993482778,800,800,0.1841346767341335,-143.82919224740476,125.07697809660354,0.11021123848891735,0.14681109883408822
-134.83964056605012,25,8.122491359710693,13.467290163040161,2.9282645e-09,2.8546106815338135,136.44442343281364,0.05005745178609048,-117.19359186717635,0.8627281,0.8631269,8.250333309173584,23.586620569229126,0.0069305487,4.4703485e-09,-117.8944989252542,-618.8478585120113,0.1875646071183618,982.6883935928345,8320000,-315.75910122750656,37.07469701766968,-317.11432755184177,0.05034216347864787,13.467112064361572,0.0074600503,0.873866081237793,-0.0074600475,0.1628103256225586,0.735945463180542,22.64052438735962,-587.4316578085304,800,800,0.19356067060058732,-135.7238861671129,136.49275944124167,0.1441163384445533,0.13820406305957067
-142.80349824155542,26,8.202502012252808,13.467832326889038,9.715558e-10,2.819923162460327,150.09327572296297,0.050068372455412215,-113.47083903681387,0.8604901,0.8606502,8.284899950027466,23.678240060806274,0.006775585,-6.146729e-09,-118.38069211875118,-623.7213716252655,0.20513975390657946,1019.8559539318085,8640000,-333.0362785125162,37.16700887680054,-331.4694153382068,0.050220031533262856,13.467660188674927,0.007228069,0.8845994472503662,-0.007228068,0.1636669635772705,0.7564170360565186,22.709940433502197,-655.1927936255627,800,800,0.19636791105889168,-142.1330569802011,148.09395418727715,0.1839021687402872,0.09546484835145236
-136.4462445513917,27,8.073698282241821,13.440423250198364,-8.204951e-10,3.21836519241333,145.49082477238935,0.05025373708189145,-111.05007586859348,0.8594675,0.8598232,8.270645380020142,23.865894317626953,0.0066724317,5.029142e-09,-112.03070372838857,-660.4264730864828,0.20879131350142108,1057.183311700821,8960000,-319.1026937022066,37.32681632041931,-321.31965924591543,0.05034131428874543,13.44025444984436,0.0073103625,0.8719606399536133,-0.0073103635,0.1627366542816162,0.7545664310455322,22.90165138244629,-645.1516738433639,800,800,0.21833414716923763,-137.19948721653248,145.38588093890948,0.11048261720498281,0.14922007185196154
-129.64240886371283,28,8.124532699584961,13.44077467918396,-2.489239e-09,2.8325753211975098,121.23811775116394,0.05022533655196574,-111.1794172826594,0.8568894,0.8572265,8.206943988800049,23.48009157180786,0.0067410273,5.029142e-09,-109.254372365228,-588.1400620108888,0.2055448608063366,1094.1258516311646,9280000,-303.793580242294,36.94193458557129,-307.63375605332635,0.050277478768968584,13.440603017807007,0.007883792,0.8719279766082764,-0.007883795,0.16320276260375977,0.7519645690917969,22.51806092262268,-607.0568983228203,800,800,0.22410640546913405,-131.35023911057164,123.47095148515463,0.16076578203813938,0.19856425220107496
-139.48443714670302,29,8.143185377120972,13.409641027450562,-5.6901945e-09,2.834082841873169,166.0638876603989,0.05042571661170396,-108.28933979524142,0.8533432,0.85363024,8.243058919906616,23.529006481170654,0.006982061,1.3038516e-09,-115.34443740748222,-664.7572312839285,0.21992214399194018,1131.0857934951782,9600000,-326.0316571230484,36.959359884262085,-325.65486307675457,0.050418901330244084,13.409472703933716,0.0076214327,0.8730306625366211,-0.0076214382,0.16413068771362305,0.7573201656341553,22.560621738433838,-684.906838674279,800,800,0.21324381262045894,-139.39237825154743,165.78974163687857,0.18881862424033677,0.12081955833837352
-128.94863517542493,30,8.17198133468628,13.460531234741211,3.1353902e-09,2.82169246673584,143.18672389611268,0.05032924462773235,-114.37481371129499,0.84480196,0.8449909,8.233732461929321,23.573365926742554,0.008265173,9.313226e-10,-111.81377441113041,-623.1875542547931,0.23170550232293163,1168.1419587135315,9920000,-300.25526057687085,37.055617809295654,-301.7815958126419,0.050293830608844334,13.460355043411255,0.007980588,0.875983476638794,-0.007980585,0.1641843318939209,0.773352861404419,22.58849024772644,-637.5288125443149,800,800,0.23483061985468762,-129.5888205088587,144.7258927374135,0.18136726704706277,0.2183820895449597
-123.58116361109464,31,8.109603881835938,13.461840867996216,-4.983321e-09,2.8239636421203613,144.494110620366,0.05027365553611284,-108.44618130080775,0.8326827,0.83295953,8.266764163970947,23.53631567955017,0.007001373,5.2154063e-09,-110.73724219449451,-604.5084996716962,0.24547092605429008,1205.162088394165,10240000,-288.01084780549087,37.01854109764099,-288.6969297488272,0.05014972975636794,13.461669206619263,0.0076002204,0.8702473640441895,-0.0076002255,0.16286301612854004,0.7672841548919678,22.55875253677368,-618.8781686846135,800,800,0.25064720829318154,-123.78227800955072,142.11687500377036,0.22249427453918058,0.22176734728282593
-134.34828883575818,32,8.10333776473999,13.45022964477539,1.6417726e-08,2.8148632049560547,147.9082898414611,0.050341532938033146,-106.1484381000833,0.8304543,0.8308395,8.211612939834595,23.422889471054077,0.008372575,-1.3038516e-09,-113.6966145570158,-663.1077753560385,0.25656299948657013,1242.0565271377563,10560000,-313.48484452802205,36.89384412765503,-315.9390499909793,0.05033235082018638,13.450056552886963,0.008068797,0.8707141876220703,-0.00806878,0.1639559268951416,0.7552764415740967,22.456650257110596,-629.3889495888467,800,800,0.2623819421139647,-135.58820823663217,150.90372194274073,0.24212856496771804,0.17297027338347962
-145.93352058882869,33,8.199650287628174,13.455963611602783,1.3101846e-09,2.826542854309082,157.63840975720453,0.050331964733545065,-106.40595522528949,0.8221168,0.82236135,8.276275873184204,23.59334444999695,0.0073459707,-7.0780515e-09,-102.91301491888531,-649.4528717885402,0.2641911661397616,1279.1264610290527,10880000,-339.5696896227141,37.06939959526062,-340.7044398648939,0.05044415097216692,13.455796480178833,0.007868467,0.8726720809936523,-0.007868466,0.16358089447021484,0.7512125968933105,22.631644010543823,-646.7388605757677,800,800,0.267242353081788,-146.51168168380747,158.66918849728916,0.24626047855193825,0.19006364033501838
-121.30666901943201,34,8.206726312637329,13.411698341369629,-5.7969243e-09,2.8054282665252686,141.71279977144832,0.05020964126939791,-100.93728149437479,0.81344885,0.814123,8.21099591255188,23.54070734977722,0.0066169826,-3.3527612e-09,-104.07865725370162,-638.5598672978264,0.27270791903272545,1316.0996944904327,11200000,-281.66548289382945,36.972641706466675,-283.55143220797214,0.05038960957882244,13.411527633666992,0.0076690707,0.8713479042053223,-0.0076690763,0.161895751953125,0.7530746459960938,22.57863140106201,-610.1395703127042,800,800,0.2715689725047244,-121.69849951152695,142.9329124282029,0.21629357672350813,0.2010560326100195
-131.03851361202942,35,8.12066102027893,13.488858222961426,2.0317732e-09,2.809319019317627,152.4282680344906,0.050409725898580775,-104.95818546380595,0.8115875,0.81195945,8.281705141067505,23.586480140686035,0.0070349956,-4.656613e-09,-102.40186104604356,-735.1449750244883,0.2823243429364345,1353.196849346161,11520000,-304.97044053038485,37.09662866592407,-307.08341217286636,0.05018733019175074,13.488686561584473,0.00722864,0.87388014793396,-0.007228638,0.1634514331817627,0.7547707557678223,22.621246099472046,-639.129748471964,800,800,0.2828294137255782,-132.20401401025836,152.8883688699884,0.2539075892925158,0.24065820895620965
-116.14510107573939,36,8.197994947433472,13.457082271575928,-8.160247e-10,2.819190263748169,142.74716417382425,0.05037755818627663,-100.8502167735645,0.8056259,0.8060328,8.272873878479004,23.582539081573486,0.007395147,-1.44355e-08,-104.75245946183135,-643.5164229109265,0.29031237049674946,1390.2574396133423,11840000,-270.789919896208,37.060030937194824,-271.5654605838481,0.050389956346950364,13.456909418106079,0.007685915,0.8702793121337891,-0.007685916,0.16262555122375488,0.7505719661712646,22.622598886489868,-649.9600324869725,800,800,0.28481262555191733,-116.14599638891156,141.35352171639263,0.25936249586155874,0.21749774484524736
-119.9813171813269,37,8.137897968292236,13.451130390167236,8.791719e-11,2.8283724784851074,144.76521068659542,0.050453135780260734,-104.8857957784956,0.8014317,0.8018079,8.175801992416382,23.49051260948181,0.006612511,-7.823109e-09,-107.56225120558096,-612.7049544614133,0.29742406437737917,1427.2202606201172,12160000,-279.2367343476334,36.96229934692383,-280.5586757711783,0.05050405658011275,13.450952291488647,0.007458809,0.8719496726989746,-0.007458809,0.16214418411254883,0.801375150680542,22.479989767074585,-643.2477760841555,800,800,0.3021471871092235,-120.37499897411607,145.0484898181254,0.2653722035051308,0.26277516532120815
-130.1712425338935,38,8.195192813873291,13.397634029388428,-2.301297e-10,2.8130829334259033,137.53266931278446,0.05039434566173254,-102.55905898184436,0.79908824,0.7992061,8.351265907287598,23.682408094406128,0.0070818737,-1.1920929e-08,-109.09486480881328,-625.2677534779447,0.303439262211251,1464.3211793899536,12480000,-302.50092094831695,37.10031533241272,-302.9399990969702,0.05046060197670981,13.397460699081421,0.0071359975,0.869295597076416,-0.0071359975,0.16321921348571777,0.762610673904419,22.709458827972412,-608.6276479709967,800,800,0.3010187906372236,-130.10492000612336,138.28663460127288,0.23059359225401585,0.24337928619677032
-136.7322127113607,39,8.210032939910889,13.457010507583618,-3.8776546e-09,2.8282973766326904,135.93178743088248,0.050132748154259305,-100.68981894525716,0.79097676,0.79114854,8.298877239227295,23.634219884872437,0.007277199,-9.126961e-09,-111.85508949492575,-613.6152264533763,0.3132045284988676,1501.4335231781006,12800000,-318.38322927988094,37.1117308139801,-321.2938037022287,0.050426210833651994,13.456838846206665,0.0074808947,0.8715758323669434,-0.0074808984,0.16211295127868652,0.7438960075378418,22.68103313446045,-615.6421587020191,800,800,0.3239784118153238,-138.0353561239665,136.65842371499517,0.28923706999139787,0.28831309413950246
-103.1930028442163,40,8.218231439590454,13.435219764709473,6.5805397e-09,2.8216819763183594,119.19307042110286,0.05021031728054164,-102.26978801608497,0.7849143,0.7853393,8.305898666381836,23.635961294174194,0.0068161837,-1.7881394e-08,-106.09526149353997,-549.0855200944775,0.3345005560118164,1538.5260262489319,13120000,-239.50374664717324,37.09192514419556,-240.3431150250542,0.05025281282080045,13.435034036636353,0.00706682,0.8697574138641357,-0.0070668133,0.16231369972229004,0.7376313209533691,22.68907332420349,-556.8450526182819,800,800,0.33265265683946016,-103.2518031485609,120.8622065056415,0.33014354312385563,0.32699390687259167
-115.01310723634276,41,8.203231811523438,13.447935581207275,-2.5682152e-09,2.835453987121582,127.40521746619795,0.05021439051088257,-104.13478724890352,0.78159034,0.78189516,8.310143232345581,23.69083547592163,0.007137814,1.0803342e-08,-97.92104154527271,-617.6979759405891,0.3394073191395772,1575.685552597046,13440000,-268.1967368891133,37.15889835357666,-270.7299755448008,0.04998380747913901,13.447764873504639,0.007508332,0.8700942993164062,-0.0075083347,0.16520333290100098,0.7818946838378906,22.696783542633057,-577.7433651375184,800,800,0.3490905323012698,-116.60280799294647,128.596071252903,0.2899610701277573,0.32900169281113
-120.7759568146203,42,8.257416486740112,13.421660661697388,5.5912883e-09,2.817995071411133,141.18177762865986,0.05029741134986291,-96.79528453132596,0.7757627,0.77632993,8.298676252365112,23.77503728866577,0.007759434,1.8626451e-09,-102.61627212197352,-632.2320245088135,0.3448080510008668,1612.9029178619385,13760000,-280.55888447108333,37.21681833267212,-285.0752734815446,0.05007921425572993,13.421490907669067,0.007362006,0.8707525730133057,-0.0073620006,0.16427278518676758,0.8216373920440674,22.74184513092041,-606.4984583264024,800,800,0.3637467455987702,-122.38559482616624,142.75056658868542,0.2851822803435291,0.3377714933285763
