Step_0-MinReturn,Step_0-EnvExecTime,Step_0-StdForwardReturn,Time-TotalInner,Step_0-AverageForwardReturn,Step_0-PolicyExecTime,Step_0-AverageDiscountedReturn,Step_0-MaxReturn,Step_1-AverageForwardReturn,LossBefore,Step_1-MaxReturn,LossAfter,Time-Sampling,Step_1-AverageDiscountedReturn,Step_1-StdReturn,Step_1-StdForwardReturn,Time-SampleProc,Step_1-EnvExecTime,n_timesteps,Step_1-AverageCtrlCost,KLCoeffInner,Itr,Step_1-MinForwardReturn,Step_1-AverageReturn,Step_1-AveragePolicyStd,KLInner,Step_0-MaxForwardReturn,Step_0-AverageReturn,Time-OuterStep,Step_0-AveragePolicyStd,Step_0-AverageCtrlCost,ItrTime,Time-InnerStep,Step_0-StdReturn,Step_0-MinForwardReturn,Step_1-MaxForwardReturn,Time-MAMLSteps,Step_0-NumTrajs,Time,Step_1-NumTrajs,Step_1-MinReturn,Step_1-PolicyExecTime
-346.4631368203765,30.38189458847046,0.44830291945074124,76.48089909553528,-0.003119807142227079,1.8569657802581787,-45.146354599997146,8.850075503425398,0.0016937198998233564,1.7606059e-09,8.990009522145412,-0.008128765,71.17690801620483,-44.43291060290591,56.56472769117035,0.4559458782887362,3.678234577178955,30.504416704177856,320000,2.4198085640039,0.0005,0,-1.883266985827614,-60.46229111558438,0.99984044,0.007941188,1.7631231631774749,-61.82676424059886,12.790600538253784,1.0,2.42185589109461,89.76777863502502,1.4341833591461182,56.78616777927316,-1.6623553468527397,1.8013119296167635,12.790750980377197,3682,89.76778602600098,3770,-414.20484519405716,4.367986440658569
-366.5178567027161,30.131558179855347,0.4637237946572621,73.82604742050171,-0.012082295515400424,1.2697274684906006,-44.12439548193131,14.660566054133547,-0.010547227185947625,1.4557002e-09,7.5304279720050555,-0.0054961154,69.65448307991028,-43.590692706649634,54.54274171800711,0.45697998504923626,3.759709358215332,30.411601781845093,640000,2.415174680544494,0.0005,1,-1.9021933659299748,-58.97942248816458,0.9953801,0.010841027,1.8134125436612356,-59.95777617458076,4.332437992095947,0.9955992,2.4160276883335814,78.20389533042908,0.21116137504577637,55.94219041366558,-2.046011903685068,1.702690018346342,4.3325676918029785,3821,167.9772720336914,3856,-361.21854727046485,3.7154109477996826
-331.9613243640806,29.929691076278687,0.4635288117917809,72.78402590751648,0.004056768985375022,1.2660372257232666,-41.42094215215154,38.639217234738155,-0.002720352943880052,-9.353209e-10,14.486743641061617,-0.0047397437,68.42470836639404,-41.304135381378174,52.069219215591396,0.4669673163918655,3.9332387447357178,29.543890476226807,960000,2.405322785424351,0.0005,2,-1.7902309192299881,-55.01646198274813,0.99231535,0.011984376,2.1097807455085413,-54.85610627655188,4.380643367767334,0.9923962,2.4062050463410407,77.21723175048828,0.21226811408996582,50.801535436567434,-1.8734521755425473,1.9356846226210025,4.380782842636108,4119,245.19511675834656,4118,-371.3770224473388,3.619422674179077
-406.68010118820655,29.976364135742188,0.4710407880712502,72.94137811660767,0.00015738663658587136,1.260345458984375,-39.63166225850248,21.452226185187097,0.002686746967076446,-8.425258e-09,19.108646029717704,-0.0047581093,68.53374552726746,-39.00211531000854,47.32524441412942,0.481571599254002,3.973644971847534,29.65867567062378,1280000,2.4020034255470115,0.0005,3,-2.117404051314986,-50.86987542881272,0.9887301,0.01208447,1.9085456647950878,-51.81336148489098,4.346709728240967,0.9890379,2.4009034679407777,77.33751559257507,0.21218466758728027,48.68944409117293,-2.0990206713634016,1.966555193621148,4.346843004226685,4359,322.53331685066223,4382,-351.7427587514331,3.653075695037842
-345.47391304270417,29.41029381752014,0.47909757079853116,72.97572088241577,0.003912193165997133,1.6019973754882812,-37.82353758792852,26.13675445226771,0.0036929838682373877,-2.1239501e-09,18.349898393249262,-0.0040575885,68.35898423194885,-36.86198914439952,44.23117575470333,0.47757397266137525,4.181149482727051,29.74510145187378,1600000,2.402268760629126,0.0005,4,-2.2469212568844177,-47.17921993553975,0.984874,0.014736377,1.8821911639709976,-48.57875140588948,4.327984809875488,0.9852154,2.4004904688548048,77.3538510799408,0.21058344841003418,44.606466252264504,-2.0065941776651632,2.083032162732796,4.328123331069946,4622,399.8877761363983,4756,-367.8731518617764,3.6397414207458496
-355.1174392766707,28.971690893173218,0.4951400394850649,71.59147810935974,0.015216447143409645,1.213433027267456,-35.57229305995781,38.33038301742903,0.011330333336429192,-2.943114e-09,9.432899327607045,-0.003445427,66.92052507400513,-35.406735764500745,42.03691623642118,0.4932227087267792,4.216385841369629,29.239514350891113,1920000,2.400709995132064,0.0005,5,-1.8580820485583804,-44.72240619712424,0.98076737,0.013543999,2.347899838789728,-44.96961064223882,4.395914793014526,0.9812778,2.4029582683849733,76.03954839706421,0.21487855911254883,42.00304855431632,-1.8386054803504501,1.9133068731446394,4.396047830581665,4981,475.9279365539551,4987,-392.5951252826276,3.5682547092437744
-360.96225571354887,29.228198289871216,0.5150321045232125,71.71341872215271,-0.01288257250907776,1.2141375541687012,-34.343792283891375,29.14813932172175,-0.01948226546621298,-4.8173154e-09,20.270587800302867,-0.0039385883,66.85553812980652,-33.89445619522627,37.97103034286865,0.5148320477889282,4.394711494445801,28.935603380203247,2240000,2.4060074027716825,0.0005,6,-2.115289373024916,-41.71676306963126,0.9771446,0.014235692,2.081968499530513,-42.64244922968592,4.35115909576416,0.9774839,2.400308720419925,76.11938858032227,0.20945072174072266,39.52651981820096,-2.429808728221744,2.1033466646397407,4.351290464401245,5367,552.0479135513306,5489,-358.3962628010763,3.545395851135254
-340.12258247910006,28.744062900543213,0.517128532426242,71.02888703346252,-0.01949209735245083,1.198197364807129,-32.789282132871755,19.7982857026318,-0.005658006090381121,-1.1842236e-09,32.48413378673264,-0.004420835,65.98300814628601,-32.29009136872346,36.01307282409232,0.5241540701467323,4.572517156600952,28.625922441482544,2560000,2.409877791307073,0.0005,7,-1.7988228204794563,-39.42412980416754,0.97344095,0.013786021,2.2685778918237993,-40.13787791009648,4.350835084915161,0.9738616,2.4080429354925945,75.43717288970947,0.2095966339111328,36.43494369851333,-2.1332745339156243,2.066611807889516,4.350970268249512,5726,627.4856643676758,5763,-354.0031668835902,3.5086143016815186
-335.36139833112185,28.29279065132141,0.5118751759624893,70.1318051815033,0.025450075269274237,1.1788561344146729,-30.207980170472972,25.705502367844932,0.021354814243285062,7.4207973e-09,36.65873907495208,-0.004421115,64.89814019203186,-30.022913905806185,33.821091809363146,0.51254399659613,4.744769096374512,28.12653875350952,2880000,2.413578176165632,0.0005,8,-2.088556268502562,-36.23924907107736,0.9699467,0.013108161,2.3144440405846822,-36.2383114845377,4.374338388442993,0.9702707,2.4127445143398,74.56880116462708,0.21368908882141113,32.56943573030954,-2.2929540583521315,2.3021389656112294,4.374472618103027,6142,702.0551202297211,6184,-349.6948640703959,3.4159915447235107
-353.00361556562274,27.99512505531311,0.5207222692474132,70.03157782554626,-0.0016842525131317567,1.1633849143981934,-28.934904015700827,21.58864897510256,-0.004928797402891852,3.335078e-09,27.400220496767208,-0.0043903026,64.43163204193115,-29.192639755450568,30.75636969585441,0.5143340315029958,5.093044996261597,28.004244565963745,3200000,2.4202742611733448,0.0005,9,-2.3890247616177778,-34.56452620210018,0.9654084,0.012951508,2.2016974563678913,-34.23961354039385,4.3213584423065186,0.96617615,2.420128892689335,74.41526341438293,0.21955347061157227,30.19326571267815,-2.0301748954017684,2.2822617364270408,4.321495771408081,6633,776.4709889888763,6625,-345.77894642460643,3.4227752685546875
