train-AveragePolicyStd,train-NumTrajs,train-AvgFinalForwardVel,train-AverageReturn,train-MinReturn,Time,train-EnvExecTime,n_timesteps,Time-SampleProc,ItrTime,train-PolicyExecTime,Itr,LossBefore,LossAfter,train-MaxReturn,Time-Optimization,train-AvgForwardVel,Time-Sampling,train-StdReturn,train-AverageDiscountedReturn,train-AvgCtrlCost
0.97191536,200,0.06328046884118865,-30.560694589874483,-129.06989508029463,220.32953453063965,6.111332416534424,960000,0.25360560417175293,9.16173267364502,0.6353340148925781,23,2.4680048e-08,-0.0057356926,64.52540718688708,1.8531255722045898,0.008992545510813767,7.048080205917358,38.267668079939995,-13.598794918301687,0.05006290254981456
0.9708623,200,-0.08107410063090342,-33.9181670337779,-155.3266999463182,229.55295419692993,6.1035356521606445,1000000,0.2756059169769287,9.217163801193237,0.6370358467102051,24,-4.656613e-09,-0.0066953865,50.50872890406397,1.8921945095062256,-0.007412414147376063,7.042621374130249,40.58437400646722,-15.032236476514713,0.05005478430242004
0.96918064,200,0.03801709121119081,-30.53469628536036,-177.0866923240802,238.7390718460083,6.13504695892334,1040000,0.24475479125976562,9.179386854171753,0.6348171234130859,25,-5.5879354e-09,-0.005852158,108.00906267474697,1.8525559902191162,0.008954711247195046,7.075237035751343,43.6421655091992,-12.93065253475721,0.049821217547970656
0.96806145,200,-0.0017470073175729706,-28.341292250273664,-129.88674164691992,247.89261317253113,6.09966254234314,1080000,0.24641704559326172,9.147015571594238,0.6359391212463379,26,-2.3283064e-09,-0.006487809,94.15374170534083,1.8584935665130615,0.019867557697528328,7.035351514816284,39.78715458863258,-11.426833538307333,0.049739908575917605
0.9676722,200,-0.048762887150002515,-27.108784756048063,-121.84574924255729,257.03912711143494,6.0906219482421875,1120000,0.2483532428741455,9.140130758285522,0.6347448825836182,27,-1.3969839e-08,-0.006692818,110.64336820146492,1.8550853729248047,0.025847595552611267,7.029860734939575,40.97596809083555,-11.965284603081104,0.0496978368941704
0.9674321,200,0.07763951134143264,-28.998964219088375,-145.40560972749137,266.1685230731964,6.084439516067505,1160000,0.23804044723510742,9.122722148895264,0.639362096786499,28,1.2572855e-08,-0.005731859,93.06557443968606,1.8480663299560547,0.01642454169958379,7.0297956466674805,42.36582496198936,-13.469443264908081,0.04976482664749732
0.9669439,200,-0.020322638595100716,-24.075672694429578,-150.8186986835566,275.358491897583,6.134032964706421,1200000,0.2479851245880127,9.18383240699768,0.632854700088501,29,1.8626451e-08,-0.006072322,76.94821934096255,1.8590331077575684,0.041187806860916144,7.070002794265747,41.37878863679873,-10.209068860218215,0.04975919566674653
0.9661279,200,-0.010906329502694491,-22.09751752162481,-126.13698947950668,284.45483899116516,6.049335479736328,1240000,0.24609947204589844,9.09001874923706,0.6357309818267822,30,-6.853952e-09,-0.006359041,103.70623789608742,1.84832763671875,0.05062218839030963,6.988701343536377,40.71340729999014,-8.628727067986661,0.04987274323447155
0.96558964,200,0.11890701546909771,-29.954793909650743,-139.29196329007593,293.63940143585205,6.113765716552734,1280000,0.2368307113647461,9.17823314666748,0.6355488300323486,31,1.3038516e-08,-0.006525819,94.04319259812993,1.8815665245056152,0.011598009995501271,7.053170919418335,43.22087686154996,-13.75044834954418,0.04957209070180425
0.96504587,200,0.103033361720592,-27.104612085436273,-171.36736673746648,302.7459177970886,6.053147077560425,1320000,0.25805068016052246,9.099883556365967,0.6340141296386719,32,-2.7939677e-08,-0.0059277327,75.06687255845615,1.8425793647766113,0.025763288418218098,6.992463827133179,47.58240061077222,-11.580374028609304,0.04989827647185672
0.964349,200,0.08412472143010294,-21.8518118873006,-133.65296166372335,311.95176124572754,6.146857023239136,1360000,0.2605404853820801,9.199162244796753,0.6329076290130615,33,1.1175871e-08,-0.006833042,101.6189198178602,1.844249963760376,0.052358755695936135,7.087604761123657,44.36498028818664,-8.92508199773136,0.049694266642017565
0.96315324,200,-0.052368943961851475,-34.37629585792453,-191.14471350610845,321.1440477371216,6.1189963817596436,1400000,0.2580752372741699,9.18562388420105,0.6377933025360107,34,-1.4901161e-08,-0.0060585435,88.66388310017113,1.8642020225524902,-0.009754208725314,7.05653190612793,47.43940389703357,-14.265518478710314,0.04992131482133306
0.9614182,200,-0.03764359296402887,-26.53280180149014,-154.96262437701745,330.31125354766846,6.097806453704834,1440000,0.2539548873901367,9.160557508468628,0.6360468864440918,35,1.21071935e-08,-0.0067815813,79.48741165126802,1.8653295040130615,0.029009843609742188,7.034483194351196,44.60286125700464,-10.52101867347993,0.049598671838372854
0.9599132,200,0.03149662729194187,-26.872361840304876,-124.32269383012988,339.435409784317,6.087337493896484,1480000,0.2471294403076172,9.117780208587646,0.6356968879699707,36,3.7252903e-09,-0.00633806,74.6385801024673,1.8390321731567383,0.027269323781232986,7.024665594100952,41.39223577291859,-12.5799018072535,0.04979359028881068
0.9583813,200,0.02752250987161436,-27.27061846026099,-137.17338527874236,348.54471826553345,6.076121091842651,1520000,0.2410600185394287,9.10290789604187,0.6346609592437744,37,-8.8475645e-09,-0.006111419,111.74849496910086,1.8422446250915527,0.02539568915262734,7.012793302536011,48.23674293063683,-10.866404279895878,0.049748888444203866
0.9566323,200,0.05794619241927798,-20.191545285254577,-148.86771609070536,357.6875002384186,6.1083009243011475,1560000,0.24004840850830078,9.135982513427734,0.6365780830383301,38,9.313226e-09,-0.006460518,80.70387257152734,1.8371241092681885,0.06086849136773201,7.052175283432007,44.62007921197684,-9.636680253934506,0.04955148982987231
0.9542678,200,0.08412979176677551,-26.555088708028016,-193.3796985101025,366.7719407081604,6.047224521636963,1600000,0.252410888671875,9.077802658081055,0.6347301006317139,39,-1.7695129e-08,-0.0054907096,136.4735295940698,1.8348443508148193,0.028840956968026153,6.983914613723755,52.91352608513519,-12.127310217452896,0.05001890459301466
0.9526713,200,0.01984065298592655,-21.678196291532984,-148.35114982977075,375.94118475914,6.127863168716431,1640000,0.24488592147827148,9.162893772125244,0.6355440616607666,40,1.3504177e-08,-0.005919087,112.321257577435,1.843743085861206,0.05271920225228987,7.0676658153533936,46.83564930789235,-9.60363498756035,0.04983735859639781
0.9517083,200,0.07013351891045501,-20.580093651776885,-166.93208882556982,385.061635017395,6.071863889694214,1680000,0.24810242652893066,9.113733053207397,0.6367788314819336,41,-1.1175871e-08,-0.0069015245,116.95352984785879,1.8465511798858643,0.058596058485000026,7.0124030113220215,48.698949332589656,-8.359107867653556,0.04990309504226978
0.95022905,200,0.004071610017095692,-19.044545510382726,-162.05806930056735,394.2294023036957,6.105350732803345,1720000,0.26390624046325684,9.16071891784668,0.6410007476806641,42,3.7252903e-09,-0.006677704,131.0033240899033,1.8385770320892334,0.06650116574852082,7.051477670669556,48.9795504182666,-9.821320935496475,0.050018439760531525
0.94804454,200,0.1415396151911232,-20.01527398967188,-217.68826867845894,403.30115365982056,6.044466018676758,1760000,0.24421191215515137,9.064795970916748,0.6382954120635986,43,-9.313226e-10,-0.0068789977,109.5724952632674,1.8292946815490723,0.06191563014587341,6.984626293182373,45.83333521306046,-9.737007508122558,0.049907336009787175
0.94627887,200,0.14241101087713193,-19.77229385959731,-124.50687885309124,412.4570848941803,6.142431974411011,1800000,0.2369837760925293,9.147430181503296,0.6383512020111084,44,-1.839362e-08,-0.0068121217,92.2482072253843,1.826676368713379,0.0633857200357831,7.077183485031128,44.3075171484161,-8.194106732921385,0.04942115118304679
0.9441731,200,0.05442135532917743,-13.549382206116952,-154.1585191706189,421.532532453537,6.055715084075928,1840000,0.2536342144012451,9.068976163864136,0.6361267566680908,45,6.7957444e-09,-0.0074614165,142.9968554539834,1.8186964988708496,0.09515267393128476,6.989896059036255,47.82538352891863,-6.500586547604906,0.049769167628258455
0.94198084,200,-0.002794715895961628,-14.634177892974936,-132.79304249531145,430.72011065483093,6.154890537261963,1880000,0.24861884117126465,9.181033849716187,0.6403319835662842,46,5.820766e-10,-0.0077784355,107.06499315375689,1.8303794860839844,0.08991357501407601,7.095320463180542,43.37167096986222,-5.803401859968253,0.04971929201111778
0.9403509,200,-0.012991591664858469,-17.36827578925789,-138.41131512274202,439.7896008491516,6.0564866065979,1920000,0.24446463584899902,9.062715291976929,0.6392035484313965,47,3.958121e-09,-0.007109587,126.08846675450737,1.8165361881256104,0.07642416108373525,6.995089769363403,42.31834586252007,-7.652743093059692,0.04968910798627301
0.9398432,200,0.088805465027316,-13.219422948870363,-125.76013850812603,448.97958302497864,6.182854652404785,1960000,0.24663329124450684,9.183501482009888,0.6401011943817139,48,2.7008355e-08,-0.00755437,132.27697055912404,1.8093044757843018,0.09748696268519128,7.120824337005615,47.392086536832004,-6.1663372024909515,0.049780788632804905
0.93916833,200,0.11536430046852444,-15.952645827015267,-133.06420871913465,458.02051305770874,6.036938190460205,2000000,0.24606537818908691,9.034329414367676,0.6384961605072021,49,2.188608e-08,-0.00702001,82.68321856120146,1.8063209056854248,0.08394437563938884,6.975265979766846,38.267847895635946,-8.126690714522205,0.049977827515558675
0.9380642,200,0.17725914880343496,-7.3578043870795575,-113.03506727126717,467.17609548568726,6.147410154342651,2040000,0.24648380279541016,9.1492919921875,0.639686107635498,50,-4.656613e-09,-0.0073140305,114.85165016489758,1.8067123889923096,0.12636353015474525,7.089456796646118,44.33481119568194,-4.368224757376251,0.049766372431748
0.93563926,200,0.14750774264285105,-10.015559989664718,-125.74830491834017,476.2774200439453,6.068855047225952,2080000,0.24724292755126953,9.08879017829895,0.6375703811645508,51,5.5879354e-09,-0.006979402,116.82548115235981,1.828615427017212,0.1134517142044524,7.006242275238037,44.31067067602868,-4.775375527090727,0.049624575752179205
0.9328251,200,0.06464362720807028,-11.148091851263155,-160.06716934465152,485.46512269973755,6.164486885070801,2120000,0.24640774726867676,9.18156385421753,0.6411709785461426,52,1.2212695e-08,-0.007229702,159.97348331526416,1.8149912357330322,0.106763196092165,7.113400220870972,47.59535956811154,-4.664391702592177,0.04990350058876158
0.9297618,200,0.03040172793401376,-14.736249587893177,-150.09151074329083,494.5795273780823,6.1041579246521,2160000,0.24794340133666992,9.108164072036743,0.6371645927429199,53,1.4551915e-09,-0.0067532244,108.02307465710493,1.808262586593628,0.08927015272637137,7.045295000076294,48.08387227106932,-6.013567873925322,0.050043570499532855
0.92760086,200,0.08424637981761189,-8.826167871388645,-129.72460296741835,503.68253803253174,6.110059976577759,2200000,0.23889851570129395,9.096395254135132,0.6352863311767578,54,-4.656613e-09,-0.0064342255,113.40938041875583,1.8020565509796143,0.11905025653380572,7.048628091812134,49.07424042789907,-2.843421798118265,0.049911262583078264
0.92486453,200,0.10481502789048214,-6.640774080469287,-143.14280526226156,512.765519618988,6.076850891113281,2240000,0.2446432113647461,9.076769828796387,0.6375494003295898,55,1.6763806e-08,-0.0068455236,149.28479236410092,1.8075950145721436,0.12966479508287793,7.017691135406494,48.56863604606208,-2.8939142776119993,0.04993225534689803
0.92222446,200,0.14062622934413446,-6.409016799616526,-155.5402902588842,521.9345026016235,6.133943319320679,2280000,0.25226354598999023,9.162476778030396,0.6386055946350098,56,2.7939677e-08,-0.007541316,151.85695632742937,1.8272817134857178,0.131219855582877,7.076158046722412,51.506453275445324,-2.264298186737691,0.05013628652496106
0.9212362,200,0.06798012301757456,1.0529241002666117,-119.75070864381888,531.0862691402435,6.125889301300049,2320000,0.2448408603668213,9.1454598903656,0.6381866931915283,57,-2.7939677e-09,-0.0072559784,152.4702029872065,1.826775312423706,0.16946835451876527,7.067106008529663,48.8724204706022,-1.0303653781211302,0.0497761579969013
0.9205441,200,0.16148779310771366,5.9355527258960565,-127.93430692910525,540.2186896800995,6.114853382110596,2360000,0.24703311920166016,9.126140356063843,0.6357135772705078,58,-1.6763806e-08,-0.007944448,171.30613143250113,1.814239740371704,0.1943317532448157,7.058007478713989,54.52498237198361,2.092893686650394,0.04992065488197554
0.9192174,200,0.14326228029232999,7.738984791534694,-108.90788752771478,549.3467047214508,6.09275221824646,2400000,0.2462024688720703,9.121485471725464,0.6384415626525879,59,7.683411e-09,-0.0070215384,140.39798229719722,1.8338558673858643,0.20355243716686255,7.034657001495361,50.044342549537916,2.1671344512187485,0.05030817391490687
0.9170922,200,0.088946358911505,13.872437674992302,-102.5710427795608,558.5216193199158,6.117860317230225,2440000,0.24748539924621582,9.168540000915527,0.6412844657897949,60,-3.7252903e-09,-0.0077195433,177.80380047671412,1.8489325046539307,0.2344956029055861,7.0653297901153564,53.26347756176146,5.516539948189164,0.049575819155330894
0.9150987,200,0.1278746811180881,11.789204780820977,-97.71884007752479,567.603931427002,6.057482004165649,2480000,0.24507498741149902,9.076058864593506,0.6400649547576904,61,-4.4237822e-09,-0.0073988084,209.67466926733027,1.8241252899169922,0.22414357609042468,6.9998931884765625,54.16015079141509,5.339208877371104,0.04980363160791803
0.91307306,200,0.11484959694878766,17.76247359044217,-101.61963745950344,576.7775375843048,6.1388466358184814,2520000,0.25375819206237793,9.167317628860474,0.6388788223266602,62,2.6077032e-08,-0.0077640335,180.99110382150513,1.8262994289398193,0.25528867642238157,7.080467939376831,52.201160596086524,7.107365219650765,0.0497537886594009
0.9110131,200,0.26772614866912325,12.059790728498838,-127.38318426920601,585.8895421028137,6.066314935684204,2560000,0.24976563453674316,9.105467081069946,0.6370148658752441,63,2.7939677e-09,-0.007934164,189.78673694713908,1.8398008346557617,0.22625275634787517,7.009077548980713,59.4135233788449,3.315006362373115,0.049890274027173456
0.9093069,200,0.18064347140437362,22.43257552605495,-102.0636891648941,595.1039884090424,6.1770830154418945,2600000,0.24826455116271973,9.20826530456543,0.641127347946167,64,3.678724e-08,-0.008179249,214.78627494278766,1.8275940418243408,0.27886113695903325,7.125624656677246,60.374941760603015,8.070419639918834,0.05009405792343335
0.9068891,200,0.2229364126790523,35.07389075980773,-99.65370952731611,604.2104661464691,6.04961633682251,2640000,0.24737215042114258,9.100311279296875,0.6356933116912842,65,-8.381903e-09,-0.008027402,218.46832522866902,1.8569021224975586,0.3423802205082657,6.989154100418091,62.387963005657575,12.729177191591752,0.050089311839158816
0.9042085,200,0.3266957325965296,30.185865155359092,-103.8788235764105,613.3953342437744,6.080491065979004,2680000,0.25176572799682617,9.178538799285889,0.6377415657043457,66,-1.8626451e-09,-0.008004544,221.19535439754176,1.8413002490997314,0.3183880434655332,7.078634977340698,59.71146302077182,11.145279099271542,0.0501517505923062
0.9015162,200,0.36070408633752693,36.33400189571867,-91.85323210333229,622.5102000236511,6.073913097381592,2720000,0.24913859367370605,9.108318090438843,0.6360435485839844,67,-6.7520887e-09,-0.008173775,231.00761740388856,1.835423231124878,0.3492284262653854,7.017031192779541,61.665766292460994,12.992898427502077,0.04997624771946933
0.89777505,200,0.29658696234379883,41.29521770771421,-74.39853459409834,631.6629953384399,6.11334228515625,2760000,0.24749493598937988,9.146689176559448,0.6357560157775879,68,6.519258e-09,-0.007919331,242.77597120659297,1.8375072479248047,0.3743704387526705,7.0548341274261475,70.45163904359404,15.662891199387166,0.05012486322950252
0.8941318,200,0.3593216979395932,39.87008663377433,-101.3941306103382,640.7953369617462,6.105416536331177,2800000,0.23919057846069336,9.126013040542603,0.6351468563079834,69,-1.8626451e-09,-0.0074001662,288.74854375397916,1.8363420963287354,0.36747891732248106,7.043689250946045,74.8213401672676,15.430835245724984,0.05030689843993121
0.89076537,200,0.360817278550794,50.20095342227337,-99.73286349549635,649.949520111084,6.104495048522949,2840000,0.24509263038635254,9.147948741912842,0.6352119445800781,70,-3.0267984e-09,-0.008038512,283.3265075573359,1.852269172668457,0.41969262491887765,7.043789863586426,74.96566530236315,18.999049070858128,0.04983021533167789
0.88740754,200,0.39991414759304705,47.7425597060764,-128.65765297072457,659.1532039642334,6.118876218795776,2880000,0.2523488998413086,9.197839736938477,0.6320581436157227,71,-7.858034e-09,-0.0075915297,256.49410390202166,1.881943941116333,0.40678718555709675,7.056686878204346,73.46444377138566,18.468635641147916,0.0502460070467664
0.8846869,200,0.4244863780175099,56.09346653677761,-68.81462490739109,668.2552530765533,6.041599273681641,2920000,0.2606821060180664,9.09563136100769,0.6347317695617676,72,2.142042e-08,-0.007929114,312.9400253051582,1.8492498397827148,0.4489048613902523,6.97895073890686,75.84410878664634,22.198061438706194,0.050592755756378165
0.8823084,200,0.47711242777892776,55.29545505221612,-102.7955976319995,677.4973540306091,6.135055065155029,2960000,0.29100728034973145,9.235806941986084,0.6338648796081543,73,1.2572855e-08,-0.008224415,234.4836010363792,1.8625953197479248,0.44507684882675613,7.075313568115234,73.89925600036766,20.778468275233127,0.05055962806355528
0.88031,200,0.5191714275276588,83.4219351677534,-63.839248719719,686.6089551448822,6.063908338546753,3000000,0.245591402053833,9.105387687683105,0.6386971473693848,74,1.7462298e-09,-0.0076884995,305.1545682556961,1.8466546535491943,0.5872919090527261,7.006282567977905,88.75257264419946,32.91570827888095,0.05040817762009117
0.87820756,200,0.5207874512121914,77.15961615349191,-124.27182281306635,695.8063080310822,6.138033628463745,3040000,0.25562238693237305,9.191084861755371,0.6362297534942627,75,5.5879354e-09,-0.0083314255,294.00592954191666,1.8491909503936768,0.5564690802729609,7.0794289112091064,89.96735770565103,30.564159697811373,0.05069342596703074
0.87485397,200,0.6215225882418479,79.31385079963451,-93.58777788037347,704.9034299850464,6.035998106002808,3080000,0.24991679191589355,9.090821266174316,0.6356174945831299,76,-2.7939677e-09,-0.007452212,324.83406161473545,1.85624361038208,0.567980573804898,6.977814674377441,94.05002624094374,29.77342319868581,0.05076111012229592
0.87170666,200,0.6219011466692659,91.78311142857649,-104.8117283481252,714.1133074760437,6.15921425819397,3120000,0.24492120742797852,9.203449249267578,0.6345045566558838,77,-1.3504177e-08,-0.008675127,308.74181627873946,1.8542437553405762,0.6315450059153778,7.097540855407715,98.29142784265824,36.30921016467048,0.050995122176765585
0.86926776,200,0.6244994695071728,103.2538799999861,-80.73261845353852,723.2238805294037,6.053540468215942,3160000,0.2450714111328125,9.103667736053467,0.6325154304504395,78,-5.122274e-09,-0.0074167037,344.53306487674,1.8587055206298828,0.6897523924633006,6.992912292480469,98.59442983598811,39.08776163565595,0.05081893606861455
0.8669175,200,0.34411043376369305,76.79333557235651,-122.58679473899694,732.4416418075562,6.175795555114746,3200000,0.24454498291015625,9.211416244506836,0.6364264488220215,79,-1.3969839e-09,-0.007823119,369.7763491363879,1.842707872390747,0.5555798971146858,7.11745023727417,89.82308506214937,31.629176512221864,0.05062786276185769
0.8638914,200,0.6225366238707815,95.6569437228381,-108.25774932688303,741.5427412986755,6.029684066772461,3240000,0.24509978294372559,9.094977617263794,0.635418176651001,80,1.9557774e-08,-0.007809432,373.5862038733789,1.8715481758117676,0.6520873006718659,6.9715211391448975,107.20165637056029,36.52160977442691,0.05120102142358251
0.86090803,200,0.6523207330952097,114.65191327990597,-133.55986106860334,750.7611832618713,6.158754825592041,3280000,0.2453763484954834,9.21200966835022,0.638683557510376,81,-4.656613e-09,-0.007172522,405.53806200093703,1.857785701751709,0.7490666307898256,7.102133274078369,113.58016715711197,44.73019654502958,0.051122816875819786
0.8580962,200,0.7808114971151872,111.77200842327156,-152.91206014100132,759.8781321048737,6.077066898345947,3320000,0.24840307235717773,9.110750913619995,0.635246992111206,82,-3.7252903e-09,-0.00780295,360.3118159415268,1.839031457901001,0.7341248982824286,7.016561269760132,113.04066296199542,41.48921909885127,0.05109593041901539
0.8545513,200,0.6466813822195877,113.87785700945518,-139.77858749744846,769.0534484386444,6.137897968292236,3360000,0.24484705924987793,9.168921709060669,0.6342883110046387,83,-4.749745e-08,-0.007915432,382.96776268132425,1.8412542343139648,0.7447280027491449,7.076106548309326,117.3477176685235,43.81677446235852,0.050907482621524364
0.850594,200,0.6288406510437881,115.85128983107187,-130.35298654568334,778.2245466709137,6.111187219619751,3400000,0.25243043899536133,9.164537906646729,0.6360390186309814,84,9.778887e-09,-0.0072872704,411.4453025754813,1.8510048389434814,0.7552680970865927,7.05424165725708,118.9483917813013,44.57250939226167,0.05131124513245245
0.84692353,200,0.5883221445149363,111.315140434159,-137.91485530181996,787.4413223266602,6.145907402038574,3440000,0.26933717727661133,9.210013389587402,0.6341564655303955,85,5.5879354e-09,-0.007997079,430.0749232660986,1.8468966484069824,0.7331229834783405,7.086998224258423,121.70639660605556,43.03900339619695,0.05126863714939525
