train-AveragePolicyStd,train-NumTrajs,train-AvgFinalForwardVel,train-AverageReturn,train-MinReturn,Time,train-EnvExecTime,n_timesteps,Time-SampleProc,ItrTime,train-PolicyExecTime,Itr,LossBefore,LossAfter,train-MaxReturn,Time-Optimization,train-AvgForwardVel,Time-Sampling,train-StdReturn,train-AverageDiscountedReturn,train-AvgCtrlCost
1.0,200,-0.015106701510654613,-31.191288151274275,-152.90955585827047,9.193016529083252,6.015071392059326,40000,0.2671051025390625,9.187334775924683,0.6417593955993652,0,6.0535967e-09,-0.013950253,143.76993243066562,1.9372406005859375,0.006233119383521196,6.978166103363037,43.493940374329384,-13.395399044421524,0.04983449075630324
0.997584,200,0.008325146868672962,-28.443664605665585,-138.87507149906358,18.443992137908936,6.148495674133301,80000,0.2556123733520508,9.234111309051514,0.6422688961029053,1,5.2386895e-09,-0.009062033,87.86406461738711,1.8723666667938232,0.018966928417096813,7.099360466003418,43.50205968380891,-12.425547664825626,0.0497455837554726
0.99482447,200,0.07746407194096397,-27.469473096106693,-131.65835444685737,27.664812088012695,6.121910810470581,120000,0.24984502792358398,9.21444296836853,0.6416423320770264,2,1.5832484e-08,-0.006842653,111.79380025416145,1.8810005187988281,0.02445654834962474,7.07679557800293,42.534690661069476,-12.176279905755644,0.05000081732269895
0.9940581,200,0.018397244144454417,-33.06613074204273,-152.80723214749767,36.82014513015747,6.08674693107605,160000,0.24834465980529785,9.148796796798706,0.6393568515777588,3,1.7695129e-08,-0.0064118346,73.6527312783948,1.857023000717163,-0.0029647724135279862,7.036576509475708,40.95190865278083,-14.148478463361762,0.04986898649280788
0.9932321,200,0.09695344842871333,-32.66431981150568,-158.15615175909502,46.0080943107605,6.079304456710815,200000,0.27729058265686035,9.180609464645386,0.640139102935791,4,-1.0244548e-08,-0.0059963507,71.73080024574912,1.8642780780792236,-0.0016313489046649763,7.032170057296753,41.17661984376073,-14.962039388438352,0.049593859283906784
0.99177754,200,0.012689896287410124,-26.20521337126302,-155.99960227746263,55.183749198913574,6.106057643890381,240000,0.24834966659545898,9.169184684753418,0.6390163898468018,5,-6.0535967e-09,-0.005644015,122.55939646891116,1.8584790229797363,0.031189848692823558,7.055503845214844,44.136034420423144,-11.523976969553724,0.049480711292321074
0.99068713,200,-0.03414398508931184,-29.567818008536015,-151.84456742168288,64.3262779712677,6.071357250213623,280000,0.24990057945251465,9.136010646820068,0.6379125118255615,6,-7.916242e-09,-0.00644283,81.25239496871863,1.8575091361999512,0.014428202289930721,7.021596908569336,39.75313871016101,-12.791646165755418,0.05001820057014813
0.98990035,200,0.019063986505459783,-31.750218337171138,-202.47543118954715,73.51285171508789,6.125811815261841,320000,0.24796128273010254,9.180198192596436,0.638981819152832,7,-1.8626451e-08,-0.0052860454,79.05793036385994,1.851830005645752,0.002936784570758481,7.073617935180664,42.99198707704014,-14.162034677936067,0.0497571083575658
0.98858374,200,0.02351207887493296,-29.93866250591047,-147.93880703148076,82.65829944610596,6.071772336959839,360000,0.25162339210510254,9.138883590698242,0.6390078067779541,8,-1.6763806e-08,-0.005913369,112.08718504448859,1.8610153198242188,0.012584965139127791,7.019130229949951,42.537403774214305,-13.077385927801172,0.050183974991327415
0.98685896,200,0.02469998459450138,-33.50300358837133,-185.1977679368377,91.82748222351074,6.1154444217681885,400000,0.23362374305725098,9.162776231765747,0.6394219398498535,9,2.0954758e-08,-0.006234593,93.24341556568504,1.856320858001709,-0.0057903261037503895,7.065960884094238,45.80179341617436,-15.897190404428725,0.049811066379574324
0.98561364,200,-0.014158987633410764,-29.173244751081967,-141.6052303972532,100.97181177139282,6.076498508453369,440000,0.24788618087768555,9.137816905975342,0.638983964920044,10,8.381903e-09,-0.0055022757,65.98109586302408,1.8613619804382324,0.01613785756924763,7.021801948547363,38.15194008789313,-13.293172506221008,0.04960963983596936
0.9839217,200,0.05437478522207595,-29.0568997572813,-131.12676878735152,110.17626428604126,6.101731300354004,480000,0.24998235702514648,9.197966814041138,0.6369097232818604,11,-5.5879354e-09,-0.0055571347,79.62138467207531,1.8928377628326416,0.016860920539313543,7.0482354164123535,40.510763397978806,-12.677468929597753,0.049949798539657454
0.98142195,200,0.00560332744655291,-27.18083373620051,-131.82910395896147,119.31957411766052,6.055589914321899,520000,0.2573239803314209,9.136667966842651,0.6373386383056641,12,-1.1175871e-08,-0.005910611,66.74900257089817,1.868389368057251,0.02672339406159773,7.004226446151733,43.644247563719304,-11.54673746064415,0.04984243224448244
0.9789716,200,0.15668964090242166,-26.200824798062058,-137.25719433842724,128.6349732875824,6.146406888961792,560000,0.32610607147216797,9.309169054031372,0.6413102149963379,13,3.3527613e-08,-0.006216343,127.11083514733627,1.874598741531372,0.03085217233267307,7.10157585144043,43.809637078368254,-10.956883031866726,0.05003312364823649
0.9764468,200,0.021156121955772114,-33.01830253942839,-159.7540377818198,137.7693212032318,6.049597978591919,600000,0.24792885780334473,9.127790689468384,0.6399612426757812,14,6.7520887e-09,-0.005121555,100.52875889604574,1.8741123676300049,-0.003339099452367859,6.999004364013672,45.47728428348299,-14.32148450014636,0.04988169142826821
0.97475046,200,0.002620871625516745,-29.858352789974177,-164.34438933396183,146.96862149238586,6.128974199295044,640000,0.24787378311157227,9.192901611328125,0.6405484676361084,15,-8.96398e-09,-0.005759612,57.347030025696135,1.8596103191375732,0.012563753018495697,7.0785534381866455,40.788367524114975,-13.285893177003727,0.04990970131122256
0.9735284,200,0.09140134562145795,-27.659300086919316,-141.11843593087343,156.12613344192505,6.0755250453948975,680000,0.24768757820129395,9.150876760482788,0.6410527229309082,16,-2.8871e-08,-0.006128866,100.37398778680972,1.8706626892089844,0.02252414993295903,7.025708436965942,40.439518958647945,-11.92918692184342,0.04986193258749045
0.972662,200,-0.07154796606722723,-30.324768810936725,-135.78170599953833,165.37670373916626,6.169735670089722,720000,0.24903607368469238,9.244279384613037,0.6396362781524658,17,9.313226e-09,-0.0057910816,75.66986533239194,1.8664021492004395,0.00928627662916465,7.122021436691284,43.605144529111065,-11.96184812870304,0.04984909404086674
0.9724166,200,-0.00662265541712884,-31.405975584034014,-144.9187123125631,174.4654884338379,6.018121957778931,760000,0.24957776069641113,9.082408666610718,0.6392574310302734,18,1.9557774e-08,-0.0061623864,76.16546140741426,1.854304313659668,0.004373134151573582,6.9716432094573975,40.492740501641656,-13.305329549624835,0.04997206235147436
0.973254,200,0.06129832661808669,-27.965314821856545,-141.62210412381538,183.71664547920227,6.166924238204956,800000,0.2612943649291992,9.245096445083618,0.640110969543457,19,-3.259629e-09,-0.006506517,67.66629436847161,1.8602955341339111,0.02174610617811947,7.116753339767456,39.08979820269068,-12.455788904476007,0.04991737735673801
0.97353697,200,0.016132965540104273,-27.182924211414676,-137.65881322641926,192.84151148796082,6.059847831726074,840000,0.25162720680236816,9.118577241897583,0.6361629962921143,20,1.3969839e-08,-0.0054816185,67.87949994848512,1.8566930294036865,0.0253226440515828,7.003496408462524,42.32330154152133,-10.82588032776944,0.04969489935043432
0.97372407,200,0.08515311803413342,-27.432511310796414,-171.7924599971493,202.0187177658081,6.12136173248291,880000,0.24684953689575195,9.170611143112183,0.6370854377746582,21,3.958121e-09,-0.006551847,114.48774075421431,1.8531920909881592,0.024210348928669165,7.063760757446289,44.87334646452813,-12.786364433225051,0.049585473651364384
0.9729873,200,-0.03592694871552196,-30.51956729893597,-148.7012421297008,211.16156363487244,6.052038908004761,920000,0.2466287612915039,9.136213541030884,0.6370959281921387,22,-2.3283064e-09,-0.0057834536,105.49118465007864,1.8922054767608643,0.008500440308120121,6.99064040184021,41.10469893145569,-12.989244337704065,0.04974360312660281
