V Predictions Max,Log Pis Max,Log Pis Min,R Predictions Min,Number of rollouts total,Policy log std Mean,V Predictions Mean,Sample Time (s),Number of train steps total,KL Loss,Policy mu Min,Policy log std Min,Policy log std Max,AverageReturn_all_train_tasks,V Predictions Min,Z variance train,Q Predictions Mean,Total Train Time (s),Log Pis Mean,(Previous) Eval Time (s),Q Predictions Std,QF Loss,Train Time (s),KL Divergence,AverageReturn_all_test_tasks,R Predictions Mean,Number of env steps total,Policy Loss,Epoch,Log Pis Std,R Predictions Max,V Predictions Std,Q Predictions Max,Q Predictions Min,R Predictions Std,VF Loss,Z mean eval,Epoch Time (s),Policy log std Std,Z mean train,Policy mu Std,RF Loss,Policy mu Max,Policy mu Mean,Z variance eval
729.437,31.4214,-9.2853,-0.0135049,18580,-0.506662,560.481,4.825151346005441,358000,13.715741157531738,-3.92585,-2.38377,0.154734,281.845441475,-38.5358,0.00637297,549.091,26774.47457077103,-1.36096,20.075753047000035,134.73,230.915,124.12339280399829,137.15740966796875,212.056292978,-0.00539778,796000,-559.812,178,3.38956,0.00103943,116.763,737.616,-21.94,0.00262714,74.1069,0.595074,149.02429719700376,0.231881,0.420208,0.672835,68.8929,5.17314,0.278466,0.00354206
769.195,26.2019,-10.3615,-0.0123875,18625,-0.486811,558.393,4.879062799995154,360000,12.857995986938477,-3.29967,-2.37143,0.328754,233.978317495,-7.51599,0.00443304,548.202,26922.67014169602,-1.43252,19.591853686997638,138.597,232.941,123.77777315999992,128.5799560546875,213.662446611,-0.00533308,800000,-561.092,179,3.11892,0.000572968,121.0,770.71,-41.9486,0.00272413,112.723,0.630201,148.24868964699272,0.213862,0.466665,0.679857,59.8508,3.91303,0.236405,0.00451251
768.883,32.8596,-7.86461,-0.0121362,18670,-0.513345,554.328,4.995745927997632,362000,12.945887565612793,-4.47884,-2.76069,0.254132,265.903442784,-27.136,0.0055855,547.834,27071.037332810025,-1.22426,19.540125242001523,136.96,288.95,123.20504095199794,129.45887756347656,239.446296547,-0.00519497,804000,-555.242,180,3.26517,0.000924969,127.093,765.69,-86.9843,0.00264947,71.7169,0.769006,147.7409121219971,0.240764,0.547548,0.686082,65.2722,4.5111,0.243219,0.00339582
775.565,38.2964,-8.30442,-0.0133393,18716,-0.533328,564.858,5.084384231999138,364000,13.664584159851074,-4.44864,-2.7104,0.133263,252.103169773,-19.3761,0.00477529,553.815,27219.404045948024,-1.00432,20.167906151000352,135.49,309.839,123.39346072999979,136.64584350585938,207.986659268,-0.00533437,808000,-563.824,181,3.34464,0.00164444,120.31,773.552,-37.0867,0.00273728,138.513,0.673853,148.64575111299928,0.262167,0.658867,0.685528,70.0268,4.75541,0.319743,0.004886
757.473,32.5784,-9.0894,-0.0122857,18757,-0.51461,561.026,4.917564236009639,366000,11.785252571105957,-3.91409,-2.4871,0.128721,281.663289848,-24.4779,0.00598414,552.161,27367.52996351904,-1.41781,19.890380718003144,131.368,210.041,122.69130765599766,117.85252380371094,237.383757212,-0.00521856,812000,-559.157,182,2.92938,0.000957473,120.691,761.654,-35.4201,0.00264734,73.1663,0.72347,147.49925261001044,0.211507,0.642408,0.671735,47.8377,4.99388,0.251542,0.00387473
778.723,32.1672,-10.8233,-0.0122868,18801,-0.498903,545.71,5.032686681999621,368000,13.63040828704834,-4.93948,-2.78444,0.252326,248.230047477,-36.9821,0.00231142,536.313,27515.737523565032,-1.29041,20.51854932599963,138.959,347.485,123.14066336999895,136.3040771484375,210.135643401,-0.00545549,816000,-549.273,183,3.14541,0.00145506,124.655,780.692,-59.4109,0.00270994,108.347,0.584976,148.6918993779982,0.233751,0.923814,0.679657,77.3286,4.68318,0.25343,0.00193309
810.747,35.3729,-9.40641,-0.012955,18843,-0.526373,567.834,4.909323550004046,370000,13.107255935668945,-4.10481,-3.12888,0.299833,276.072925019,-48.4564,0.00439021,557.971,27664.273208817038,-1.13287,20.03602150900042,148.344,415.687,123.31084307700075,131.0725555419922,261.717381908,-0.00509305,820000,-567.751,184,3.573,0.00148662,132.044,807.654,-105.483,0.00295096,94.199,0.6745,148.25618813600522,0.231015,1.0902,0.709641,60.3526,4.41102,0.261043,0.00314276
772.103,37.8372,-9.83224,-0.0124176,18887,-0.505943,579.542,4.92586234600094,372000,11.925444602966309,-4.75578,-3.24195,0.128,247.293899759,-19.5196,0.00805001,567.922,27812.224881864036,-1.29307,20.3168536330013,145.096,212.934,122.95798564900178,119.25444793701172,237.424837504,-0.00526661,824000,-575.784,185,3.51672,0.000812891,134.188,754.72,-28.4305,0.00250407,133.796,0.659837,148.20070162800403,0.220117,0.692961,0.69196,61.45,4.6382,0.268546,0.00296713
756.143,33.1919,-9.36989,-0.012192,18929,-0.516378,569.524,5.002253827991808,374000,12.863165855407715,-3.86324,-2.82173,0.157661,267.690872254,-22.4651,0.00464775,560.085,27958.62655932503,-1.263,20.06941438300055,141.365,257.227,122.09375675900083,128.63165283203125,242.123402923,-0.00527579,828000,-569.659,186,3.32092,0.00070976,126.424,758.475,-40.9346,0.00250789,94.9427,0.7278,147.16542496999318,0.23432,0.605464,0.680776,80.1451,4.26492,0.286622,0.00293333
823.609,25.4965,-9.40539,-0.0129405,18972,-0.49768,575.365,5.003631475996372,376000,13.01378059387207,-3.85985,-2.58886,0.0579035,255.048637379,-32.0509,0.00659396,563.486,28107.98809221203,-1.42903,19.3071230860005,148.332,188.396,124.18983295699945,130.13780212402344,239.403757952,-0.00548716,832000,-574.439,187,3.1448,0.00140375,133.819,827.188,-54.0472,0.00258046,67.9424,0.719398,148.50058751899633,0.212552,0.869143,0.66155,70.7224,4.50755,0.251465,0.00320902
754.632,31.3717,-12.117,-0.012401,19013,-0.529119,557.342,4.986411456015048,378000,13.589999198913574,-4.12965,-2.42995,0.0861017,259.602482448,-26.8221,0.00441274,547.947,28256.497535226037,-1.0468,20.16959924099865,147.728,296.439,123.58528191699952,135.89999389648438,243.705832209,-0.00518902,836000,-559.047,188,3.16465,0.00140073,131.835,754.012,-55.9757,0.00262226,72.7154,0.66908,148.74129261401322,0.230618,0.262457,0.697418,59.4189,4.33974,0.292562,0.00323454
792.741,32.8401,-9.7413,-0.012861,19056,-0.524438,578.562,4.934929194001597,380000,12.780104637145996,-5.7161,-2.45298,0.256872,256.320409035,-51.5698,0.00468855,571.347,28404.889708837036,-1.19713,19.939894105998974,138.184,231.328,123.9283939349989,127.80104064941406,229.285276016,-0.00546966,840000,-578.757,189,3.42823,0.000913014,126.306,800.674,-44.4803,0.00255884,70.9865,0.593347,148.80321723499947,0.234455,1.01101,0.688661,85.4277,4.95963,0.275994,0.00562348
775.911,20.4259,-10.0758,-0.0129374,19100,-0.501649,571.179,4.924967482995271,382000,12.527009010314941,-4.01727,-2.79172,0.0829421,265.030018586,-20.7952,0.00626123,560.492,28553.56105591102,-1.5179,19.529742677001195,144.571,255.208,123.82548603200121,125.27008819580078,232.301750588,-0.00535704,844000,-570.833,190,2.86161,0.00130509,127.495,778.86,-36.3007,0.00251021,76.6889,0.711995,148.28019619199767,0.221633,0.888377,0.653345,74.1561,4.27006,0.204419,0.00328414
764.251,33.3769,-9.23634,-0.0132523,19142,-0.51446,561.764,4.961202608006715,384000,13.103029251098633,-5.44359,-2.61755,0.00647271,245.406911141,-60.854,0.00538106,551.324,28700.92533140503,-1.26298,19.922664547997556,141.86,270.758,122.89239956799793,131.03028869628906,245.615315211,-0.00552187,848000,-560.027,191,3.12978,0.00173672,128.601,751.802,-31.7951,0.00264784,78.1731,0.975627,147.7762667240022,0.216058,0.525998,0.674967,66.1922,5.27469,0.273461,0.00470104
799.656,40.4914,-9.26817,-0.0122577,19185,-0.543536,572.911,5.028698826998152,386000,13.2033109664917,-4.66591,-2.96895,0.331769,241.753927526,-37.5901,0.0059935,562.893,28849.072067913025,-0.964042,19.512249151001015,142.207,273.778,123.46297815100115,132.03311157226562,245.28270279,-0.00513951,852000,-573.125,192,3.51916,0.00203536,128.012,807.031,-41.259,0.0027718,101.717,0.836677,148.00392612900032,0.238434,0.626981,0.707476,54.306,7.73198,0.298822,0.00374209
750.02,36.4275,-8.79776,-0.0123981,19230,-0.529498,563.793,4.908602133997192,388000,12.66113567352295,-3.89861,-2.59332,0.133212,261.075138129,-29.8024,0.00464523,554.817,28997.95642418602,-1.06947,19.656555148001644,148.289,282.559,123.43624183499924,126.6113510131836,233.789175427,-0.00519276,856000,-564.844,193,3.33906,0.00154605,131.177,767.35,-38.3492,0.00275592,106.727,0.756783,148.00139911699807,0.22679,0.978654,0.715068,53.7717,4.84617,0.228157,0.00432103
786.567,30.1605,-9.84306,-0.0130061,19272,-0.535049,558.831,5.0770808960005525,390000,13.831343650817871,-4.22901,-2.80724,0.0619453,254.706750748,-44.4077,0.00452595,550.802,29146.305806144017,-1.03071,20.541710048000823,141.727,279.451,123.32261984899742,138.3134307861328,207.536052688,-0.00522154,860000,-559.153,194,3.31129,0.00163204,127.617,795.109,-54.8008,0.00286813,84.8635,0.636475,148.9414107929988,0.252631,1.07227,0.704111,67.8922,4.45343,0.264982,0.00352517
748.484,36.3837,-8.4219,-0.0127565,19316,-0.528926,555.273,5.131893673999002,392000,13.05255126953125,-4.58771,-3.10212,0.029657,292.442845107,-32.9501,0.0028372,542.713,29296.22240159002,-1.11284,19.95034952200149,151.072,322.994,124.84636419899834,130.5255126953125,236.275937688,-0.0053721,864000,-553.373,195,3.48525,0.00123657,133.347,745.02,-73.3032,0.00250561,137.23,0.717674,149.92860739499883,0.233973,0.86206,0.6983,75.8225,4.33769,0.268834,0.0025077
802.358,29.5064,-8.74978,-0.013938,19357,-0.543563,566.914,4.89381601399873,394000,13.506808280944824,-4.50879,-2.72335,0.152548,253.987663658,-43.8587,0.00544415,556.175,29445.641597323032,-0.992619,19.94027701700179,146.289,332.642,124.38868885500051,135.06808471679688,231.46395169,-0.0050466,868000,-567.18,196,3.44598,0.00168042,130.237,804.094,-39.9882,0.00277213,160.665,0.800361,149.22278188600103,0.244291,0.484286,0.697653,66.4714,4.38057,0.306532,0.00230231
810.167,35.7443,-9.86227,-0.0138941,19399,-0.514305,576.018,5.004957901015587,396000,12.36060619354248,-4.61916,-2.48528,0.0964594,259.998151726,-21.3626,0.00382521,568.024,29593.77397422403,-1.23474,20.13808734200211,137.688,236.201,123.32858652399591,123.6060562133789,233.972645285,-0.00537638,872000,-576.278,197,3.37705,0.000999927,120.864,811.325,-71.0497,0.00269725,67.5012,0.636772,148.4716317670136,0.225057,0.804046,0.699398,71.0992,4.90408,0.248636,0.00356405
772.204,32.0751,-10.8703,-0.0129338,19440,-0.527322,561.173,5.003125330011244,398000,13.347750663757324,-4.18884,-2.68089,0.164942,267.337148529,-26.8348,0.00497185,551.928,29741.93291300704,-1.16639,19.800182270999358,139.483,294.554,122.99993011300103,133.47750854492188,248.334784079,-0.00524168,876000,-559.743,198,3.52888,0.00162456,122.827,776.367,-43.6722,0.00268973,115.359,0.635574,147.80323771401163,0.235798,0.495887,0.693925,82.5265,4.62909,0.279329,0.00305727
773.33,28.1247,-8.6638,-0.0126837,19482,-0.503309,564.069,5.010234720008157,400000,13.524444580078125,-5.22845,-3.04166,0.380327,265.063290271,-35.7432,0.00540464,550.666,29890.61169718607,-1.28581,20.157903929000895,146.656,267.724,123.29886210800032,135.24444580078125,231.869906552,-0.00541722,880000,-562.663,199,3.19072,0.00123626,131.07,771.71,-39.7318,0.00269044,94.9116,0.733036,148.46700075700937,0.239457,0.657546,0.701552,64.8928,5.31966,0.24615,0.003193
770.606,29.4602,-7.87361,-0.0125156,19527,-0.519039,562.76,5.126326805991994,402000,13.982321739196777,-5.07375,-2.66408,0.0600641,252.07767157,-27.8452,0.00492503,552.795,30040.43032382706,-1.13085,20.371401188000164,140.733,314.431,124.64330089100258,139.82321166992188,234.849416656,-0.00530524,884000,-563.0,200,3.24424,0.00245007,123.858,767.954,-57.3593,0.00267243,95.9948,0.754806,150.14102888499474,0.226661,1.01852,0.686211,67.4861,4.67672,0.308792,0.00280525
808.714,28.5305,-8.93723,-0.0138613,19569,-0.507668,569.519,4.932389498993871,404000,13.541144371032715,-4.45272,-2.71085,0.222337,267.426514864,-21.8632,0.00408363,562.507,30188.26650074807,-1.39032,20.050391576995025,147.943,352.104,122.9426982310033,135.41143798828125,225.113450347,-0.00518457,888000,-572.109,201,2.92471,0.00194565,134.279,805.416,-29.5741,0.00276348,76.18,0.559094,147.9254793069922,0.218931,1.05106,0.674694,68.8933,4.16756,0.220511,0.00390318
789.199,25.1181,-9.27186,-0.0129394,19611,-0.517202,582.487,4.919850861995656,406000,12.34531307220459,-4.38228,-2.66478,-0.0129433,256.646859327,-27.3196,0.00429858,575.794,30336.736416899046,-1.28911,19.962723798002116,142.278,227.267,123.68129339599545,123.453125,242.125236819,-0.0053376,892000,-585.613,202,2.98896,0.000989394,127.629,790.695,-24.0532,0.00271283,146.991,0.727931,148.56386805599323,0.215553,0.700984,0.677849,60.5937,3.97557,0.252839,0.00322578
786.82,38.7361,-9.50454,-0.0131384,19654,-0.510512,582.819,4.898942667998199,408000,13.553071975708008,-4.8098,-2.55085,0.12478,269.846180161,-36.2173,0.0053879,570.922,30484.10055639404,-1.16443,19.870475254996563,145.54,288.593,122.8301429580024,135.5307159423828,246.451289174,-0.00522501,896000,-584.088,203,3.58885,0.00157613,125.537,791.281,-76.952,0.00275015,108.778,0.636923,147.59956088099716,0.224951,0.404914,0.720579,68.8031,6.78536,0.217372,0.00314463
757.977,30.1826,-11.009,-0.0124395,19695,-0.519096,570.322,5.031211409994285,410000,13.407214164733887,-4.48039,-2.38987,0.341081,250.344716498,-42.9103,0.00386924,561.559,30632.48112607302,-1.27027,19.63671816099668,144.083,243.852,123.67755949799903,134.0721435546875,227.446605468,-0.00532273,900000,-571.539,204,3.24047,0.00123232,129.174,763.816,-29.8663,0.00271925,91.0729,0.775592,148.34548906899,0.227346,0.358104,0.682954,63.8801,4.31808,0.254286,0.00327215
814.04,25.6249,-9.69063,-0.0124347,19737,-0.526747,585.515,5.084571190011047,412000,12.008268356323242,-4.24852,-2.60476,0.0774081,274.576895208,-5.51423,0.00732348,577.193,30781.207419654027,-1.26873,19.67318424899713,138.719,218.039,124.09128886399412,120.08267974853516,241.506656015,-0.00536831,904000,-582.588,205,3.10275,0.00102987,127.35,808.925,-26.2609,0.00256886,65.4038,0.563148,148.8490443030023,0.201231,0.450456,0.688198,57.5726,5.0568,0.240463,0.00433992
806.012,36.0871,-9.09743,-0.011988,19780,-0.512067,583.916,5.121522790985182,414000,12.142736434936523,-4.30811,-2.49554,0.0553006,273.555604111,-35.6742,0.00704677,574.968,30930.725697129004,-1.33915,19.55217600600008,149.989,263.29,124.32427167899732,121.42736053466797,269.902918324,-0.0054089,908000,-583.322,206,3.24437,0.00033125,136.256,797.565,-59.3391,0.0025721,110.415,0.830853,148.99797047598258,0.233636,0.287313,0.683098,61.3639,4.70873,0.222697,0.00454503
806.615,42.8943,-8.77252,-0.0124191,19822,-0.502876,572.506,4.946501220991195,416000,13.4885835647583,-6.2092,-3.00643,0.255291,236.140859766,-16.1737,0.00371745,563.644,31078.406284839984,-1.22663,20.074462258002313,142.019,310.766,122.626349320999,134.88583374023438,257.132302809,-0.00537646,912000,-568.677,207,3.32404,0.00206597,130.321,795.759,-27.26,0.0028361,91.119,1.02388,147.6473127999925,0.217241,0.973312,0.690582,62.9338,6.30531,0.270658,0.00233178
811.549,23.5261,-8.7212,-0.0129553,19864,-0.513147,591.277,4.944420273022843,418000,12.671404838562012,-3.93738,-2.49954,0.217727,290.427709257,-27.8923,0.0038131,581.194,31228.005777295002,-1.412,20.10920726400218,134.694,248.159,124.3280661309982,126.71404266357422,284.081843103,-0.00526883,916000,-589.763,208,2.91569,0.00205976,122.586,812.702,-35.514,0.00277596,47.2139,0.583177,149.38169366802322,0.208227,0.660707,0.663182,52.3431,3.8442,0.226479,0.00486722
826.228,25.4823,-10.4345,-0.0127177,19906,-0.514438,591.222,5.0497334959873115,420000,12.270366668701172,-4.2283,-2.92632,0.153896,264.723731408,-13.1371,0.00462554,581.3,31376.541484814996,-1.23276,20.32891062300041,140.166,342.158,123.93129467700055,122.70366668701172,242.940060165,-0.00541654,920000,-591.868,209,3.23996,0.00131852,125.72,823.306,-23.2876,0.00275297,84.049,0.668599,149.30993879598827,0.223446,0.412466,0.686288,64.7851,4.03229,0.263102,0.00375806
793.844,29.8403,-7.8158,-0.0125943,19949,-0.531084,576.136,4.806503554013034,422000,14.649310111999512,-4.10171,-3.07162,0.0365587,262.188148881,-50.0177,0.0082456,565.465,31525.779645832023,-1.15864,19.556240680001792,140.604,593.086,124.71515118500247,146.49310302734375,241.051187509,-0.00536657,924000,-578.265,210,3.25108,0.00108172,126.101,788.618,-51.2519,0.00271492,93.73,0.626933,149.0778954190173,0.236677,0.67367,0.691794,69.4398,4.97798,0.262721,0.00429253
820.745,35.7605,-10.3087,-0.013073,19990,-0.512655,588.013,4.9253640600218205,424000,12.811749458312988,-4.79856,-2.53093,0.316552,275.659113305,-30.117,0.00527091,577.191,31672.982435893056,-1.28449,19.718431027002225,151.083,319.762,123.00197068499983,128.11749267578125,260.930416339,-0.00504146,928000,-588.028,211,3.36548,0.00181574,133.274,824.113,-44.3681,0.00274693,135.745,0.648675,147.64576577202388,0.22134,0.611854,0.68501,74.0063,4.44941,0.284043,0.00414767
832.314,36.2176,-10.1771,-0.0122481,20032,-0.513501,598.817,4.9182341449850355,426000,13.817346572875977,-3.48716,-3.01993,0.317649,251.61861208,-43.5024,0.00509323,587.918,31821.52120856603,-1.17862,19.277164881001227,142.017,297.328,124.06976734400087,138.1734619140625,235.431560051,-0.00501244,932000,-597.638,212,3.41903,0.00189621,127.681,837.357,-63.9975,0.00264227,93.6064,0.678721,148.26516636998713,0.24864,0.975388,0.701125,76.6591,4.9775,0.247245,0.00338632
771.372,34.172,-9.41072,-0.0124432,20073,-0.515967,577.019,4.900347386035719,428000,12.76366901397705,-4.59521,-2.66529,0.105556,272.966104442,-26.504,0.00593056,570.549,31969.25996899206,-1.23916,19.55241936999664,141.723,276.886,123.33472162699763,127.63668823242188,255.119115119,-0.00541788,936000,-578.789,213,3.21941,0.00119165,129.849,778.39,-45.1222,0.00281428,102.757,0.65468,147.78748838303,0.220752,0.424918,0.702879,75.2514,4.90411,0.238767,0.0052408
772.885,43.0902,-8.91521,-0.0132197,20114,-0.51683,571.464,4.81891085600364,430000,13.53608226776123,-5.1507,-2.51601,0.202992,261.331515977,-59.7589,0.0036273,566.464,32119.14258635407,-1.28578,19.505434249003883,139.619,307.065,125.36819643600029,135.36082458496094,260.21651967,-0.00544379,940000,-573.149,214,3.21981,0.00165652,129.907,780.71,-44.0847,0.00279343,70.2754,0.703974,149.6925415410078,0.224161,0.890106,0.679022,63.3588,4.59259,0.246596,0.00462351
801.674,32.4528,-8.79923,-0.0132318,20155,-0.524861,592.676,5.028111294996052,432000,12.262843132019043,-4.38047,-2.6621,0.0223765,267.336781404,-33.6576,0.00507344,578.036,32267.26709243007,-0.840987,19.697273318000953,150.37,300.829,123.51527292100218,122.62843322753906,227.282914584,-0.005235,944000,-591.902,215,3.60515,0.000915958,126.98,809.362,-35.8796,0.00261128,180.683,0.839381,148.24065753399918,0.23384,0.493106,0.716473,60.9053,6.03795,0.345733,0.00313375
825.64,37.5204,-8.6582,-0.012655,20195,-0.513534,594.04,4.998359931996674,434000,13.758735656738281,-5.06126,-3.0299,0.173838,275.670321857,-42.6747,0.00281859,582.546,32414.458195783067,-1.15873,19.58264809499815,144.65,316.512,122.80569528800697,137.5873565673828,251.561947879,-0.00507051,948000,-591.917,216,3.21428,0.00101793,128.659,817.893,-68.9308,0.00268986,102.404,0.778727,147.3867033150018,0.225242,0.825466,0.697231,59.5396,5.03864,0.257349,0.00351954
783.568,30.655,-8.28178,-0.0128221,20237,-0.523423,587.527,4.905353779991856,436000,12.902235984802246,-3.91325,-2.74954,0.0992728,276.529460702,-10.972,0.00456217,576.289,32563.00282853406,-1.16443,19.389213269998436,148.591,326.034,123.89973611500318,129.02235412597656,254.029034755,-0.0052487,952000,-587.792,217,3.24296,0.00198983,129.27,783.398,-52.5077,0.00274297,124.23,0.763936,148.19430316499347,0.227113,0.560595,0.692093,60.1694,4.3546,0.251632,0.0038492
824.433,44.4673,-9.57467,-0.0123461,20280,-0.489575,605.69,4.927021819014044,438000,13.4712553024292,-6.01355,-2.95134,0.132319,283.646098948,-62.2198,0.00350931,597.006,32709.326481512064,-1.39894,19.74075129999983,128.967,206.764,122.19066597199708,134.71255493164062,266.000839364,-0.00544441,956000,-604.955,218,3.27146,0.000523794,115.608,817.773,-82.1044,0.00264243,56.1289,0.990926,146.85843909101095,0.230757,0.497209,0.663548,55.6229,6.39891,0.252808,0.00328306
802.158,34.8668,-9.72751,-0.0122313,20325,-0.521212,597.964,4.972772571978567,440000,12.533160209655762,-6.11767,-2.58,0.168111,257.389571301,-19.8381,0.00539439,587.92,32857.86572033105,-1.2872,19.207587646997126,143.903,267.783,124.34835673100315,125.33160400390625,247.726584566,-0.00522382,960000,-600.137,219,3.50171,0.000888093,127.473,807.288,-54.6677,0.00262108,128.681,0.703009,148.52871694997884,0.236388,0.835766,0.698992,71.3259,4.39205,0.217251,0.00317551
785.185,36.4127,-12.9728,-0.0129375,20366,-0.530477,571.184,5.160791199996311,442000,13.66118335723877,-5.04767,-2.68165,0.161565,266.519247371,-12.8368,0.00360461,562.012,33005.89087351005,-1.1479,19.219651945000805,147.672,281.391,123.00022905800142,136.61183166503906,222.370838798,-0.00536997,964000,-572.842,220,3.36098,0.000465876,128.687,791.539,-45.2762,0.00258698,81.3419,0.657057,147.38067220299854,0.241794,0.420316,0.702332,63.5241,5.35902,0.263471,0.00395179
849.118,27.1876,-10.5044,-0.0129657,20408,-0.523557,587.157,5.049392031993193,444000,12.449159622192383,-4.1129,-2.53806,0.368044,294.777359069,-41.0694,0.00437711,580.915,33154.15257751304,-1.18635,19.866198241994425,146.265,255.071,123.76673185399704,124.49159240722656,263.42445984,-0.00543838,968000,-590.338,221,3.1601,0.00123573,132.457,860.295,-79.8025,0.00283254,104.461,0.675401,148.68232212798466,0.225586,0.621455,0.705046,79.3306,5.00859,0.232687,0.0042846
767.257,26.417,-8.73641,-0.0130236,20452,-0.525389,575.305,4.884693907981273,446000,14.478182792663574,-3.53369,-3.34167,0.22997,270.388856561,-45.5065,0.00400291,568.682,33302.78708164503,-1.25169,19.447116210001695,143.786,287.45,124.02844644799916,144.78182983398438,234.126256647,-0.00498469,972000,-576.767,222,3.03975,0.000494231,129.507,776.659,-35.522,0.00268132,83.1164,0.691582,148.36025656598213,0.246618,0.560237,0.65884,62.6709,5.57912,0.302797,0.00363657
838.361,25.2463,-10.7416,-0.0124271,20494,-0.526435,574.298,4.941557404999912,448000,13.505179405212402,-3.60386,-2.59456,0.174608,288.003603258,-43.5438,0.00341996,566.933,33451.85976565303,-1.21019,19.723318021002342,138.872,272.648,124.30629601100372,135.05178833007812,275.590789585,-0.00530628,976000,-573.839,223,3.06083,0.00183862,128.814,839.569,-69.3408,0.00261564,68.6127,0.480306,148.97117143700598,0.238348,0.725709,0.671373,77.5236,5.65973,0.290686,0.00499372
833.206,31.2117,-8.69335,-0.0124695,20535,-0.512041,612.175,4.786453499000345,450000,12.666217803955078,-5.27554,-2.37858,0.172751,266.124385673,-24.3473,0.00500654,607.568,33598.90782253903,-1.37913,19.826740692995372,151.216,226.478,122.84031306600082,126.66217803955078,251.400190435,-0.00539559,980000,-613.435,224,3.17409,0.00105416,141.333,836.491,-29.6751,0.00265526,57.9095,0.738681,147.45350725799653,0.224995,0.86518,0.677736,77.1629,4.39544,0.21935,0.00414886
803.041,24.72,-9.69048,-0.0129745,20576,-0.519458,601.771,5.0068291449933895,452000,12.965189933776855,-5.57374,-2.4833,0.126593,273.255281995,-19.559,0.00485025,593.869,33747.24303280203,-1.16444,19.423470752000867,132.753,278.946,123.94173982900247,129.6519012451172,226.641366212,-0.00542403,984000,-599.006,225,3.26909,0.00202268,119.397,811.189,-28.1039,0.00282828,113.119,0.566655,148.37203972599673,0.227398,0.783261,0.685547,55.3378,4.4738,0.30232,0.00420952
811.654,30.2274,-8.18878,-0.0133824,20619,-0.521974,610.685,4.977034337018267,454000,12.730456352233887,-4.96808,-2.8688,0.0866438,271.884469409,-38.403,0.00285317,599.645,33895.79174788004,-1.22451,19.38809354800469,139.868,295.463,123.82281997199607,127.3045654296875,282.21399372,-0.00519017,988000,-608.909,226,3.34037,0.00190727,122.57,812.283,-34.1025,0.00270126,119.985,0.657533,148.18794785701903,0.227618,0.845137,0.687041,63.071,4.36294,0.27642,0.00288322
848.767,34.0469,-9.0445,-0.0123293,20661,-0.520746,591.965,5.043316326991771,456000,13.485011100769043,-4.72644,-2.78286,0.138955,271.502912396,-39.6909,0.00732656,586.272,34044.20256016503,-1.16785,19.750795052001195,145.874,260.044,123.24588334999862,134.85011291503906,267.641021512,-0.00521922,992000,-591.906,227,3.30192,0.000893419,133.012,849.17,-62.0202,0.00265775,128.472,0.72862,148.0399947289916,0.234292,0.324107,0.694289,50.4761,4.75545,0.276287,0.00316874
864.788,38.349,-10.0191,-0.0135851,20703,-0.522418,610.538,4.988392022009066,458000,13.693321228027344,-5.72047,-2.78146,0.0194671,286.972118497,-41.8199,0.0048298,601.884,34191.79770255603,-1.24519,20.1231195710061,136.727,300.225,123.52953133299889,136.93321228027344,244.42222964,-0.00513043,996000,-609.939,228,3.32857,0.00186447,120.56,853.012,-26.7309,0.00271626,102.315,0.671317,148.64104292601405,0.241861,0.450804,0.690395,67.8379,5.44353,0.235635,0.00451126
818.726,37.5003,-9.25935,-0.0129711,20745,-0.519285,610.981,4.93156644100236,460000,12.953145027160645,-4.53633,-2.31622,0.207234,294.430589336,-16.0861,0.00239526,600.372,34340.18064926303,-1.15305,19.079186433002178,148.669,274.281,124.3784740849951,129.5314483642578,280.087962422,-0.0053494,1000000,-607.085,229,3.39938,0.00144767,130.061,818.09,-45.1669,0.0026636,115.026,0.589525,148.38922695899964,0.231621,1.05086,0.701738,70.642,5.88309,0.245352,0.003631
902.527,34.4631,-11.1477,-0.0134885,20786,-0.516668,612.243,4.903906614010339,462000,12.057765007019043,-4.84987,-2.32831,0.0438989,294.521054817,-4.33955,0.00785969,608.982,34485.890785215044,-1.29926,19.074845168004686,134.777,260.886,121.86502591000317,120.57764434814453,275.548267011,-0.00517019,1004000,-619.045,230,3.3349,0.00171629,124.135,908.729,-14.5847,0.00270935,125.733,0.811789,145.8437776920182,0.206445,0.643302,0.691708,61.4613,4.27814,0.257313,0.00624008
803.645,27.7375,-8.30916,-0.0117294,20829,-0.525234,609.403,4.858482834009919,464000,12.08420467376709,-4.13434,-2.48447,0.0834772,286.194202644,-29.0269,0.00672464,602.068,34634.05725378407,-1.21662,18.943312098002934,147.426,367.7,123.58438681500411,120.84204864501953,271.788550447,-0.00535294,1008000,-610.546,231,3.34496,0.000951484,132.275,812.04,-27.4046,0.00251212,104.961,0.582071,147.38618174701696,0.236669,0.642805,0.675018,66.0624,5.0602,0.275089,0.00255196
835.028,35.5249,-9.78248,-0.0126119,20871,-0.514553,598.386,4.986473246994137,466000,12.524385452270508,-4.64071,-2.27552,0.0779961,301.142424783,12.2055,0.00410327,588.026,34780.81669981506,-1.21698,19.724731260001136,145.952,242.041,122.5451118380006,125.24385070800781,307.159601621,-0.00518266,1012000,-595.635,232,3.32925,0.00125335,131.618,840.206,-33.7558,0.00272743,83.411,0.738858,147.25631634499587,0.219295,0.624155,0.70473,64.829,5.11104,0.237072,0.00328108
