train-NumTrajs,n_timesteps,Time,LossAfter,train-StdForwardReturn,Time-SampleProc,train-AveragePolicyStd,train-AverageDiscountedReturn,train-StdReturn,train-EnvExecTime,train-MinReturn,train-AverageReturn,ItrTime,Time-Optimization,Itr,train-AverageForwardReturn,train-PolicyExecTime,train-MaxReturn,train-MinForwardReturn,Time-Sampling,train-MaxForwardReturn,LossBefore,train-AverageCtrlCost
200,720000,295.6571249961853,-0.008299527,1.538439529235014,1.5242750644683838,0.97743577,-309.21376266913535,308.5332459482892,11.337799072265625,-1693.30589189481,-765.3993555597411,16.45822811126709,2.46311092376709,17,-3.3918496553506072,0.7468175888061523,-298.6907642970296,-8.01006323151862,12.460358619689941,-1.060679468023114,3.0267984e-09,0.43398487078205866
200,760000,311.95647406578064,-0.0089059295,1.5557610520620035,1.4396874904632568,0.97586435,-319.13195497555154,311.77030513153454,11.241842031478882,-1770.5940760781066,-792.5279189980376,16.291826248168945,2.4746510982513428,18,-3.527236826428925,0.7482905387878418,-217.53620484488636,-8.413260248505456,12.364564895629883,-0.6584670614156736,1.1525117e-08,0.43426354349573465
200,800000,328.32062005996704,-0.008144423,1.4853238634884656,1.4405157566070557,0.97347385,-324.2583869737184,297.6980451119052,11.292012691497803,-1976.8540116830377,-819.5913065594035,16.356961250305176,2.4952056407928467,19,-3.6632424996041015,0.7452044486999512,-215.5569326448242,-9.440418108758019,12.40792465209961,-0.6492779050815358,2.2992026e-09,0.4335871807968118
200,840000,344.5908205509186,-0.008222269,1.4970753723443204,1.3791892528533936,0.97143924,-317.3334746782099,300.40919171968454,11.253071308135986,-1903.4292322134652,-796.1352963204658,16.263118028640747,2.5065817832946777,20,-3.5480447402796575,0.7439062595367432,-158.2389458023158,-9.063634377056522,12.364142656326294,-0.3766425177458754,1.2805685e-09,0.4314865461137783
200,880000,361.0127935409546,-0.009309136,1.6125032231487066,1.3949089050292969,0.97040546,-317.07412631002427,323.2169555395599,11.389315366744995,-2305.3279496793502,-790.5695548323362,16.41429042816162,2.5096065998077393,21,-3.5197025891188876,0.7409844398498535,-265.1705291151547,-11.071988035312932,12.500086545944214,-0.9172110822082061,1.1641532e-09,0.4320047200295376
200,920000,377.3339755535126,-0.008362941,1.519987052704681,1.3803975582122803,0.96993214,-301.6450005522575,304.79054475724985,11.298962593078613,-2062.3116928990366,-748.694806206891,16.314386129379272,2.5036234855651855,22,-3.310772357495732,0.7427136898040771,-233.54594316387218,-9.858025766162324,12.417218685150146,-0.7246271846798399,6.9849193e-10,0.43155420192048616
200,960000,393.6718707084656,-0.008704859,1.6869604545864818,1.4023888111114502,0.96958536,-319.1824837386446,338.43827320781435,11.29658818244934,-2300.5454046010145,-800.7252832474015,16.330873012542725,2.5055575370788574,23,-3.569915330206368,0.7426803112030029,-213.38599392553752,-11.048188272118926,12.412989139556885,-0.651610364141254,1.6298145e-09,0.43260195175162514
200,1000000,409.9738302230835,-0.007955552,1.4564947017317236,1.3960556983947754,0.9690136,-317.0937343358695,292.04173265296566,11.261292695999146,-1541.4661382594209,-789.0341772101201,16.29429578781128,2.5006823539733887,24,-3.511818982657199,0.745114803314209,-182.1259702074913,-7.264055667051156,12.384222745895386,-0.49393259783327487,-9.080395e-09,0.4322089599485499
200,1040000,426.3771049976349,-0.008598711,1.4520534019818532,1.3919627666473389,0.9679753,-319.2350202147682,291.16301116492025,11.376925230026245,-1829.358199659141,-790.9636245707338,16.396116018295288,2.496006727218628,25,-3.5218398952474037,0.7434849739074707,-190.17648164805766,-8.707830179864343,12.4948410987854,-0.5128036724165908,-1.7811544e-08,0.4318135085652588
200,1080000,442.6311192512512,-0.008098714,1.4345689577173557,1.3915560245513916,0.9670826,-306.05750421288263,287.4910795195109,11.266144514083862,-1645.4405122557198,-765.472847621752,16.246850967407227,2.46482515335083,26,-3.394755282619562,0.7408649921417236,-204.56705263918303,-7.789960314253551,12.38047981262207,-0.5913777900741511,5.7043508e-09,0.43148303531353177
200,1120000,459.060231924057,-0.007966723,1.510524594578591,1.3935346603393555,0.9666401,-322.57525486458997,302.8529363835174,11.43164849281311,-1756.7739142485825,-802.824648578829,16.421989917755127,2.463583469390869,27,-3.5818122142636906,0.7462756633758545,-194.280780208924,-8.351237795114349,12.551638126373291,-0.5468877109424857,5.122274e-09,0.4311530957004184
200,1160000,475.4132740497589,-0.007657204,1.5186134268299052,1.392791509628296,0.96503866,-325.5760428966643,304.13989147281416,11.352072477340698,-1820.3008116418814,-808.6797653738905,16.34584331512451,2.468951940536499,28,-3.6094138416338057,0.7471463680267334,-167.02196625744006,-8.65445049251484,12.470807552337646,-0.41836092995149615,-3.608875e-09,0.43283984376572343
200,1200000,491.752108335495,-0.00803278,1.45631537590047,1.3852238655090332,0.9629835,-313.4452059193898,292.0535941252354,11.347850799560547,-1699.3900128475605,-785.102632889495,16.331483125686646,2.4685046672821045,29,-3.491344994309937,0.7437014579772949,-255.26808428155383,-8.041679201950606,12.464643955230713,-0.8449466544736585,-6.9849193e-10,0.433025653019121
200,1240000,508.0603048801422,-0.008284345,1.7634551944182564,1.3989498615264893,0.9614033,-325.26539581446195,353.64209882963854,11.304129123687744,-2013.7023766920292,-818.4368973200307,16.300594806671143,2.4681735038757324,30,-3.6592600272084463,0.7434732913970947,-185.90380963640504,-9.634933513662396,12.42026138305664,-0.5066415941074279,-2.910383e-10,0.4317869706861826
200,1280000,524.4439659118652,-0.008591742,1.568046348866189,1.4172306060791016,0.9598461,-324.22429229644627,314.35624887322274,11.351974964141846,-1851.5620578238354,-802.7339130370008,16.376434803009033,2.4681951999664307,31,-3.578706826230921,0.7439172267913818,-184.16769824299107,-8.816327102296663,12.481398582458496,-0.49807105240961846,-7.683411e-09,0.43379751808732586
200,1320000,540.7463722229004,-0.0076825316,1.4404751256719566,1.3863155841827393,0.9577366,-311.2347641890519,288.92047681097125,11.307344913482666,-1621.1105887008775,-785.6909188904143,16.295080184936523,2.467576026916504,32,-3.4938650764195085,0.7459328174591064,-207.15611491519968,-7.652879320932634,12.428090333938599,-0.6144723699820333,-4.656613e-09,0.43342783267357743
200,1360000,557.2312214374542,-0.007870723,1.470904548088302,1.3954129219055176,0.95514524,-314.5281611506729,295.0156944901828,11.471636295318604,-1863.8817111400574,-780.7228220475247,16.477752208709717,2.4794249534606934,33,-3.47051346151101,0.7441084384918213,-235.4497108965068,-8.866519809884727,12.593626260757446,-0.7578757974876317,-1.3969839e-09,0.43194443999817944
200,1400000,573.7345342636108,-0.008705382,1.6025246072883677,1.3863177299499512,0.95212024,-323.3183459379627,321.477426777146,11.503754138946533,-1773.2639043860704,-804.1670237220777,16.49569010734558,2.4722719192504883,34,-3.5883924100682707,0.7445275783538818,-171.32270350613427,-8.433042696837715,12.624000310897827,-0.4277650277253271,-1.3271347e-08,0.4312818221019865
200,1440000,590.0325274467468,-0.008094464,1.6178376338608866,1.388850212097168,0.9489445,-314.8208990089969,324.3687675758345,11.301541566848755,-1731.7434473963956,-778.2199016808233,16.29062032699585,2.4681038856506348,35,-3.460454814447977,0.7436833381652832,-183.00919057833767,-8.209666954156361,12.420451402664185,-0.4804583188915139,-3.6670826e-09,0.4294821770739351
200,1480000,606.4639048576355,-0.0073098405,1.4965916618661845,1.3971474170684814,0.94582736,-308.2891796017631,300.16669487549507,11.432408094406128,-1649.752375522259,-761.104699405634,16.42409372329712,2.4639663696289062,36,-3.375138944716016,0.7424278259277344,-175.93037711813446,-7.794750196012269,12.54970121383667,-0.4629262293903089,-1.2805685e-08,0.42924442794394274
200,1520000,622.8399164676666,-0.00863642,1.53820578405757,1.3980319499969482,0.9435047,-315.76204195716065,308.470776863963,11.393041372299194,-1877.9361570385156,-786.2356507836209,16.3689124584198,2.446157932281494,37,-3.5008969471850526,0.7417628765106201,-223.8762168440601,-8.922758227664467,12.511532545089722,-0.7099350716874308,-2.3283064e-09,0.4291124971271568
200,1560000,639.1654198169708,-0.007984599,1.6279237838635219,1.3832390308380127,0.94225657,-327.73359881896374,326.30925442693405,11.364344835281372,-2282.7634226006708,-819.1710403289992,16.318052291870117,2.436910390853882,38,-3.665661916981549,0.7438230514526367,-207.56647259184444,-10.967669262560262,12.485527038574219,-0.6067953602399573,-2.73576e-09,0.4290260115263891
200,1600000,655.4693546295166,-0.008686625,1.5532475714356129,1.3791842460632324,0.94226116,-308.9273669718864,311.5172423369948,11.367939710617065,-2007.8841183114562,-761.7187430428609,16.29676103591919,2.416653871536255,39,-3.3797091524128375,0.7431070804595947,-248.49293480696764,-9.599856075559657,12.490612506866455,-0.8444375926953456,8.381903e-09,0.4277374071322651
200,1640000,671.817131280899,-0.0075881155,1.5280301981700755,1.3651952743530273,0.942059,-327.8888366442884,306.7055775828648,11.394711971282959,-1664.8664297260855,-809.0873594547287,16.340253591537476,2.453484296798706,40,-3.6165347405324404,0.7447023391723633,-256.291042050812,-7.868091497205821,12.508852481842041,-0.8813836563566375,-5.7043508e-09,0.4277263997119335
200,1680000,688.2150819301605,-0.007970712,1.602334616288608,1.3958449363708496,0.94134367,-318.84735346571915,321.16013157480734,11.402689218521118,-1912.2215522624165,-795.8325753660007,16.390402793884277,2.4613218307495117,41,-3.5500882698332834,0.7448253631591797,-133.8871215670514,-9.127857824371922,12.520351886749268,-0.253479470046416,8.1490725e-09,0.42793231859466757
200,1720000,704.6215138435364,-0.008219177,1.4881774283202585,1.4014482498168945,0.940428,-331.1670957627866,298.58216643437106,11.401821851730347,-1902.4502487253692,-811.8738790122597,16.399228811264038,2.4711432456970215,42,-3.630419456512791,0.7418489456176758,-203.25774738106975,-9.068576142241206,12.513777256011963,-0.6025978925755043,-7.450581e-09,0.4277688295071279
200,1760000,720.9640550613403,-0.008117391,1.6468208706348615,1.3846936225891113,0.9395748,-329.32303557724316,330.43211740791594,11.341642379760742,-2073.953627015453,-823.9410288972442,16.33480143547058,2.474238872528076,43,-3.6894443872382636,0.7448203563690186,-203.34233691271433,-9.9182933892766,12.462703227996826,-0.5879246276212704,-2.3574103e-09,0.42913049613440163
200,1800000,737.3581292629242,-0.008849027,1.4369817622493737,1.3984298706054688,0.9384668,-307.6933108342989,288.41323561410394,11.372849464416504,-1713.474849459033,-759.5589273655934,16.386627197265625,2.4846818447113037,44,-3.371214562558198,0.744359016418457,-179.9877749331189,-8.127206917644553,12.490190029144287,-0.48389469979994026,-6.170012e-09,0.425410332010556
200,1840000,753.6065664291382,-0.008678732,1.446529170781775,1.3766295909881592,0.93734884,-302.3217908499149,290.08118279340937,11.245285034179688,-1425.6738227272467,-756.283940293692,16.240981101989746,2.489502429962158,45,-3.354091921278549,0.7417323589324951,-168.92328030957205,-6.695563502967712,12.361809492111206,-0.42278405437601263,-1.0011718e-08,0.42619812167060017
200,1880000,770.0455577373505,-0.0092701465,1.634444055734633,1.40891432762146,0.93642,-315.9737881452306,327.96577382428666,11.400148391723633,-1868.3721291020993,-781.4583257213457,16.431333303451538,2.4886786937713623,46,-3.4781795041672323,0.7437314987182617,-181.06135005711306,-8.892100260297138,12.520527601242065,-0.488682025047586,-1.5133992e-09,0.42794696202170657
200,1920000,786.4409577846527,-0.008745503,1.5705588082091273,1.4077322483062744,0.9352175,-323.6526288665033,315.0930004408042,11.368480443954468,-1903.6123842962584,-799.1170602900206,16.38773202896118,2.481872320175171,47,-3.5669484605627026,0.7435858249664307,-185.2972499965404,-9.072418191352492,12.488285064697266,-0.5087332013506696,8.8475645e-09,0.4274682444056006
200,1960000,802.8452627658844,-0.008495118,1.5254154338565764,1.4190888404846191,0.9336433,-303.7443976658657,306.2021837220192,11.355925559997559,-1568.5246093104645,-752.579075449616,16.396660804748535,2.4886035919189453,48,-3.334964403106604,0.7433140277862549,-203.24031262782626,-7.403416759616607,12.4767324924469,-0.5856056732512862,7.566996e-09,0.426785900304873
200,2000000,819.106409072876,-0.008272313,1.4604978413214322,1.3867301940917969,0.93176514,-311.18320893827286,293.2599206289134,11.27378797531128,-1620.5989113478004,-775.9833272968181,16.253859043121338,2.4647748470306396,49,-3.452144797162191,0.7433154582977295,-175.8449963234134,-7.674348867930702,12.392157077789307,-0.45689988862826153,3.1432137e-09,0.4266108051658521
200,2040000,835.5119862556458,-0.008791327,1.6060085299854137,1.3809614181518555,0.92967737,-330.260175453054,322.12438319423944,11.411010026931763,-2150.344782031349,-818.2072235345398,16.398431539535522,2.4764251708984375,50,-3.663237602068632,0.7426941394805908,-191.22495883763625,-10.326990187992203,12.527872562408447,-0.5250302590274306,-3.259629e-09,0.42662836640324314
200,2080000,851.8423044681549,-0.008654989,1.433831528876251,1.3912289142608643,0.92796874,-312.51255714303835,287.9200903016807,11.312208652496338,-1932.002380204566,-785.0042624519909,16.31188941001892,2.482063055038452,51,-3.4981453836680827,0.7433745861053467,-194.29954296162137,-9.208297449409185,12.42531943321228,-0.5617786769622112,3.4924597e-09,0.4257200345014776
200,2120000,868.2595434188843,-0.008821296,1.5051461562751787,1.375319480895996,0.9269005,-318.8024055055399,301.79999315540084,11.419198274612427,-1974.30251685778,-795.2156067449935,16.409563302993774,2.486201524734497,52,-3.5490552360410135,0.7418746948242188,-199.1785919384843,-9.434298454312348,12.534805536270142,-0.5716017857302195,6.9849193e-09,0.4258643989387653
200,2160000,884.6630098819733,-0.008367938,1.4868151050336151,1.416520118713379,0.9263826,-319.5987778137534,298.5278025121962,11.36287522315979,-1785.2385666777511,-796.9598685633161,16.396259546279907,2.4835331439971924,53,-3.5564410665195947,0.7448055744171143,-257.90158071335077,-8.467626780310782,12.486725568771362,-0.8646450564397611,-2.0227162e-09,0.4272068462134922
200,2200000,901.102245092392,-0.00887365,1.4691410909581184,1.3914971351623535,0.925981,-310.9257639971279,294.840043485233,11.43364405632019,-2052.397478767783,-776.9911569664619,16.43195080757141,2.4698972702026367,54,-3.457800567527116,0.7408325672149658,-250.32813996510936,-9.816738810131435,12.557258129119873,-0.8214125600723183,-1.3969839e-09,0.42600545222139785
200,2240000,917.4267632961273,-0.008574838,1.5400416137724517,1.3969767093658447,0.9253078,-315.7902941822532,308.64722026619376,11.30358338356018,-2234.2994749997893,-792.8809724003132,16.317466974258423,2.483546257019043,55,-3.5359437768186366,0.7426257133483887,-248.68478933675132,-10.73450220890168,12.4236478805542,-0.8228846543014257,-2.910383e-09,0.42729608844791855
200,2280000,933.7977268695831,-0.008859506,1.545514709168573,1.3734536170959473,0.9240378,-309.12294792812656,310.01943476489305,11.374287605285645,-2015.7233214626815,-767.6431283067051,16.36319065093994,2.484426498413086,56,-3.411547284283878,0.7450354099273682,-238.7144761882864,-9.638455029933365,12.492118835449219,-0.777889120579419,-4.8894435e-09,0.42553495708495176
200,2320000,950.1374745368958,-0.008479576,1.3987556574286037,1.4044759273529053,0.9224242,-314.5776021438808,280.3406277575613,11.319454193115234,-1744.5616434612573,-779.1960626304415,16.331944465637207,2.479710578918457,57,-3.4719430554974666,0.7448182106018066,-201.217174300252,-8.304428186179939,12.439425945281982,-0.5851062723179248,-7.566996e-10,0.4228581784170051
200,2360000,966.5462176799774,-0.008544274,1.4182526618941664,1.3916285037994385,0.9207845,-313.6740471439081,284.77049849623745,11.39881420135498,-1704.0248961014186,-772.5588438824261,16.401549577713013,2.477721929550171,58,-3.437237109873049,0.7444543838500977,-179.3626997214877,-8.051385175071367,12.518888711929321,-0.48071965769380554,1.1292286e-08,0.42437851398432014
200,2400000,982.8711469173431,-0.007989125,1.4387476494861815,1.4076812267303467,0.9187198,-310.8804819656856,288.5218670451958,11.317711353302002,-1541.8127265278174,-766.5260760848746,16.31775712966919,2.4671273231506348,59,-3.407423098142211,0.7436850070953369,-192.98850082269658,-7.261653896351442,12.433402061462402,-0.5375324142286437,-4.656613e-10,0.42403837848152465
200,2440000,999.2255823612213,-0.007887943,1.6405688855914449,1.3895816802978516,0.916767,-322.3635828781022,329.0751431253756,11.37326979637146,-2044.3984661756988,-798.9681417965277,16.347068786621094,2.443272113800049,60,-3.5702809333909937,0.7466723918914795,-213.27862053690782,-9.7844619513283,12.50043535232544,-0.6515015365413768,5.122274e-09,0.42342137891505893
200,2480000,1015.5945024490356,-0.007817001,1.5141168472473063,1.394735336303711,0.915995,-313.8933736127549,303.7863457275264,11.40653657913208,-1813.946029337499,-772.6379812471843,16.3618426322937,2.430495500564575,61,-3.439194566583873,0.7430055141448975,-206.27144392081482,-8.631170691907974,12.527409315109253,-0.6171803854510882,4.307367e-09,0.42283369854628583
200,2520000,1032.0117359161377,-0.00796266,1.4045731110644615,1.358867883682251,0.91561174,-307.85257480577707,281.751475380044,11.47543978691101,-1666.0955051516062,-760.8638358991615,16.41004991531372,2.433837413787842,62,-3.378957609117863,0.7488219738006592,-206.10191348876376,-7.902215787044383,12.604186296463013,-0.6161458474251228,-2.6775524e-09,0.4242065691942238
200,2560000,1048.2958104610443,-0.008016428,1.5201182269098314,1.3702235221862793,0.9152107,-319.6113264768994,304.92167655480773,11.334840297698975,-1667.474329516163,-798.5089935968816,16.27695107460022,2.432358980178833,63,-3.566849256396088,0.7511312961578369,-202.39371271744727,-7.900392862057774,12.461512088775635,-0.5906610236345202,-2.561137e-09,0.4245333553335874
200,2600000,1064.6871716976166,-0.008561998,1.4444658670697181,1.4015474319458008,0.91497195,-322.3029428429514,289.8413356143264,11.389374732971191,-1707.7175352761362,-797.7232855598168,16.38391137123108,2.4629788398742676,64,-3.563505082164854,0.7500607967376709,-287.0905032244113,-8.099560437806126,12.506988048553467,-1.0344260894087123,8.221832e-09,0.42393871221246526
200,2640000,1081.0806529521942,-0.008869515,1.475746802310566,1.3744924068450928,0.91456425,-295.63775561909205,295.9774140406238,11.41463327407837,-1829.0222670354833,-723.4521619333609,16.386292934417725,2.462686538696289,65,-3.1932423312162923,0.7491204738616943,-199.62406873989744,-8.716913075523717,12.536236763000488,-0.5921849634138405,-2.8812792e-09,0.42287154332817506
200,2680000,1097.4811325073242,-0.00864721,1.5161419538276748,1.3696959018707275,0.9135052,-312.1417477731931,303.73402079458333,11.341136455535889,-2227.2973742645463,-762.8826309818,16.392887353897095,2.48118257522583,66,-3.38951237285066,0.7454159259796143,-200.76411661431646,-10.711277088029924,12.528149604797363,-0.6023969780611848,5.995389e-09,0.4237679499720097
200,2720000,1113.8965201377869,-0.008594804,1.4733184626742315,1.3957438468933105,0.91213435,-314.1995804788571,295.2413433335464,11.402946949005127,-1708.2417148117504,-776.1032436540564,16.40841317176819,2.4830234050750732,67,-3.4569855997726138,0.7432470321655273,-289.5481417904282,-8.092360756821966,12.517052412033081,-1.047322487708314,9.778887e-09,0.4223696110288257
200,2760000,1130.299222946167,-0.008412851,1.3932396956981283,1.433485746383667,0.9109615,-324.51282848262304,279.3264540407286,11.368913888931274,-1686.8578322569197,-794.3994728731368,16.39581871032715,2.4648525714874268,68,-3.548733264979739,0.7417972087860107,-288.50640414764956,-7.996548490821299,12.485298156738281,-1.0147866457127857,3.3760443e-09,0.42207472474653634
200,2800000,1146.7198467254639,-0.008343664,1.4606161326514988,1.4389655590057373,0.9101295,-299.63830655890513,292.8931480357217,11.375587940216064,-1977.4083645568362,-733.0418151391464,16.412940740585327,2.471107006072998,69,-3.2428249479642433,0.7433061599731445,-199.81365733777935,-9.455367950372159,12.493176221847534,-0.5749251255816493,-9.895302e-10,0.42119871232431516
200,2840000,1163.0240755081177,-0.0077070473,1.4943461111323906,1.4155972003936768,0.9087371,-309.5635850392003,299.59334248548004,11.294827461242676,-1777.9283708796067,-771.5230614541794,16.29729676246643,2.4616730213165283,70,-3.4357118536289835,0.739905834197998,-218.80103624181922,-8.450412265556736,12.407712697982788,-0.6735350657447114,3.259629e-09,0.4207574551840523
200,2880000,1179.493166923523,-0.008566062,1.46261919631384,1.4770381450653076,0.908301,-303.7218946267621,293.22361226819663,11.374584436416626,-1648.7657348245368,-748.2918543180028,16.461495399475098,2.4788992404937744,71,-3.3193601478770165,0.7458581924438477,-226.8644158017873,-7.812229496645236,12.495845079421997,-0.7169803696732308,-5.5879354e-09,0.4209398579501959
200,2920000,1195.7681560516357,-0.00847298,1.332063421786839,1.3894579410552979,0.90757793,-296.2055768533748,266.8995038235546,11.250086307525635,-1542.515961191998,-728.702748348824,16.267358779907227,2.4949424266815186,72,-3.221105293428575,0.7433834075927734,-169.95835696690835,-7.282287613567039,12.369942903518677,-0.43268784966111357,-9.313226e-09,0.4212433339924582
200,2960000,1212.2870585918427,-0.0075900797,1.3979778107340322,1.5044021606445312,0.9061599,-300.5793099203818,280.42734785054927,11.404229164123535,-1692.144205148048,-737.3895036299643,16.51118564605713,2.470569610595703,73,-3.2654436709903543,0.7438516616821289,-203.2228378423961,-8.027211793954827,12.523036479949951,-0.6054720425316401,2.2817403e-08,0.42034823750898664
200,3000000,1228.6557290554047,-0.00821421,1.4529289419677671,1.5131328105926514,0.90521574,-316.89150190653913,291.32664751246745,11.234480619430542,-1885.090265254248,-777.1037926225091,16.361340284347534,2.485180377960205,74,-3.4638924864111154,0.7420215606689453,-172.73485273115503,-9.009429566549919,12.3498055934906,-0.45017197591600194,-4.656613e-10,0.42045055178066404
