Z mean train,R Predictions Std,V Predictions Mean,V Predictions Std,KL Divergence,Policy Loss,Epoch,Q Predictions Std,Q Predictions Max,KL Loss,AverageReturn_all_train_tasks,Total Train Time (s),R Predictions Max,V Predictions Min,Q Predictions Min,VF Loss,Policy mu Std,Number of train steps total,(Previous) Eval Time (s),V Predictions Max,Policy log std Max,R Predictions Min,Policy mu Max,Number of env steps total,Policy mu Mean,Policy log std Min,Z mean eval,Z variance train,Epoch Time (s),R Predictions Mean,Log Pis Min,AverageReturn_all_test_tasks,Policy log std Std,Z variance eval,Policy log std Mean,Q Predictions Mean,Log Pis Mean,RF Loss,Number of rollouts total,QF Loss,Log Pis Max,Policy mu Min,Train Time (s),Log Pis Std,Sample Time (s)
0.139639,0.0020292,-386.809,411.708,62.04435729980469,387.288,716,415.808,-6.58141,310.2218017578125,-137.482464386,47632.7350710528,0.00947019,-4793.16,-4798.35,87.3489,0.741233,717000,33.57382052298635,-10.8926,-0.0469927,-0.00482196,3.10402,7370000,0.0774781,-2.07837,0.326456,0.72441,63.83195624221116,0.00244062,-11.984,-216.152645629,0.21739,0.164042,-0.512567,-395.569,-1.47657,376.286,144400,820.543,15.6808,-3.61472,23.12316431570798,3.455,7.134971403516829
0.283826,0.00189148,-384.832,462.717,55.48246765136719,383.689,717,464.189,-8.61045,277.412353515625,-150.4650045,47696.397210460156,0.0067581,-4649.97,-4645.35,116.668,0.7631,718000,33.56542739737779,-11.5443,0.00886524,-0.00418622,3.79389,7380000,0.0559541,-2.08208,0.376583,0.679574,63.9425359768793,0.00246393,-9.80285,-217.642957374,0.229875,0.170175,-0.532383,-391.744,-1.27724,369.098,144600,948.117,12.5085,-2.79058,23.19177641160786,3.46506,7.185332167893648
0.247763,0.00183964,-387.115,452.128,58.51150131225586,386.946,718,457.594,-28.4206,292.5574951171875,-152.588695992,47760.54413390346,0.0076467,-4468.76,-4487.81,128.296,0.731757,719000,33.287642715498805,-28.1264,0.0152583,-0.00344307,3.12465,7390000,0.0279449,-1.97415,0.334734,0.68235,63.585429386235774,0.00271942,-10.5685,-236.204259404,0.224939,0.18663,-0.530161,-395.393,-1.58083,315.526,144800,744.524,15.2928,-2.74337,23.172559692524374,3.24651,7.125226978212595
0.259826,0.00182961,-343.052,448.664,54.575592041015625,343.354,719,451.377,-25.1976,272.8779602050781,-144.681252329,47824.37676646002,0.00790967,-4403.39,-4421.68,187.786,0.702341,720000,33.85184440948069,-23.3074,0.106804,-0.00384504,3.09508,7400000,0.0601649,-1.85119,0.225481,0.719664,64.29777313023806,0.00201321,-10.726,-218.82414072,0.214697,0.179701,-0.51091,-348.851,-1.83604,333.161,145000,702.485,12.2445,-2.93683,23.253237621858716,3.21951,7.192691098898649
0.286081,0.00184065,-368.708,443.569,51.580162048339844,368.645,720,442.19,-11.1484,257.90081787109375,-149.53530611,47888.13886080496,0.00749977,-4597.73,-4535.29,99.4801,0.727146,721000,33.389421195723116,-9.02182,0.00565004,-0.00522625,3.51862,7410000,0.0343067,-2.19973,0.228807,0.708509,64.0425795102492,0.00226866,-10.1207,-233.654162616,0.21337,0.183132,-0.52503,-374.995,-1.55159,309.192,145200,779.937,20.3635,-3.56844,23.500197134912014,3.24809,7.152961179614067
0.291912,0.00188812,-376.974,440.955,57.434349060058594,372.691,721,440.557,-12.4406,287.1717529296875,-152.520103893,47951.79869540688,0.00799101,-4047.46,-3992.47,140.676,0.749787,722000,33.11154261790216,-8.91158,0.000928104,-0.00472835,4.24926,7420000,0.0148852,-2.32809,0.403525,0.663756,63.35275044012815,0.00262167,-13.4371,-254.335828922,0.232942,0.160953,-0.54568,-381.851,-1.30282,328.083,145400,1366.81,19.805,-4.87021,23.184860434383154,3.48605,7.056347387842834
0.462535,0.00198153,-419.561,440.52,60.39431381225586,419.511,722,442.192,-25.1656,301.9715576171875,-155.751056908,48015.55329424422,0.00759631,-5806.81,-5653.54,143.891,0.773372,723000,33.4213642468676,-23.4187,-0.000909746,-0.00423313,3.56059,7430000,0.0415547,-2.02074,0.404419,0.698145,63.84167998470366,0.00214931,-9.61219,-216.063725684,0.225997,0.164449,-0.546638,-427.929,-1.11912,398.96,145600,945.933,19.8281,-3.92473,23.27933795657009,3.39865,7.140977781265974
0.199073,0.00202749,-342.676,422.331,57.71255111694336,342.991,723,425.239,-23.9887,288.562744140625,-161.45334461,48078.91197053157,0.00757706,-3885.18,-3892.93,131.925,0.692716,724000,33.33707173820585,-23.4655,0.073801,-0.0049775,3.53296,7440000,0.0611825,-1.79287,0.338247,0.692583,63.55822239629924,0.00211433,-9.94576,-206.811706254,0.214482,0.173221,-0.522273,-351.214,-1.82849,281.579,145800,807.704,12.5869,-4.33373,23.073873101733625,3.16417,7.147277556359768
0.235591,0.00190997,-300.135,353.266,51.547000885009766,299.752,724,359.655,-19.1903,257.7350158691406,-154.255747457,48142.26428836584,0.00721988,-3947.38,-3973.31,163.531,0.690706,725000,33.14009377639741,-17.1185,0.0440649,-0.00276697,4.14108,7450000,0.088911,-1.72343,0.334198,0.695278,63.3254615124315,0.00231051,-9.84603,-224.412002628,0.217634,0.159481,-0.493911,-306.542,-1.89953,267.136,146000,849.058,23.8189,-4.21426,23.11343509145081,3.1874,7.071932644583285
0.293156,0.00184814,-339.875,413.891,55.43549728393555,339.906,725,418.329,-24.9399,277.177490234375,-159.176439074,48205.92599626165,0.00797623,-4352.12,-4456.84,161.325,0.704692,726000,33.16985758300871,-20.2896,0.00209886,-0.00307404,4.0609,7460000,0.0629614,-2.19698,0.323441,0.712719,63.50544908363372,0.00219191,-10.9419,-209.885059015,0.221458,0.183981,-0.533771,-348.332,-1.6795,323.861,146200,762.386,17.4512,-3.66641,23.25080776680261,3.22782,7.084783733822405
0.246617,0.00194132,-293.324,407.835,50.321739196777344,292.336,726,411.218,-20.1008,251.60870361328125,-157.680051342,48269.254745946266,0.00679275,-4346.71,-4474.9,110.221,0.674676,727000,33.32866199873388,-17.4188,0.101459,-0.00384639,4.44637,7470000,0.0498967,-1.68725,0.353194,0.705331,63.56280408985913,0.00233106,-9.34135,-246.593534988,0.214134,0.177226,-0.507163,-300.841,-2.05792,233.201,146400,717.982,19.3281,-3.45025,23.1280912514776,3.22052,7.106050839647651
0.248317,0.00180814,-348.414,421.722,54.005706787109375,347.374,727,425.291,-26.6995,270.0285339355469,-153.891297856,48333.09349793941,0.00730685,-4103.31,-4146.67,101.003,0.704102,728000,33.09731840901077,-25.3151,0.0624977,-0.00313257,2.78938,7480000,0.0170426,-2.04275,0.353077,0.683301,63.33030590694398,0.002337,-9.22594,-184.777171944,0.226133,0.164821,-0.546696,-357.436,-1.63518,330.966,146600,780.693,17.8062,-3.26539,23.149346416816115,3.27407,7.083641081117094
0.32699,0.00205868,-399.179,472.848,61.95227813720703,394.863,728,472.903,-30.0568,309.7613830566406,-151.917978397,48396.50577998441,0.00894799,-5056.99,-5042.77,168.331,0.739158,729000,33.60849629808217,-29.6079,0.314934,-0.00638485,4.02558,7490000,0.0676013,-2.24244,0.310566,0.702275,63.96429681032896,0.00263735,-9.71042,-217.763429563,0.22703,0.162679,-0.523939,-403.082,-1.42998,364.122,146800,993.739,17.2515,-3.04814,23.18209556862712,3.48948,7.1737049436196685
0.326249,0.00188868,-302.226,389.133,53.59273910522461,299.027,729,392.534,-17.1839,267.96368408203125,-135.464236938,48460.63230675552,0.00798831,-3927.3,-3915.9,123.436,0.704746,730000,33.05915959831327,-18.6702,-0.0191956,-0.00440658,3.29844,7500000,0.0439036,-1.99466,0.364436,0.689313,63.47547801118344,0.00256751,-10.1323,-271.570055347,0.222171,0.156968,-0.509002,-306.461,-1.82479,261.972,147000,835.308,23.927,-3.61166,23.34067626018077,3.35591,7.075642152689397
0.14657,0.00199932,-364.309,441.998,62.163944244384766,361.883,730,442.166,-19.5436,310.8197326660156,-157.474825579,48524.5501460135,0.00751909,-5318.43,-5315.42,115.688,0.738481,731000,33.71302841231227,-15.5192,0.0140378,-0.00534798,3.76374,7510000,0.103936,-2.02991,0.311863,0.685171,64.06839157640934,0.00254005,-9.33597,-229.74996268,0.226156,0.173319,-0.52733,-368.396,-1.41028,361.844,147200,746.015,18.8075,-3.53805,23.1658883895725,3.40165,7.1894747745245695
0.200239,0.00193069,-320.738,412.985,54.63174819946289,319.247,731,414.18,-15.9033,273.15875244140625,-133.133569495,48588.490570966154,0.00683809,-3662.35,-3653.0,84.464,0.69034,732000,33.56505901925266,-14.8007,0.0726451,-0.00449624,4.01486,7520000,0.12968,-2.19035,0.322519,0.687441,63.910355327650905,0.0020848,-9.35105,-233.317816221,0.210434,0.18379,-0.506739,-327.695,-1.81978,282.553,147400,658.356,13.9726,-2.9256,23.277815878391266,3.21764,7.067480430006981
0.2297,0.00186589,-346.293,426.6,51.7540283203125,342.119,732,427.68,-9.47881,258.7701416015625,-151.620015692,48652.48119104281,0.00767404,-4127.19,-4010.15,113.777,0.708461,733000,33.59787485189736,-13.9188,-0.0355139,-0.00423639,3.02283,7530000,0.060298,-2.35404,0.322853,0.667868,63.99281711503863,0.00235904,-9.93056,-234.498574092,0.225645,0.164802,-0.521288,-351.519,-1.69365,289.685,147600,844.696,18.0846,-5.517,23.239047369919717,3.25824,7.155894893221557
0.218525,0.00201155,-296.135,396.085,49.62199020385742,294.628,733,398.751,-20.0928,248.10995483398438,-159.653887992,48717.274748929776,0.007884,-5332.05,-5405.86,90.9647,0.677012,734000,33.598364260047674,-18.5553,0.101739,-0.00388248,2.92317,7540000,0.0656747,-1.88242,0.339617,0.729248,64.15150475688279,0.00227087,-10.0823,-225.674557813,0.21215,0.191043,-0.512899,-301.6,-1.99852,246.356,147800,649.596,13.7289,-3.09664,23.3815551539883,3.0947,7.171585342846811
0.363321,0.00187633,-301.55,369.81,53.40208053588867,301.143,734,374.589,-25.9093,267.0104064941406,-158.571239251,48780.8726350246,0.00903219,-3490.2,-3512.18,119.666,0.682274,735000,34.24326979275793,-24.2923,0.0340431,-0.00356565,3.2078,7550000,0.074615,-1.98215,0.199922,0.673916,64.7636456368491,0.00212719,-10.8678,-210.738387141,0.222453,0.16005,-0.528305,-308.336,-1.86257,287.797,148000,859.242,17.0847,-3.40163,23.186564527451992,3.18505,7.333811316639185
0.198363,0.00194463,-335.531,408.966,54.12300109863281,334.394,735,414.662,-9.6846,270.614990234375,-166.187112937,48844.8010609271,0.00861898,-4935.01,-5029.05,119.694,0.736295,736000,33.080157198011875,-8.9686,0.10322,-0.00456569,2.94957,7560000,0.0762788,-1.89775,0.399551,0.683689,63.488518114201725,0.00266279,-11.3255,-213.529155808,0.227082,0.17166,-0.507658,-344.047,-1.50394,314.448,148200,1015.04,18.3983,-2.8676,23.336601031944156,3.43092,7.071759884245694
0.30033,0.00193526,-414.722,478.951,58.9395866394043,420.406,736,488.64,-18.5386,294.69793701171875,-155.690601347,48908.795397337526,0.0091208,-5472.91,-5520.82,244.476,0.742898,737000,33.523007043637335,-15.8198,0.0198501,-0.00422896,3.52766,7570000,0.0467319,-1.84916,0.307921,0.699943,63.99024804402143,0.00228578,-11.56,-206.089535591,0.232937,0.167159,-0.540767,-428.202,-1.41982,355.123,148400,1104.33,24.4894,-3.8515,23.295643252320588,3.43901,7.171597748063505
0.270742,0.00194919,-303.263,388.857,54.86710739135742,301.262,737,390.984,-12.793,274.3355407714844,-185.653406626,48973.363404216245,0.00772695,-3684.74,-3701.72,113.458,0.701193,738000,33.52968934364617,-14.2924,0.0387509,-0.0036977,2.98033,7580000,0.083578,-1.67802,0.30491,0.681106,63.971630428917706,0.0024345,-11.1467,-237.171541324,0.221142,0.173293,-0.501882,-309.849,-1.83074,300.86,148600,701.135,14.6237,-2.8029,23.273126264102757,3.23075,7.16881482116878
0.293651,0.00201917,-300.736,371.093,55.46559524536133,302.204,738,373.147,-14.9725,277.3279724121094,-161.911010221,49037.70172741264,0.00764784,-3924.01,-3873.14,96.3767,0.686135,739000,34.12897888105363,-10.7052,-0.0126619,-0.003906,3.29258,7590000,0.0482424,-1.9165,0.261696,0.718322,64.7679483415559,0.00207825,-11.7238,-242.19929644,0.21951,0.183977,-0.530662,-308.186,-1.87411,291.093,148800,620.186,17.3851,-4.016,23.296833384782076,3.18992,7.342136075720191
0.168105,0.00180291,-282.107,354.198,53.26995086669922,283.063,739,356.91,-21.5765,266.3497619628906,-145.058705052,49101.19859775808,0.00760433,-3583.0,-3577.65,72.4447,0.677189,740000,33.70208614692092,-19.1014,0.0296043,-0.00297277,2.85662,7600000,0.0418819,-1.74125,0.415914,0.663545,64.05829799454659,0.00243233,-13.9206,-201.065716873,0.212149,0.17272,-0.514969,-290.358,-2.00757,269.979,149000,476.495,14.7634,-2.92056,23.186743209138513,3.22898,7.16946863848716
0.255708,0.0018751,-391.448,415.605,57.839603424072266,386.029,740,412.882,-25.6289,289.1980285644531,-152.904336671,49165.39304811973,0.00763804,-3218.04,-3200.97,156.97,0.731552,741000,33.14329298399389,-25.4009,0.119273,-0.00474468,4.08097,7610000,0.055773,-1.93027,0.378777,0.696115,63.52386419754475,0.00233104,-9.87615,-207.289465866,0.22074,0.174887,-0.526619,-392.836,-1.49005,361.64,149200,743.704,15.4799,-3.44916,23.301304645836353,3.33317,7.079266567714512
0.224453,0.00189924,-355.319,477.884,58.1871223449707,354.168,741,480.138,-18.2376,290.93560791015625,-155.375581423,49229.4716021372,0.00878543,-5415.32,-5357.83,113.614,0.70832,742000,33.81671361159533,-16.8494,-0.00525725,-0.00386512,3.30207,7620000,0.0501551,-1.77769,0.387534,0.66829,64.33856931794435,0.00232893,-10.627,-205.900111046,0.213641,0.169583,-0.520241,-362.115,-1.76614,315.094,149400,592.838,16.718,-4.14303,23.295092926360667,3.2787,7.2267627799883485
0.299525,0.0018783,-424.302,469.048,62.20966720581055,424.666,742,471.722,-34.44,311.04833984375,-177.03459891,49293.77232249919,0.00797046,-5547.29,-5485.74,136.664,0.753986,743000,33.55963194090873,-32.7011,0.140236,-0.00329621,4.56527,7630000,0.0749314,-1.9693,0.349807,0.659593,64.03439388703555,0.00276822,-9.64468,-232.355617189,0.233563,0.155952,-0.553209,-432.331,-1.21658,384.531,149600,1046.49,18.2438,-3.91569,23.298229079693556,3.58412,7.176532866433263
0.191781,0.00204646,-379.997,462.576,57.68153381347656,378.335,743,464.828,-30.7595,288.40765380859375,-139.64697813,49357.56674629636,0.0077143,-6149.56,-6137.92,101.234,0.734085,744000,33.82879464235157,-28.2654,0.0231203,-0.00701491,4.67511,7640000,0.0521209,-1.90522,0.387153,0.688853,64.24402520619333,0.00207946,-8.90404,-233.731447524,0.225639,0.18788,-0.533509,-386.664,-1.49229,322.677,149800,647.258,23.8868,-3.80567,23.2329440722242,3.4034,7.18228649161756
0.202307,0.00202301,-359.086,416.836,53.713035583496094,361.271,744,420.176,-22.6259,268.565185546875,-157.0690761,49421.21862026956,0.00694665,-3464.85,-3500.27,89.9199,0.724401,745000,33.38147553708404,-21.6646,-0.00976902,-0.00392912,2.85004,7650000,0.0850708,-1.77672,0.287484,0.697524,63.74205919075757,0.00243424,-10.0747,-227.740770647,0.223659,0.163912,-0.513339,-369.024,-1.575,306.785,150000,802.916,12.6284,-3.61194,23.243712195195258,3.30055,7.116871458478272
0.210003,0.0018095,-343.556,440.381,57.654178619384766,346.88,745,446.118,-16.7391,288.2709045410156,-164.182430818,49485.28425891418,0.00701984,-4827.24,-4851.85,147.409,0.723644,746000,33.2940858900547,-13.4819,0.0146949,-0.00495443,3.67215,7660000,0.016992,-1.99228,0.191523,0.694817,63.57015313021839,0.0020403,-11.635,-266.337534672,0.224258,0.16271,-0.53516,-354.561,-1.56614,323.849,150200,812.999,18.5075,-3.48479,23.190333225764334,3.28511,7.08573401439935
0.275893,0.00208237,-379.993,453.318,52.93122482299805,383.698,746,458.812,-22.8087,264.6561279296875,-163.312717685,49549.58512307331,0.00838001,-4149.04,-4081.42,132.601,0.733683,747000,33.792635422199965,-20.4509,0.0193615,-0.00337468,3.05347,7670000,0.0622652,-1.86758,0.441624,0.681799,64.31656357552856,0.00222105,-10.4577,-180.00126726,0.22166,0.174651,-0.528921,-392.088,-1.54222,326.967,150400,973.13,12.5725,-3.03369,23.32189098186791,3.32103,7.202037171460688
0.244607,0.00194365,-362.749,425.584,53.88810348510742,367.115,747,433.049,-17.5485,269.4405212402344,-156.283265726,49613.91013730783,0.00777756,-4909.21,-4965.81,155.773,0.723825,748000,33.779512045904994,-13.9372,-0.00120214,-0.00343962,2.92875,7680000,0.0461232,-2.26148,0.287123,0.670729,64.01181678939611,0.00245573,-10.4438,-219.255766371,0.221132,0.181995,-0.53994,-373.681,-1.53393,327.815,150600,996.451,17.4677,-3.84371,23.055075178854167,3.38455,7.177229564636946
0.214877,0.00180574,-332.813,415.666,55.0578727722168,332.622,748,417.168,-17.0315,275.28936767578125,-158.428025763,49678.15492723137,0.00847674,-5143.62,-5120.55,84.5555,0.711663,749000,34.09522733464837,-13.6611,0.103922,-0.0023236,3.23438,7690000,0.0585576,-1.73798,0.372442,0.677367,64.19238616339862,0.00241863,-11.8452,-207.716539229,0.217581,0.179395,-0.529119,-338.443,-1.62891,293.132,150800,620.132,20.9482,-4.4362,23.001192127354443,3.34001,7.09596670139581
0.267681,0.0018943,-381.188,464.029,54.02936553955078,381.687,749,468.209,-25.0389,270.1468200683594,-153.202205143,49742.340385706164,0.00883765,-5271.88,-5318.67,129.287,0.728586,750000,34.150469469837844,-23.8008,0.0985389,-0.00330449,4.96372,7700000,0.0397688,-1.96645,0.238772,0.673431,64.68358860071748,0.00274335,-9.39326,-264.114186454,0.230865,0.17351,-0.554828,-388.722,-1.35592,346.928,151000,719.572,27.1528,-4.81236,23.238449688069522,3.34251,7.294669442810118
0.207615,0.00200934,-323.061,444.872,53.6314697265625,317.73,750,443.829,-17.1681,268.1573486328125,-163.137433779,49806.46953902021,0.0069902,-4167.89,-4170.09,154.819,0.688991,751000,33.65500641427934,-13.1342,0.0886326,-0.0053105,3.03332,7710000,0.0716256,-1.91486,0.359945,0.680399,64.02261457405984,0.00205091,-9.49211,-210.231555403,0.22501,0.158787,-0.52218,-325.623,-1.85087,261.806,151200,773.364,13.3088,-3.39955,23.19995484407991,3.25184,7.167653315700591
0.289052,0.00188219,-355.101,454.137,56.55160140991211,356.445,751,456.835,-18.8701,282.75799560546875,-160.19173237,49870.27520045079,0.00883901,-4865.15,-4841.56,106.1,0.724353,752000,33.764524516649544,-12.3696,-0.0509818,-0.00529443,3.49168,7720000,0.0700379,-2.03128,0.373029,0.671452,63.9688549246639,0.00242676,-9.80352,-264.026833242,0.224718,0.16703,-0.537998,-365.613,-1.57866,338.927,151400,668.704,15.9539,-3.37513,23.12884453125298,3.33485,7.075485876761377
0.212121,0.0018421,-336.532,439.081,55.684505462646484,333.893,752,441.945,-8.39734,278.4225158691406,-160.028181465,49934.03113459423,0.00875684,-4760.25,-4703.93,130.593,0.717783,753000,33.604004450142384,-10.1094,0.0051223,-0.00462113,3.2754,7730000,0.0546867,-1.86419,0.41587,0.689665,63.956461403518915,0.00220981,-10.5971,-231.010344615,0.221733,0.171327,-0.516696,-343.114,-1.67181,293.122,151600,704.074,14.0672,-3.70801,23.20306598395109,3.25914,7.14939096942544
0.257584,0.00193336,-340.056,395.469,55.500389099121094,338.719,753,399.008,-12.8204,277.501953125,-151.075725368,49998.606780771166,0.0077776,-4136.42,-4165.2,99.8694,0.713426,754000,33.40667001530528,-13.7731,-0.0215555,-0.00550089,3.23362,7740000,0.102609,-1.97328,0.385054,0.703532,63.82234433759004,0.00218073,-12.0959,-259.561962894,0.225817,0.173745,-0.515494,-347.253,-1.64414,337.802,151800,868.2,14.6339,-2.75182,23.274961978197098,3.31445,7.14071234408766
0.237,0.00177151,-293.38,369.688,50.44813919067383,292.542,754,370.855,-15.2536,252.24069213867188,-144.415484012,50062.75227628555,0.00678975,-4554.5,-4494.91,96.0199,0.701856,755000,34.16244750842452,-12.9041,0.0877126,-0.00389213,3.1445,7750000,0.0728801,-1.951,0.177075,0.669144,64.60824174247682,0.00219646,-11.4341,-220.338827338,0.210667,0.191821,-0.513036,-300.913,-1.87786,255.411,152000,689.514,14.8622,-4.08662,23.15575534198433,3.16375,7.290038892067969
0.215574,0.0019571,-321.097,382.854,49.13166427612305,325.635,755,385.49,-13.569,245.6583251953125,-153.249901426,50126.900339970365,0.00785796,-3218.44,-3216.09,133.081,0.715782,756000,33.70282110199332,-8.18534,0.124557,-0.0047697,4.68628,7760000,0.0820214,-2.00263,0.269041,0.666116,64.1475750207901,0.00222487,-9.54775,-181.907480043,0.217384,0.171284,-0.517098,-332.587,-1.67223,290.471,152200,804.85,27.8167,-3.97681,23.235076845623553,3.30254,7.209677073173225
0.263216,0.00210228,-351.73,438.28,54.38976287841797,350.689,756,440.035,-6.1567,271.9488220214844,-162.881045887,50191.10881845001,0.00819185,-5565.15,-5588.24,125.461,0.740271,757000,33.705892532132566,-8.01785,0.0754492,-0.00358525,3.31481,7770000,0.0151684,-1.71022,0.315432,0.693456,63.92438729759306,0.00261385,-9.43741,-221.835006931,0.225387,0.194451,-0.522165,-359.245,-1.5298,331.289,152400,725.872,20.1299,-3.04223,23.04698014538735,3.36344,7.17151462007314
0.223072,0.00203458,-349.352,447.824,54.433223724365234,344.367,757,449.373,-13.3781,272.1661071777344,-151.689131019,50254.97281835228,0.00839575,-4927.78,-5054.85,144.702,0.699566,758000,33.99278725218028,-12.7644,0.0921943,-0.00567461,4.3028,7780000,0.0862353,-1.95176,0.383435,0.691417,64.21949589345604,0.00224069,-10.0646,-256.005184772,0.227163,0.172054,-0.528926,-353.991,-1.7063,308.444,152600,874.055,17.9971,-3.04234,23.071485912427306,3.29276,7.155222728848457
0.262841,0.00186392,-314.156,401.347,54.44785690307617,315.94,758,403.266,-23.6587,272.2392883300781,-153.023218072,50319.342668469995,0.0070011,-4390.19,-4437.32,90.8831,0.686388,759000,33.63994115497917,-19.6616,-0.0165374,-0.00299123,3.55568,7790000,0.0529874,-1.87505,0.331634,0.696682,64.22106164693832,0.0020932,-15.1443,-254.407989911,0.225331,0.164953,-0.51821,-322.058,-1.90072,331.935,152800,652.872,15.8089,-3.62956,23.399097719229758,3.28177,7.182022772729397
0.265416,0.00198039,-372.738,489.56,56.45781326293945,371.531,759,493.986,-15.3332,282.2890625,-156.099023687,50383.12528721709,0.00797707,-5343.39,-5337.1,105.988,0.713749,760000,33.79162234067917,-14.3516,-0.0302058,-0.00418633,3.58404,7800000,0.0539837,-1.85028,0.352603,0.675722,64.19628483336419,0.00227331,-11.6698,-245.187786206,0.222546,0.165185,-0.529853,-380.68,-1.66088,336.52,153000,721.521,25.6989,-4.40601,23.089372768066823,3.34112,7.3152897246181965
0.189847,0.00206783,-355.074,431.957,55.7835693359375,357.625,760,435.071,-2.9349,278.9178466796875,-162.77768978,50446.68345619738,0.00794655,-4738.26,-4774.12,84.8368,0.732881,761000,33.381006066687405,-5.73113,0.0358573,-0.00738972,2.86528,7810000,0.0353943,-2.08853,0.40259,0.700513,63.726822620257735,0.00276773,-12.8281,-241.158320615,0.230021,0.170229,-0.535475,-365.491,-1.46213,341.613,153200,806.895,13.9953,-3.15201,23.208399741910398,3.34987,7.137416811659932
0.229606,0.00199829,-340.092,436.152,55.16400909423828,342.152,761,439.965,-24.4468,275.8200378417969,-143.5122659,50509.95099429134,0.00938953,-4094.87,-4092.38,89.1897,0.717263,762000,33.21508385706693,-18.6383,0.0868388,-0.00398857,2.97801,7820000,0.0586284,-1.90672,0.320596,0.705072,63.305895424447954,0.00234348,-10.5163,-224.222998709,0.219647,0.168029,-0.523113,-351.181,-1.61454,293.061,153400,690.763,12.1396,-2.70823,23.005632706917822,3.24965,7.085178860463202
0.286609,0.00207435,-348.269,435.861,54.110164642333984,345.602,762,437.929,-18.9521,270.5508117675781,-180.74061146,50573.982397387736,0.00722979,-4787.29,-4769.07,88.8354,0.709034,763000,33.17971209436655,-17.3393,0.0975177,-0.00473997,2.85783,7830000,0.055685,-1.68906,0.365311,0.687308,63.48051301855594,0.00221997,-11.6253,-228.1219817,0.216854,0.165607,-0.523946,-354.142,-1.72302,313.179,153600,863.627,17.1956,-2.67551,23.22393248975277,3.23221,7.076868434436619
0.237792,0.00193583,-299.991,396.532,52.108924865722656,300.909,763,401.124,-12.4746,260.54461669921875,-162.752413662,50637.86469415296,0.00684102,-4313.6,-4322.46,120.108,0.706713,764000,33.73342286609113,-9.24001,0.0432925,-0.00587785,3.33215,7840000,0.021418,-2.00806,0.354938,0.668199,64.20491947419941,0.00228489,-9.71387,-215.272118404,0.225987,0.179309,-0.523066,-308.034,-1.78328,262.714,153800,797.783,16.8352,-3.48752,23.281128011643887,3.26556,7.1903685964643955
0.166954,0.00179584,-385.041,457.777,51.58939743041992,386.847,764,461.086,-10.7529,257.9469909667969,-154.551683434,50701.629802336916,0.00945696,-5420.06,-5476.12,168.49,0.751761,765000,33.413577566854656,-11.7733,-0.00848064,-0.00493476,3.76533,7850000,0.0677723,-1.83447,0.405636,0.705096,63.59079187363386,0.00246462,-13.441,-207.267076747,0.223038,0.164023,-0.535224,-392.932,-1.33735,344.227,154000,861.942,17.6673,-3.41239,23.077407841570675,3.37197,7.09980646520853
0.293842,0.00171697,-346.512,423.081,51.29169464111328,352.248,765,429.747,-9.83752,256.4584655761719,-147.099417974,50765.428612230346,0.00816285,-4932.43,-4973.0,202.163,0.731135,766000,33.59057096764445,-7.85567,0.00831491,-0.00242861,2.67066,7860000,0.0724554,-1.94783,0.31315,0.694759,63.970250017009676,0.00230023,-11.5944,-196.846608134,0.220639,0.171221,-0.510828,-357.419,-1.5777,338.499,154200,646.391,19.5278,-4.43152,23.184833033010364,3.34712,7.194846016354859
0.173848,0.00192039,-336.296,384.923,55.32063674926758,335.578,766,385.505,-14.3835,276.6031799316406,-149.426195798,50829.3644762896,0.00767433,-3683.68,-3670.11,112.048,0.714096,767000,33.4219862697646,-13.0873,-0.0216178,-0.00480688,3.53199,7870000,0.0459372,-1.7983,0.398057,0.694859,63.716913181357086,0.00244692,-10.0926,-204.302897278,0.22912,0.188793,-0.540925,-342.335,-1.60197,323.346,154400,712.781,17.2494,-3.18544,23.194627104327083,3.21176,7.100299807265401
0.207442,0.00186547,-323.268,442.374,57.97001647949219,324.734,767,449.828,-16.0941,289.85009765625,-161.233549842,50893.61067308951,0.00684192,-4131.52,-4123.4,132.213,0.703841,768000,33.64377874229103,-13.7353,0.0179765,-0.0026467,3.56936,7880000,0.0574047,-2.02445,0.378433,0.67716,64.1200441448018,0.00262114,-10.6655,-225.237657522,0.22554,0.168862,-0.52708,-334.208,-1.78322,294.841,154600,764.261,17.5552,-4.50376,23.318054686300457,3.26454,7.158210716210306
0.273941,0.00181402,-371.022,476.432,55.72455978393555,369.539,768,476.748,-8.14885,278.622802734375,-142.32792986,50957.726832272485,0.00866742,-4094.33,-4080.87,170.285,0.710855,769000,33.772694919258356,-7.65141,0.25272,-0.00259812,5.02523,7890000,0.0748233,-2.11944,0.381731,0.660757,64.22076863702387,0.00242931,-11.3705,-185.410264618,0.226549,0.163528,-0.520486,-377.369,-1.69057,347.367,154800,1109.59,29.5776,-4.32833,23.235309924930334,3.33376,7.212763792835176
0.369576,0.00176519,-319.43,392.709,57.53568649291992,320.484,769,395.437,-18.9995,287.6784362792969,-155.314094288,51021.680898006074,0.00748906,-4204.79,-4152.88,80.6704,0.70373,770000,33.67114841379225,-15.135,-0.031157,-0.00203447,3.10114,7900000,0.0820011,-1.80271,0.345831,0.712826,64.10432245768607,0.00249589,-10.8622,-211.85618116,0.211892,0.168012,-0.507774,-328.217,-1.77022,279.509,155000,601.444,15.2695,-2.75327,23.25644975155592,3.28954,7.176724292337894
