Z mean train,R Predictions Std,V Predictions Mean,V Predictions Std,KL Divergence,Policy Loss,Epoch,Q Predictions Std,Q Predictions Max,KL Loss,AverageReturn_all_train_tasks,Total Train Time (s),R Predictions Max,V Predictions Min,Q Predictions Min,VF Loss,Policy mu Std,Number of train steps total,(Previous) Eval Time (s),V Predictions Max,Policy log std Max,R Predictions Min,Policy mu Max,Number of env steps total,Policy mu Mean,Policy log std Min,Z mean eval,Z variance train,Epoch Time (s),R Predictions Mean,Log Pis Min,AverageReturn_all_test_tasks,Policy log std Std,Z variance eval,Policy log std Mean,Q Predictions Mean,Log Pis Mean,RF Loss,Number of rollouts total,QF Loss,Log Pis Max,Policy mu Min,Train Time (s),Log Pis Std,Sample Time (s)
0.257016,0.00189914,-704.589,479.962,61.82652282714844,705.578,230,480.595,-172.134,309.13262939453125,-256.273440488,15510.422879000194,0.00875817,-4811.54,-4790.92,181.497,0.733471,231000,35.90853828191757,-164.526,-0.0805238,-0.00554033,2.74983,2510000,-0.00629389,-1.59789,0.304362,0.692109,68.97217112686485,0.00204576,-10.7466,-284.000284529,0.163692,0.155608,-0.593492,-712.255,-1.21193,263.624,47200,1216.65,10.7105,-2.94946,25.285787374712527,2.97284,7.777845470234752
0.223068,0.00179741,-716.291,436.626,59.11105728149414,724.383,231,439.78,-249.522,295.5552978515625,-252.922128358,15579.46315804962,0.00691468,-3710.31,-3764.69,218.105,0.728496,232000,36.195399531163275,-238.546,-0.10051,-0.00344303,4.11549,2520000,0.0701512,-1.58511,0.367538,0.672172,69.75637141242623,0.0024378,-11.1975,-289.39086279,0.169038,0.14939,-0.580361,-726.901,-1.26334,298.802,47400,1465.23,14.9479,-2.68387,25.81465300824493,2.86316,7.746318873018026
0.273083,0.00179138,-658.72,484.738,58.508174896240234,654.342,232,484.636,-202.437,292.5408630371094,-253.07891733,15648.850156910717,0.00750968,-4332.89,-4310.56,172.632,0.70629,233000,35.48022220656276,-197.466,-0.0852755,-0.00439073,3.8554,2530000,0.0273192,-1.61931,0.297968,0.646368,68.86843642871827,0.00222196,-13.7573,-313.3819065,0.165539,0.173889,-0.590187,-660.508,-1.56931,231.613,47600,1353.55,15.8672,-3.6062,25.799619344994426,2.83181,7.588594877161086
0.496029,0.00183562,-882.057,527.076,65.5855941772461,884.568,233,529.247,-234.217,327.927978515625,-266.636588594,15716.317964892834,0.00738688,-5806.71,-5802.74,200.988,0.769195,234000,35.99991768505424,-233.357,-0.0196192,-0.00403351,3.31731,2540000,0.00135408,-1.44228,0.351385,0.687286,68.41925893351436,0.00239934,-13.0909,-260.146250293,0.17664,0.159775,-0.568668,-893.06,-1.08564,381.753,47800,1856.29,16.4866,-3.6077,24.77287793159485,2.94859,7.646463316865265
0.330009,0.00186181,-743.67,470.731,58.10969161987305,747.511,234,474.577,-192.061,290.5484619140625,-258.208725764,15784.523437309079,0.00934445,-4269.67,-4296.0,195.594,0.740335,235000,35.049170922487974,-199.256,-0.0563519,-0.00331437,2.70748,2550000,0.0189281,-1.46958,0.443362,0.665076,67.44010904524475,0.00246796,-10.1723,-293.485025224,0.168398,0.168181,-0.571078,-753.567,-1.35491,280.934,48000,2059.28,11.6697,-2.68787,24.87003318220377,2.84328,7.5209049405530095
0.372852,0.00177976,-750.184,503.77,59.072967529296875,760.045,235,508.885,-231.66,295.3648376464844,-265.863427081,15853.819890205748,0.00750904,-5021.03,-5035.88,334.631,0.731792,236000,35.81539198756218,-218.643,-0.0376967,-0.00316552,3.32305,2560000,0.122203,-1.55273,0.344027,0.688069,69.00423431396484,0.00246383,-10.6289,-301.740322823,0.168225,0.161616,-0.572477,-762.76,-1.29676,310.045,48200,1548.8,9.73186,-3.056,25.2150144148618,2.82605,7.973827911540866
0.517345,0.00193616,-654.166,523.759,63.608787536621094,645.552,236,521.439,-168.93,318.0439453125,-282.201636702,15923.326170229353,0.00868446,-5915.11,-5899.98,250.621,0.676494,237000,36.1096135051921,-172.743,-0.0398569,-0.004655,3.52715,2570000,0.0564731,-1.58797,0.355653,0.668908,69.84629728924483,0.00229126,-11.1052,-332.859267351,0.164402,0.163438,-0.580317,-652.724,-1.80586,258.016,48400,1211.74,11.8022,-2.71048,25.9633128605783,2.75685,7.773370923474431
0.246896,0.00168444,-791.678,501.37,62.25521469116211,789.401,237,501.415,-160.521,311.27606201171875,-238.40566323,15993.31557017006,0.00892846,-4833.08,-4909.58,187.108,0.717773,238000,35.770063794218004,-160.846,-0.0109654,-0.00522323,3.11905,2580000,0.0705298,-1.57915,0.319042,0.681035,69.19499383401126,0.00266941,-12.2252,-297.051500645,0.162034,0.164218,-0.558007,-795.177,-1.55572,309.342,48600,1404.65,13.4204,-2.64412,25.773037486709654,2.82351,7.651892553083599
0.390223,0.00192288,-874.86,561.623,71.53585052490234,875.857,238,563.429,-185.249,357.67926025390625,-249.591294572,16063.80028280802,0.00720317,-4827.54,-4820.39,179.673,0.775546,239000,36.56572678592056,-186.523,-0.0129309,-0.00384949,2.8475,2590000,-0.0343347,-1.43293,0.407406,0.675767,70.65694194380194,0.00239793,-11.1263,-294.703166504,0.173821,0.162905,-0.56341,-884.499,-1.0906,345.167,48800,1527.9,12.4572,-3.41254,26.364419044926763,3.07817,7.7267961129546165
0.506344,0.00202473,-786.481,541.899,66.6109848022461,788.05,239,546.575,-166.295,333.054931640625,-244.118532813,16133.108881426044,0.00743745,-4852.03,-4980.84,170.715,0.745765,240000,36.394382872618735,-165.647,-0.0705822,-0.0055546,2.9883,2600000,0.0437991,-1.45574,0.291395,0.72491,70.20308508910239,0.00232388,-10.5006,-280.318866756,0.173149,0.170386,-0.567718,-794.235,-1.34206,322.831,49000,1609.41,10.4085,-2.91175,25.940038418397307,2.91443,7.868663798086345
0.29496,0.00185775,-816.885,582.519,60.560211181640625,823.441,240,588.009,-173.616,302.8010559082031,-248.715166439,16200.160573281348,0.00860359,-5299.95,-5274.29,276.783,0.754201,241000,35.50119253247976,-174.998,-0.046804,-0.00302287,3.05663,2610000,0.0237487,-1.49611,0.295845,0.641944,67.3323736814782,0.0023975,-10.8814,-294.618802472,0.171206,0.153303,-0.565335,-830.648,-1.29984,307.619,49200,1859.41,14.3905,-2.98857,24.290808188728988,3.0044,7.540372960269451
0.454323,0.00196361,-832.658,612.264,66.47592163085938,836.418,241,615.987,-150.009,332.3796081542969,-268.317598474,16266.371418119408,0.00832882,-5236.66,-5230.44,230.082,0.788194,242000,35.22114753909409,-153.893,-0.0441712,-0.00481007,3.67262,2620000,0.00502038,-1.52161,0.433167,0.706511,66.6259869383648,0.00231652,-11.0258,-330.754410598,0.182115,0.167358,-0.552869,-843.697,-1.0823,368.908,49400,2026.77,14.1284,-3.07685,24.003245280124247,2.99719,7.401594119146466
0.302374,0.00183455,-781.705,490.817,61.548221588134766,787.982,242,493.04,-162.222,307.7411193847656,-235.887542419,16332.829702477902,0.00822116,-3525.42,-3586.88,205.751,0.752877,243000,34.80688963737339,-151.087,0.0598908,-0.00311891,2.75362,2630000,0.0810433,-1.71146,0.319851,0.610244,66.2404989823699,0.00297878,-11.004,-316.219407377,0.172221,0.157488,-0.5748,-795.955,-1.23344,368.172,49600,1718.39,11.6264,-3.0155,24.03489102423191,2.92572,7.398718320764601
0.403424,0.00176721,-829.271,512.665,62.53840637207031,834.883,243,515.964,-225.125,312.6920166015625,-250.90244369,16399.25502709672,0.00727526,-4931.86,-4912.1,195.654,0.752992,244000,35.02558628004044,-222.357,-0.0784323,-0.00379926,3.43801,2640000,0.0042491,-1.48844,0.362773,0.654905,66.4850039370358,0.00272655,-11.5924,-339.008046229,0.174385,0.182651,-0.564642,-839.07,-1.33712,357.445,49800,1607.79,11.0662,-3.30833,24.07526447903365,2.8886,7.384153177961707
0.287505,0.00190967,-760.115,568.27,65.81246948242188,764.83,244,572.109,-154.523,329.0623474121094,-225.225373271,16464.847925278358,0.00714541,-5029.84,-5147.73,179.709,0.730004,245000,34.966850395314395,-159.104,-0.0585909,-0.0038677,3.3787,2650000,0.121479,-1.56132,0.28413,0.673746,65.71730889007449,0.00237548,-9.97411,-311.686608577,0.174134,0.171757,-0.569536,-769.306,-1.23771,278.02,50000,1525.25,12.5409,-3.2189,23.31952323485166,2.86042,7.430935259908438
0.383692,0.00169814,-855.819,536.266,60.16366958618164,854.517,245,536.175,-166.472,300.818359375,-255.583384091,16532.31570744794,0.00692331,-5930.36,-5876.78,150.999,0.769327,246000,34.84347249288112,-166.279,0.0107,-0.0029641,3.37062,2660000,-0.0184668,-1.74005,0.390579,0.666831,66.42780936975032,0.00228386,-11.6544,-318.869097119,0.176676,0.158532,-0.55667,-860.509,-1.21896,342.503,50200,1584.5,14.9628,-2.96058,24.02873350121081,2.87539,7.555603375658393
0.278213,0.00186095,-773.639,543.979,59.56565475463867,775.404,246,547.125,-195.805,297.8282775878906,-232.738213736,16601.183849129826,0.00772074,-4712.39,-4775.74,203.557,0.760943,247000,35.88445215392858,-196.747,0.00444412,-0.00537697,2.85956,2670000,0.0794424,-1.52914,0.311856,0.695098,69.55035811569542,0.00213176,-11.1134,-300.772050835,0.16863,0.167093,-0.55699,-784.927,-1.14573,313.608,50400,1558.22,16.3569,-2.94222,26.009860433638096,2.92068,7.656045528128743
0.322865,0.0019174,-778.689,563.017,63.95326232910156,777.277,247,563.174,-150.541,319.76629638671875,-269.889241548,16670.03743338771,0.00708915,-4614.12,-4632.22,167.559,0.745229,248000,35.20307755749673,-157.944,-0.0299113,-0.00311334,2.63446,2680000,0.037741,-1.44683,0.412872,0.643904,67.88410078641027,0.00219576,-10.4853,-276.483432877,0.176279,0.160566,-0.567633,-783.155,-1.27824,278.795,50600,1660.6,12.6165,-3.11773,24.862243190407753,2.96786,7.818780038505793
0.452776,0.00163699,-725.937,481.921,62.648284912109375,728.669,248,485.582,-185.672,313.2414245605469,-244.868065814,16738.66936865542,0.00640127,-3876.54,-3858.67,156.455,0.736089,249000,36.17387555073947,-183.344,-0.0623975,-0.00435974,3.95915,2690000,0.134288,-1.41866,0.423891,0.704899,69.27906367462128,0.00200084,-13.1432,-292.10718214,0.168695,0.174083,-0.573947,-733.97,-1.3223,297.161,50800,1458.24,15.0081,-2.76893,25.462752086110413,2.98158,7.642436037771404
0.403677,0.00180135,-673.68,453.753,58.634891510009766,678.458,249,455.952,-191.295,293.1744689941406,-240.878413269,16806.782739435323,0.00756938,-4744.34,-4775.14,194.46,0.709055,250000,35.5279553392902,-189.847,-0.0568083,-0.00497431,2.56181,2700000,0.0831512,-1.6168,0.426136,0.676823,67.99003701563925,0.00230115,-11.5021,-293.217145162,0.171675,0.177896,-0.57564,-682.718,-1.54375,239.91,51000,1321.64,13.1283,-2.62128,24.896723720245063,2.83715,7.5653579561039805
0.313908,0.00186822,-790.36,510.663,64.07168579101562,797.991,250,516.947,-183.151,320.3584289550781,-240.126541239,16874.704099551775,0.00723174,-4068.88,-4112.16,259.822,0.78098,251000,35.65261241327971,-187.282,-0.0886022,-0.0034867,3.56498,2710000,0.105005,-1.46917,0.350172,0.676035,68.07580947875977,0.0021353,-12.0124,-297.446008295,0.172666,0.185306,-0.571305,-809.28,-0.893068,365.981,51200,1590.94,10.7255,-3.01678,24.921210637316108,3.01217,7.501986428163946
0.263564,0.00177825,-672.968,465.043,55.97718048095703,669.923,251,465.393,-164.599,279.8858947753906,-244.081896623,16942.384764879942,0.00727481,-3903.31,-3876.14,149.954,0.732135,252000,35.49876405112445,-161.349,0.0187556,-0.00231249,2.86308,2720000,0.0416591,-1.48234,0.369668,0.681109,67.79970328975469,0.00236422,-10.1184,-281.94204893,0.171687,0.164574,-0.558706,-677.228,-1.40238,260.402,51400,1222.11,12.436,-3.40199,24.809438039548695,2.93563,7.49150119908154
0.232514,0.00197073,-681.037,506.24,56.97172164916992,683.739,252,509.633,-173.444,284.8586120605469,-224.757237481,17011.97544522956,0.0072937,-5144.33,-5259.2,190.91,0.709439,253000,35.380773393437266,-170.965,0.00585377,-0.00838401,3.37842,2730000,0.074737,-1.65112,0.370163,0.685429,68.99697333015501,0.00216178,-11.8084,-255.574050346,0.171991,0.169172,-0.561229,-688.678,-1.5401,254.578,51600,1977.9,12.7091,-3.1509,26.05893906019628,2.87187,7.557260876521468
0.219029,0.001759,-746.612,519.216,66.06782531738281,754.74,253,525.15,-174.346,330.339111328125,-235.21030026,17082.27275590133,0.00790745,-5226.31,-5377.92,247.783,0.757171,254000,35.975751302205026,-164.491,0.0116606,-0.00291586,3.04469,2740000,0.091157,-1.51621,0.296038,0.662998,69.9616119703278,0.00239368,-11.1423,-290.978855386,0.172239,0.152932,-0.548708,-764.929,-1.26076,313.518,51800,1720.72,14.0547,-3.05536,26.387371669523418,2.98887,7.5984889985993505
0.29143,0.00193959,-648.595,498.175,64.3140869140625,648.268,254,497.733,-165.344,321.5704345703125,-251.570307314,17152.63091165945,0.00839988,-4213.72,-4211.19,135.807,0.716709,255000,36.312271292321384,-162.973,-0.0215477,-0.00461578,3.50052,2750000,0.0834015,-1.69278,0.329234,0.66115,70.39160288125277,0.00235636,-11.9853,-285.112150965,0.166096,0.155709,-0.562095,-652.815,-1.54818,266.307,52000,1259.22,13.5334,-2.9515,26.37668847385794,2.83209,7.7026431150734425
0.27134,0.00183024,-712.035,510.365,61.082733154296875,707.758,255,509.432,-163.033,305.4136657714844,-245.769806193,17223.849970075302,0.00718144,-4887.63,-4941.97,185.579,0.741118,256000,36.279723790474236,-156.993,-0.038231,-0.00420476,2.98631,2760000,0.0470733,-1.6402,0.521723,0.662018,70.76844463404268,0.00253558,-11.8144,-315.161474609,0.170595,0.161569,-0.564278,-714.422,-1.33379,267.39,52200,1803.22,13.0936,-3.47951,26.684963332489133,2.97639,7.803757511079311
0.411623,0.00195217,-690.825,506.096,64.69734954833984,691.497,256,509.705,-152.534,323.48675537109375,-236.430930028,17300.203121214174,0.00750052,-4757.23,-4828.24,205.694,0.73413,257000,36.73150137718767,-155.123,-0.0864304,-0.00552559,3.25166,2770000,0.0917418,-1.52362,0.40805,0.711709,75.37951095867902,0.0023565,-12.3011,-304.202956185,0.172848,0.163636,-0.579303,-701.052,-1.29543,305.357,52400,1487.42,12.6905,-3.02442,30.53314949106425,3.03848,8.1148600904271
0.304693,0.00198912,-699.127,506.171,59.732234954833984,700.256,257,511.576,-195.992,298.6611633300781,-223.01524494,17375.866876738146,0.00746516,-5117.3,-5108.17,170.103,0.716444,258000,37.70628881175071,-193.037,0.140842,-0.00818662,2.96052,2780000,0.103088,-1.55982,0.355695,0.679903,76.33673197496682,0.00216297,-10.6217,-261.002058446,0.174818,0.1614,-0.580974,-709.21,-1.37563,325.861,52600,1449.42,15.807,-2.88226,30.705314251594245,2.83204,7.925128911621869
0.270079,0.0018952,-675.952,533.707,62.711517333984375,678.695,258,536.614,-160.082,313.5575866699219,-240.566627076,17445.7815369796,0.00920788,-6098.14,-5997.23,189.645,0.732716,259000,37.034054197371006,-163.417,-0.0283301,-0.00336084,3.17614,2790000,0.0383816,-1.64651,0.292642,0.71421,72.17767385113984,0.00197958,-10.3379,-279.438666526,0.180432,0.170179,-0.564027,-683.316,-1.45768,288.525,52800,1398.8,13.1968,-2.78563,27.205117733217776,3.00301,7.938501920551062
0.286824,0.00177958,-748.619,528.902,65.87002563476562,752.308,259,533.458,-164.769,329.3501281738281,-224.565528478,17515.096365248784,0.00802385,-4840.0,-4844.29,220.799,0.760667,260000,34.77195758279413,-162.617,-0.0139058,-0.00296192,4.20926,2800000,0.0346678,-1.64995,0.369787,0.696902,67.6492282403633,0.00252194,-10.5675,-291.405481796,0.174912,0.152396,-0.559655,-756.603,-1.20571,324.534,53000,1591.32,16.164,-3.24106,25.52396801393479,2.96456,7.353302643634379
0.217452,0.00183773,-650.41,471.059,61.62100601196289,646.944,260,470.734,-185.882,308.10504150390625,-220.313570563,17585.197279273532,0.00936899,-3973.28,-3984.19,169.206,0.721736,261000,36.438517787493765,-175.817,0.0187632,-0.00416954,2.92733,2810000,-0.0265613,-1.45292,0.251667,0.676104,70.44999722670764,0.00265896,-9.19144,-259.580897745,0.169142,0.159497,-0.549694,-653.455,-1.58605,266.978,53200,1517.84,13.3448,-3.08342,26.27147270552814,2.95049,7.740006733685732
0.344304,0.00192152,-684.09,484.752,62.38754653930664,685.038,261,488.634,-157.723,311.937744140625,-238.028784874,17654.86785213556,0.00780681,-3773.26,-3827.73,205.739,0.736412,262000,36.09082910325378,-158.679,-0.022408,-0.0049248,3.095,2820000,0.0343053,-1.58493,0.383817,0.71597,70.01010854355991,0.00234972,-12.3754,-264.16993596,0.174556,0.156607,-0.570141,-689.467,-1.36366,282.521,53400,1769.46,11.0345,-2.84595,26.23896534834057,2.94755,7.680314091965556
0.204792,0.00201036,-602.734,451.518,61.48675537109375,597.024,262,451.734,-136.815,307.43377685546875,-252.3643268,17723.873037997633,0.00834409,-4111.84,-4133.2,205.064,0.713809,263000,35.75208801031113,-137.337,-0.0907104,-0.00413503,2.72838,2830000,0.0595393,-1.73734,0.406536,0.650047,69.68828397616744,0.00246013,-9.9979,-308.558506898,0.16792,0.145535,-0.555235,-603.44,-1.57863,241.461,53600,1018.16,12.1715,-2.8367,26.356235132552683,2.84342,7.57996083330363
0.318152,0.00188788,-791.638,552.619,63.8828239440918,791.914,263,556.354,-193.513,319.41412353515625,-235.907380017,17789.915334889665,0.0105793,-6132.38,-6187.59,165.28,0.77614,264000,35.070316249504685,-195.822,-0.0653621,-0.00179552,3.30572,2840000,0.093917,-1.81836,0.348633,0.676048,66.19814551901072,0.00256456,-11.4787,-306.506768992,0.178621,0.165151,-0.551609,-797.831,-1.08797,347.863,53800,1538.41,14.9435,-3.27755,23.739307104609907,3.06546,7.388522164896131
0.218222,0.00186807,-682.092,459.068,63.71843338012695,687.31,264,459.371,-169.304,318.5921630859375,-212.547919685,17859.183929644525,0.00635863,-3559.77,-3494.04,202.164,0.73529,265000,34.91527198255062,-162.415,-0.0373926,-0.00426193,3.7079,2850000,0.0337859,-1.67871,0.325324,0.661464,67.92714101541787,0.00202642,-11.1832,-245.432057334,0.174729,0.156381,-0.561714,-691.135,-1.32963,302.362,54000,1430.77,14.2423,-2.91924,25.59374725446105,2.92428,7.418121778406203
0.331262,0.00177006,-675.244,493.934,60.89985656738281,678.588,265,496.155,-140.242,304.499267578125,-233.16361836,17929.89744892344,0.00868971,-5491.32,-5550.24,168.102,0.75122,266000,36.25740493927151,-139.751,-0.00728774,-0.00309275,3.27021,2860000,0.0330772,-1.44144,0.326044,0.656709,70.870928324759,0.00230148,-11.4551,-255.304049535,0.174627,0.17226,-0.556624,-681.938,-1.32579,309.196,54200,1857.06,12.0229,-3.37825,26.74759285710752,2.99224,7.865930528379977
0.226452,0.00196078,-787.713,578.769,63.141422271728516,793.114,266,583.179,-172.618,315.7071228027344,-242.899320024,18000.249606567435,0.00908106,-5287.53,-5306.43,181.815,0.756836,267000,36.10095796454698,-178.759,-0.0104026,-0.00413092,3.02737,2870000,0.00747778,-1.66058,0.36622,0.625607,70.2232242403552,0.00214548,-10.736,-289.91371727,0.184146,0.178204,-0.560803,-799.043,-1.31374,377.432,54400,1547.83,9.7568,-3.04097,26.399985997006297,3.08395,7.722280278801918
0.249965,0.00193918,-811.391,567.979,61.00639343261719,816.615,267,571.976,-161.762,305.031982421875,-213.680338995,18070.23896871973,0.0079343,-5109.49,-5160.37,218.815,0.784531,268000,36.230997399427,-162.389,-0.0132064,-0.00373709,2.95297,2880000,0.1243,-1.96889,0.3618,0.691211,70.26410456281155,0.00214033,-11.8711,-298.394510202,0.182883,0.169443,-0.551182,-821.85,-0.984127,359.252,54600,1721.46,15.5964,-3.54317,26.238580458797514,3.11857,7.794526704587042
0.219231,0.00191826,-659.169,482.82,64.36228942871094,661.109,268,482.909,-149.839,321.81146240234375,-271.556892246,18139.96658839751,0.00706482,-4877.95,-4873.71,176.99,0.745019,269000,35.957603943534195,-142.651,-0.0531653,-0.00330073,3.04618,2890000,0.0201965,-1.42576,0.363515,0.645982,69.79869096912444,0.00230263,-11.0743,-271.759358057,0.172737,0.161503,-0.557378,-664.962,-1.32104,268.917,54800,1292.92,12.3333,-2.87772,26.183278555981815,2.92165,7.657808469608426
0.23074,0.00174759,-718.104,506.57,57.70172882080078,718.065,269,506.769,-145.289,288.5086364746094,-226.485356203,18210.151557161473,0.00736722,-3894.86,-3854.23,178.176,0.764548,270000,35.8880019467324,-145.848,-0.0834863,-0.00449807,4.23427,2900000,0.122015,-1.72771,0.226637,0.672415,69.95964663568884,0.00234599,-12.3834,-306.562495198,0.18151,0.151406,-0.556557,-722.082,-1.18086,293.119,55000,1269.37,15.3871,-2.58023,26.246542264707386,3.06062,7.825102424249053
0.322462,0.00179352,-629.893,493.826,59.34071350097656,629.949,270,497.357,-151.643,296.70355224609375,-245.412178453,18279.70324586518,0.00841614,-4518.26,-4569.42,166.512,0.710353,271000,36.11407651100308,-145.693,-0.0750993,-0.00317624,2.82137,2910000,0.0712981,-1.51108,0.250188,0.652654,70.10459128953516,0.00230914,-12.5866,-263.639665961,0.17814,0.174421,-0.552823,-634.03,-1.61992,271.143,55200,1539.22,14.5598,-3.19884,26.30556514672935,2.82161,7.684949631802738
0.299724,0.00197223,-724.619,558.168,62.733497619628906,726.018,271,559.793,-152.885,313.66748046875,-225.231836419,18349.390347678214,0.00872328,-4327.14,-4343.5,163.654,0.741527,272000,35.56245847698301,-152.72,-0.0758441,-0.00434939,2.80549,2920000,0.0464486,-1.5985,0.324803,0.633506,69.40091424249113,0.00232836,-10.4601,-298.984860277,0.176106,0.168484,-0.546307,-731.277,-1.3867,306.341,55400,1394.72,9.70351,-3.15794,26.2548422338441,2.90542,7.583613531664014
0.23625,0.00201455,-666.098,475.056,59.103816986083984,663.426,272,474.988,-165.439,295.5190734863281,-222.913937733,18418.221290344372,0.00722776,-4665.29,-4661.23,180.788,0.730299,273000,35.84962287917733,-168.997,-0.10355,-0.00594334,3.77947,2930000,0.0464972,-1.64414,0.375104,0.685654,69.55943317525089,0.00234649,-10.3619,-295.063905385,0.174387,0.158911,-0.563786,-666.552,-1.42613,256.733,55600,1088.68,14.9877,-3.08221,26.138564120978117,2.94027,7.571246175095439
0.218201,0.00189625,-721.274,518.18,56.49744415283203,714.032,273,519.601,-195.239,282.4872131347656,-218.051376754,18487.405545879155,0.00805558,-4886.55,-5391.25,240.846,0.753504,274000,35.12207428738475,-197.541,-0.026746,-0.00613806,2.7109,2940000,0.076503,-1.56221,0.383023,0.720707,69.02766854688525,0.00183171,-9.84253,-285.820358216,0.181645,0.165309,-0.552145,-723.798,-1.30655,302.418,55800,1343.71,13.1143,-2.98632,26.319465283304453,2.97381,7.586128976196051
0.229924,0.00187896,-670.414,531.56,58.71701431274414,670.177,274,531.653,-149.473,293.5850830078125,-227.621777875,18556.424848425202,0.00785315,-4087.33,-4204.94,176.083,0.743575,275000,35.27993795555085,-142.575,0.0034399,-0.00312644,3.82513,2950000,0.0316889,-1.51606,0.344375,0.692306,68.88527825009078,0.00218838,-12.2526,-337.670646758,0.180388,0.169721,-0.575428,-675.466,-1.29845,298.536,56000,1343.39,14.9232,-2.94615,26.08180040307343,3.03188,7.523539891466498
0.353011,0.00197129,-608.829,459.005,59.91080856323242,612.409,275,461.677,-140.053,299.5540466308594,-224.852649217,18624.283935490064,0.00853277,-4554.96,-4656.43,194.851,0.741502,276000,35.414935702458024,-128.766,-0.0853205,-0.00429016,3.05494,2960000,-0.0344612,-1.52711,0.423705,0.664591,68.78346851002425,0.00192826,-13.0994,-320.753329552,0.173614,0.157937,-0.557534,-618.182,-1.42607,286.922,56200,1257.34,15.725,-3.1573,25.804829081520438,3.02693,7.563703726045787
0.212194,0.00167788,-732.68,566.02,61.16332244873047,731.373,276,567.887,-143.49,305.8166198730469,-232.619699096,18688.345177883282,0.0065957,-6024.54,-5987.52,179.577,0.778952,277000,34.49182695429772,-138.837,-0.0201701,-0.00220864,3.94094,2970000,0.018354,-1.79349,0.481052,0.62646,64.90838237851858,0.00259849,-11.2818,-282.208404595,0.184505,0.162141,-0.559311,-740.195,-1.08515,332.101,56400,1527.68,13.2833,-3.47926,23.215472048148513,3.13898,7.201083376072347
0.26665,0.0019086,-764.674,560.153,62.2537727355957,761.734,277,562.956,-158.672,311.26885986328125,-221.328014986,18752.876297388226,0.00809264,-6039.1,-6115.67,167.433,0.7753,278000,33.64563116617501,-153.702,0.0428709,-0.00532832,2.95074,2980000,-0.0474596,-1.54771,0.399113,0.675802,64.08791211433709,0.00226485,-9.90638,-281.168570037,0.179287,0.154485,-0.550386,-771.26,-1.15453,348.485,56600,1324.47,14.27,-2.86986,23.23741631861776,3.07912,7.204864629544318
0.317666,0.00183353,-730.792,533.61,60.58203125,729.245,278,535.06,-139.551,302.91015625,-246.560314637,18816.630060231313,0.00717937,-4705.59,-4723.2,169.289,0.77127,279000,34.089917382225394,-135.276,-0.0430193,-0.00307288,3.8063,2990000,0.05142,-1.57547,0.435268,0.651306,64.58993275370449,0.00249921,-9.40029,-289.485197636,0.179631,0.174567,-0.55447,-736.003,-1.11984,326.888,56800,1265.65,15.7096,-4.15229,23.1647107899189,3.07407,7.3353045815601945
0.331982,0.00195214,-667.4,493.084,61.936119079589844,666.945,279,497.487,-155.434,309.68060302734375,-231.599077061,18880.20505586732,0.00875208,-4190.73,-4153.97,172.229,0.754532,280000,33.25469195749611,-151.866,0.0384225,-0.00492787,3.915,3000000,0.0724318,-1.57419,0.413816,0.681242,63.60504171717912,0.00220892,-9.85922,-293.039732454,0.184324,0.16819,-0.565649,-672.085,-1.21231,324.504,57000,1530.3,13.8997,-3.21582,23.22483468335122,3.06405,7.125515076331794
0.33203,0.0020728,-573.55,481.838,63.46841812133789,573.199,280,483.375,-132.377,317.34210205078125,-226.662018329,18943.664812489413,0.00747528,-4670.73,-4715.87,181.277,0.692255,281000,33.225684029981494,-127.843,-0.0304756,-0.00891925,2.60172,3010000,0.0479157,-1.69983,0.327073,0.665141,63.38449119590223,0.00214092,-10.6641,-272.993340306,0.173409,0.160811,-0.561985,-579.476,-1.71277,228.565,57200,1055.47,10.3779,-2.95148,23.040998600423336,2.83927,7.117808565497398
0.243278,0.00200704,-615.28,491.898,60.996826171875,614.686,281,496.182,-153.864,304.984130859375,-217.265131505,19007.77201214712,0.00770423,-4822.93,-5046.56,170.413,0.729961,282000,33.302053024061024,-155.468,-0.0288371,-0.00456573,3.41227,3020000,0.0464836,-1.87419,0.228326,0.690873,63.72445742134005,0.0019893,-10.0975,-279.684720034,0.178723,0.173244,-0.552528,-621.143,-1.44739,281.868,57400,1219.99,13.9072,-3.16933,23.305651444010437,3.05642,7.116752953268588
0.279494,0.00196947,-629.437,509.616,59.02570343017578,630.017,282,510.583,-135.024,295.1285095214844,-225.653689959,19071.454717568122,0.00842661,-4999.41,-4953.77,139.778,0.717661,283000,33.68588775489479,-129.413,0.00102222,-0.00442746,2.99495,3030000,0.0447585,-1.82545,0.247843,0.663514,63.84113538544625,0.00224803,-10.2912,-270.687180165,0.180135,0.188561,-0.563301,-634.755,-1.57929,287.42,57600,1228.55,10.6047,-3.31594,23.02833480667323,2.96275,7.126912823878229
0.381223,0.00200857,-630.006,471.463,58.085716247558594,625.141,283,471.974,-109.392,290.4285888671875,-256.544248075,19135.239027247764,0.00725269,-3847.33,-3819.42,180.462,0.728077,284000,33.52861569542438,-111.765,-0.0323731,-0.00484581,2.96363,3040000,0.0280619,-1.56138,0.326116,0.663455,63.76479209121317,0.00249402,-11.5548,-296.304232473,0.178244,0.166384,-0.55218,-631.212,-1.50961,294.384,57800,990.19,14.2493,-2.78724,23.07504368852824,3.03555,7.161132707260549
