Policy Loss,Sample Time (s),Policy log std Mean,(Previous) Eval Time (s),Z mean eval,Policy mu Std,Log Pis Std,R Predictions Mean,Log Pis Mean,AverageReturn_all_test_tasks,Policy mu Mean,Q Predictions Std,Train Time (s),Number of env steps total,Log Pis Min,V Predictions Min,Policy log std Min,KL Divergence,Z variance eval,Q Predictions Min,KL Loss,RF Loss,V Predictions Std,Log Pis Max,AverageReturn_all_train_tasks,Epoch Time (s),R Predictions Min,V Predictions Max,Q Predictions Mean,Z mean train,Z variance train,Number of rollouts total,Policy mu Min,Epoch,Q Predictions Max,Policy log std Max,Policy mu Max,R Predictions Max,R Predictions Std,Number of train steps total,VF Loss,Policy log std Std,QF Loss,Total Train Time (s),V Predictions Mean
-1392.06,7.219925246994535,-0.437777,73.06813678300023,0.59232,0.963082,8.72431,-0.0169557,0.0267461,789.330245992,0.144124,657.942,377.24430879699867,368000,-16.5443,6.82612,-2.00913,94.41962432861328,0.0492341,-20.5895,9.441962242126465,579.176,644.498,66.3628,784.981442324,457.53237082699343,-0.209879,2347.63,1350.6,0.398574,0.0320023,15316,-4.88734,41,2327.09,0.289944,8.13722,0.148274,0.0332916,168000,892.199,0.223469,2313.5,19399.744849498995,1401.7
-1392.16,7.31723760100067,-0.44513,76.46722364599918,0.353026,0.991881,9.14856,-0.0186997,0.599572,838.58391044,0.139571,689.339,377.26668882800004,372000,-18.1707,-3.89226,-2.54568,95.11678314208984,0.0353194,-0.680071,9.511678695678711,565.284,672.688,47.64,831.928060094,461.0511500749999,-0.285148,2225.7,1345.1,0.507662,0.0319277,15410,-5.64972,42,2215.66,0.162582,5.38607,0.116036,0.0332006,172000,1211.57,0.219383,2531.83,19861.232300212992,1403.28
-1361.73,7.324730314994667,-0.434313,76.90413083799649,0.40171,0.957551,8.32432,-0.0185352,-0.136512,893.023465009,0.143804,664.049,377.98388910799986,376000,-15.6768,12.1899,-1.89138,86.00493621826172,0.025165,11.7176,8.600493431091309,566.373,654.889,44.0063,807.713358922,462.212750260991,-0.175235,2132.25,1318.69,0.343687,0.0327315,15507,-4.04288,43,2125.1,0.0619793,4.61616,0.150642,0.0325301,176000,1128.42,0.220993,2316.81,20319.000908135982,1346.18
-1392.15,7.277274132997263,-0.444884,72.46079334599926,0.283096,0.964416,8.60474,-0.0174235,0.147448,687.93271961,0.175047,696.58,373.3596597659998,380000,-14.8569,4.30974,-1.87064,84.17803192138672,0.0253878,-22.974,8.417803764343262,567.815,685.445,52.0884,700.272338901,453.09772724499635,-0.181101,2217.85,1347.6,0.967408,0.0487237,15610,-4.88983,44,2196.64,0.135212,7.23835,0.0926856,0.0314318,180000,796.679,0.216042,2370.12,20771.855753885975,1394.65
-1382.05,7.07859573099995,-0.437964,72.2186480370001,0.482962,1.00403,9.23684,-0.0164944,0.779491,887.9439829,0.163411,711.723,377.7589953209972,384000,-15.0684,-1.79701,-2.03946,133.77293395996094,0.0484498,6.90007,13.377293586730957,554.148,698.072,56.8502,838.353154552,457.05623908899724,-0.304419,2393.03,1323.69,1.49731,0.0106302,15700,-5.10326,45,2380.27,0.10175,7.14887,0.125175,0.0337675,184000,1085.58,0.220583,2335.18,21230.848398622977,1370.86
-1467.16,7.0629530909973255,-0.454535,74.15545655000096,0.559261,1.01126,9.71925,-0.0176399,1.05458,872.741405477,0.15558,705.749,377.7451214119974,388000,-17.3402,10.6154,-1.96077,108.49679565429688,0.0241408,11.3682,10.849679946899414,584.017,687.236,57.8829,842.371038826,458.9635310529957,-0.236709,2513.54,1407.47,0.479679,0.0411455,15791,-6.50483,46,2510.12,0.165701,5.38957,0.162586,0.0312555,188000,1108.64,0.229365,2176.89,21687.75498797797,1456.56
-1559.72,7.281503227997746,-0.45131,72.09940655699756,0.592266,0.99254,9.85999,-0.0162417,0.548814,739.126456052,0.129578,701.841,376.97638918400116,392000,-20.2316,16.345,-2.63359,111.93643188476562,0.0298599,4.30241,11.193643569946289,576.36,681.878,60.8577,703.004087714,456.3572989689965,-0.315726,2552.81,1516.58,0.645593,0.0226279,15885,-5.27224,47,2544.25,0.150168,7.38986,0.146427,0.032507,192000,1360.48,0.237381,2545.34,22142.164087126966,1549.84
-1445.14,7.329095606000919,-0.446812,70.1519447440005,0.2705,0.976365,9.20825,-0.0183652,0.371014,854.244584193,0.133557,684.614,377.24697483099953,396000,-14.9247,7.66106,-1.99654,106.23719787597656,0.0375038,-6.33781,10.623720169067383,582.316,670.397,44.4648,901.359417567,454.72801518100096,-0.243334,2270.08,1392.39,1.39727,0.0437804,15971,-6.99017,48,2248.69,0.138407,4.40836,0.107447,0.0305659,196000,938.986,0.234339,2617.96,22604.827060086962,1440.47
-1505.61,7.240375432000292,-0.445815,78.08749496499877,0.798335,1.01795,9.94795,-0.0200926,1.04213,701.982320499,0.149574,735.034,377.0432663469983,400000,-14.9324,0.384533,-1.9602,131.328125,0.0244397,-1.66643,13.1328125,558.475,717.443,55.4474,692.019965002,462.37113674399734,-0.202217,2389.73,1450.24,0.244572,0.026359,16089,-4.58263,49,2368.01,0.156224,7.1453,0.107387,0.0323822,200000,1045.48,0.230579,2480.27,23062.42060663796,1508.01
-1517.64,7.452565684998262,-0.43428,73.3105264040023,0.213701,1.01548,9.82192,-0.0180737,0.927795,728.769390798,0.168238,713.107,375.77484688099867,404000,-14.609,-8.9712,-1.80551,104.1390609741211,0.028853,-8.83968,10.41390609741211,568.656,696.147,51.8512,717.003010526,456.53793896999923,-0.304515,2366.11,1465.8,1.06556,0.0498636,16191,-6.18304,50,2342.98,0.254932,5.60943,0.153945,0.0319852,204000,1231.38,0.21925,2880.42,23519.200331784956,1512.81
-1645.54,7.232233578004525,-0.439171,73.55275531200095,0.878812,1.05221,10.7853,-0.0140596,1.52909,755.222984005,0.153354,786.191,377.83211475400094,408000,-15.3127,11.6251,-2.02484,176.19332885742188,0.0151964,-39.0683,17.619333267211914,563.43,757.195,57.8505,790.565851434,458.6171036440064,-0.229998,2824.27,1577.25,0.653551,0.0210219,16291,-4.98445,51,2814.94,0.551114,7.40807,0.153007,0.0325758,208000,1475.79,0.231702,2750.72,23977.897262161958,1635.85
-1534.88,7.4909368049993645,-0.452167,73.63366634200065,0.183377,1.00695,9.24086,-0.0188544,0.750424,928.96353814,0.121158,747.907,377.0205374210018,412000,-17.4507,-14.7612,-1.792,100.47109985351562,0.0245053,-34.4923,10.047110557556152,555.338,726.121,50.3461,930.241954511,458.1451405680018,-0.243006,2385.98,1491.42,0.804041,0.0244798,16380,-5.18682,52,2387.84,0.209479,4.8353,0.107178,0.0316151,212000,946.733,0.228735,4085.66,24432.492487911964,1540.13
-1645.2,7.295601071000419,-0.465034,70.08426051899733,0.520621,1.04085,10.2326,-0.0173895,1.66276,884.85249861,0.124684,758.51,377.08575933500106,416000,-15.4494,-10.3983,-2.30414,139.916259765625,0.0367332,-4.69066,13.991625785827637,559.266,739.738,51.8525,899.810457185,454.4656209249988,-0.276681,2620.88,1592.11,0.862638,0.0235331,16462,-5.1505,53,2597.26,0.138448,5.27287,0.162756,0.0322301,216000,1285.74,0.236075,2859.55,24889.236461977955,1652.52
-1605.18,7.53633254799206,-0.451867,72.36313883799812,0.416813,1.00772,9.6953,-0.018784,1.04623,884.424723494,0.106368,731.732,378.2663832299986,420000,-17.2296,16.4042,-2.1894,109.71128845214844,0.0267037,-17.2926,10.971129417419434,572.353,704.742,64.5347,870.941111779,458.1658546159888,-0.210824,2497.03,1543.27,1.55438,0.0168506,16542,-4.56462,54,2491.88,0.199501,5.35385,0.104462,0.0311812,220000,1874.01,0.24076,3050.92,25348.337974517945,1584.95
-1583.43,7.20858922998741,-0.448635,73.2992745770025,0.64771,1.02487,10.3345,-0.017347,1.04532,874.797628886,0.152107,742.328,376.6460161370014,424000,-16.3104,-35.7484,-2.26506,107.3563003540039,0.0468739,-8.77698,10.73563003540039,579.516,719.041,51.3629,813.119404384,457.15387994399134,-0.221781,2523.83,1539.03,0.773254,0.038926,16635,-5.26125,55,2529.13,0.166532,6.05727,0.167671,0.0335452,224000,3476.61,0.224006,4905.12,25802.990725734944,1557.46
-1517.46,7.030256135003583,-0.452133,70.7992782959991,0.756541,1.00351,9.84681,-0.0183484,0.762505,837.277558856,0.121501,736.552,376.46311927699935,428000,-16.2335,-5.20571,-2.25359,96.57060241699219,0.0259791,-34.8511,9.657060623168945,553.82,719.303,60.9984,814.335250562,454.29265370800204,-0.187286,2473.22,1475.23,1.12577,0.0380017,16736,-5.92563,56,2464.92,0.339445,5.11026,0.152858,0.0335303,228000,1352.28,0.227872,3081.71,26261.22563396294,1519.76
-2183.01,7.378809097997873,-0.468333,74.74184142900049,0.478618,1.22395,13.8339,-0.0148617,5.15863,835.955185144,0.202666,1811.62,377.7003494439996,432000,-15.5632,-32.8423,-1.86963,2476.032958984375,0.0132183,-32.7637,247.60330200195312,557.665,1819.74,83.8918,838.089698603,459.82099997099795,-0.341473,6959.6,2147.86,3.71675,0.0166555,16831,-6.63123,57,7138.86,0.366242,9.94866,0.116358,0.033161,232000,8401.42,0.233039,17903.3,26720.010363910937,2240.82
-1567.85,7.389550134001183,-0.444248,73.70656345799944,0.535475,0.988537,8.92673,-0.0178034,0.651188,926.839205818,0.171047,719.255,378.69752585600145,436000,-15.4371,21.4613,-2.17796,93.5755844116211,0.0131373,6.74304,9.357558250427246,555.396,696.283,53.0891,922.529361822,459.79363944800207,-0.224261,2318.37,1520.48,0.147372,0.0129651,16916,-5.26968,58,2307.46,0.333463,4.48108,0.0910471,0.0316657,236000,1320.31,0.222473,3408.76,27175.100262760934,1564.27
-1551.23,7.612125634004769,-0.467687,69.00339513299696,0.312001,1.03012,9.84626,-0.0189857,1.58464,881.106117859,0.1436,760.864,376.3407409899992,440000,-17.0666,14.8287,-1.88945,158.703125,0.0257152,-97.166,15.870312690734863,565.998,737.196,67.8185,876.579264983,452.9562617570009,-0.245936,2410.74,1505.15,0.200157,0.0158324,17001,-5.47567,59,2403.27,0.283175,7.0342,0.114382,0.0322641,240000,1373.16,0.239124,6663.33,27632.14133185594,1552.72
-1619.37,7.135484525999345,-0.464372,73.08889746799832,0.678315,1.0081,9.84439,-0.0160702,1.00396,808.021756869,0.13954,778.075,376.6123340999984,444000,-16.8303,25.8882,-2.27484,210.08413696289062,0.0255805,-17.4368,21.008413314819336,565.462,756.191,52.1168,836.832429525,456.8367160939961,-0.244151,2949.86,1572.03,0.98602,0.0342714,17088,-5.75915,60,2941.69,0.207251,6.98271,0.280469,0.0328357,244000,1172.5,0.240311,3505.01,28089.646242932937,1624.0
-1643.83,7.263746935997915,-0.461014,73.75802078400011,0.49534,1.016,9.85239,-0.0169539,1.08823,715.021366634,0.111879,748.135,376.5775709269983,448000,-17.6874,21.9417,-1.86267,125.48788452148438,0.0303477,4.68991,12.548789024353027,588.406,735.533,58.2719,695.989970085,457.59933864699633,-0.312531,2838.67,1612.46,0.469938,0.0243707,17183,-6.26532,61,2817.46,0.0453048,4.79053,0.0882255,0.0323456,248000,1234.08,0.230254,2836.1,28547.53151810193,1657.41
-1614.38,7.324364567997691,-0.45583,74.04465709099895,1.32359,1.01062,10.3739,-0.0164241,0.808336,806.704455898,0.128638,784.656,377.51896606500304,452000,-15.7396,-8.43324,-2.52627,136.098876953125,0.029785,-19.3754,13.609888076782227,559.81,760.323,66.2746,733.148152416,458.8879877239997,-0.2689,2588.36,1564.53,0.360452,0.0315503,17274,-5.52855,62,2596.16,0.453571,6.22657,0.158421,0.0324197,252000,1261.11,0.234467,2909.03,29006.88913330994,1612.44
-1697.35,7.382417082997563,-0.448134,74.51478981699984,0.935313,0.983034,9.64186,-0.0193099,0.248243,789.655214305,0.111878,758.755,381.2102522999994,456000,-16.0875,-34.9973,-2.49188,120.4997329711914,0.0286356,6.51138,12.049973487854004,570.906,737.942,61.4995,790.569118883,463.1074591999968,-0.221618,2627.51,1651.66,1.95676,0.0401264,17371,-7.39266,63,2626.32,0.0714594,4.86712,0.0810305,0.0294782,256000,1639.39,0.241422,4025.12,29469.79321646693,1693.66
-1703.95,7.164477213991631,-0.454557,74.31215136100218,1.56332,1.0173,10.7523,-0.0180743,0.884674,812.478086092,0.105631,785.08,377.0170581279999,460000,-16.0457,-11.1262,-2.53128,124.63870239257812,0.0496442,8.75334,12.46387004852295,569.205,760.571,62.6655,769.839664805,458.4936867029937,-0.303939,2712.09,1653.52,1.02641,0.0398013,17470,-8.33002,64,2719.61,0.141651,5.68259,0.124172,0.0334348,260000,1577.17,0.241299,3598.16,29931.196350283928,1697.92
-1874.63,7.393243338010507,-0.457095,77.22246156999972,0.784464,1.08734,12.0433,-0.017028,2.33401,845.882580948,0.160491,990.076,376.4807850310026,464000,-15.7285,-8.16276,-2.52561,629.2451171875,0.034399,-10.028,62.92451095581055,579.775,980.87,70.1252,829.891415436,461.0964899390128,-0.224371,3894.47,1800.78,0.972601,0.0479287,17564,-5.86499,65,3841.96,0.286381,5.44746,0.0862897,0.0323611,264000,2390.43,0.23242,4699.65,30389.441642383936,1866.01
-1905.94,7.326883193003596,-0.457124,74.37160936500004,0.491936,1.04544,11.6758,-0.0164032,1.52669,877.656930078,0.125776,874.678,377.2955635010003,468000,-16.2302,20.0931,-2.59935,369.37689208984375,0.0436785,1.22653,36.93769073486328,583.13,848.086,61.8671,896.540520406,458.9940560590039,-0.303793,3341.95,1818.58,0.397717,0.0409365,17654,-6.48675,66,3338.52,0.133846,6.15045,0.29555,0.0310256,268000,1957.09,0.248778,7296.31,30845.125954992945,1888.87
-1703.41,7.244424371005152,-0.46359,71.06293245299821,0.456682,1.0151,10.2833,-0.0172045,1.07293,762.085539609,0.124872,781.201,378.659020502997,472000,-17.774,11.3042,-2.29347,122.80593872070312,0.0334029,-3.96993,12.280593872070312,559.111,752.71,56.9873,747.300010364,456.9663773270004,-0.174586,2767.82,1661.08,0.684321,0.0225103,17743,-5.75539,67,2778.13,0.125021,4.73612,0.15865,0.0315882,272000,1484.92,0.242139,3610.31,31302.460443483946,1699.54
-1761.31,7.290138942003978,-0.453532,71.4312945649981,1.17885,0.989907,10.7011,-0.0172164,0.531019,932.758026985,0.143569,777.202,376.27222722100123,476000,-17.8303,-14.3865,-1.96108,121.5632095336914,0.0487309,-8.36171,12.15632152557373,572.512,748.529,76.6496,879.253646575,454.9936607280033,-0.236917,2875.39,1721.01,0.431452,0.0246686,17831,-6.18657,68,2906.92,0.414427,4.54155,0.113201,0.0314594,276000,1711.37,0.248377,4206.24,31756.30375483695,1767.75
-1654.67,7.239731535006285,-0.471522,70.28166907500054,1.03798,1.04368,10.8749,-0.0162262,1.62718,595.497825175,0.124684,811.0,377.11877268100216,480000,-15.9734,0.293966,-2.39398,212.11187744140625,0.0314689,-25.0324,21.2111873626709,552.126,795.557,67.8469,607.439831606,454.640173291009,-0.24151,2865.35,1603.82,1.26578,0.0377986,17942,-6.93017,69,2786.36,0.164698,5.56646,0.119984,0.0308104,280000,1686.72,0.251404,7158.89,32211.339097732958,1668.52
-1972.05,7.313891195997712,-0.485475,70.67811127800087,1.27738,1.11818,11.6539,-0.0156842,3.17304,568.87837089,0.0886169,1124.6,377.74179669399746,484000,-16.028,-8.67618,-1.90433,678.549560546875,0.0250829,15.5624,67.8549575805664,572.367,1112.79,73.3022,615.265113314,455.73379916799604,-0.243595,5322.87,1909.81,6.18728,0.0416411,18040,-6.30546,70,5305.96,0.0588168,6.22459,0.120387,0.0304355,284000,2965.69,0.258166,8886.28,32666.66331275397,1971.26
-1719.91,7.277526409998245,-0.458311,70.26983708100306,0.926003,0.944823,9.50281,-0.014635,-0.348029,764.249211328,0.11587,812.137,378.06839355899865,488000,-17.7099,-2.54294,-2.19381,152.37921142578125,0.0556477,1.235,15.237921714782715,574.687,801.412,63.6051,712.305780046,455.61575704999996,-0.204181,3054.84,1680.39,1.42937,0.0289061,18132,-6.14506,71,3455.39,0.112688,5.06005,0.131076,0.0331868,288000,1971.96,0.244476,4871.82,33125.26423596795,1712.45
-1744.65,7.258741881989408,-0.460033,73.2558817340032,0.988293,1.00695,10.2196,-0.0184766,0.893115,884.121579145,0.111637,784.201,377.34577447800257,492000,-16.2016,-18.8245,-2.12912,149.86102294921875,0.0205739,-8.98924,14.986102104187012,573.185,757.64,55.0532,827.998921773,457.8603980939952,-0.268652,2567.11,1701.24,1.26599,0.0323609,18214,-7.71549,72,2579.59,0.230633,6.23582,0.114669,0.0313187,292000,1473.05,0.247171,2998.27,33580.053418918935,1743.93
-1824.84,7.583051722001983,-0.461551,70.18521322299785,1.66011,1.05,11.1306,-0.0179176,1.59217,757.333827191,0.100201,942.146,379.00890556800005,496000,-15.326,-31.2988,-2.32367,451.89007568359375,0.0383101,-25.6298,45.18900680541992,574.607,930.938,71.7853,696.986632731,456.7771705129999,-0.223749,3830.6,1769.69,0.485588,0.038257,18312,-8.3288,73,3786.57,0.152773,6.89697,0.0957166,0.0308663,296000,1988.76,0.257397,7417.79,34038.58971578994,1827.17
-1620.2,7.099161937003373,-0.472002,71.94536625200271,0.901934,1.00019,10.4862,-0.0157112,0.529173,841.126049814,0.0968136,787.618,377.4147025619968,500000,-16.7293,-19.4234,-2.30609,205.83030700683594,0.0287037,-18.4028,20.583030700683594,570.167,775.437,79.9057,769.55723146,456.4592307510029,-0.232759,2634.69,1581.82,1.371,0.0259814,18401,-9.21137,74,2605.14,0.0613827,6.99651,0.126471,0.0313102,300000,2259.74,0.251513,3997.3,34493.63883952394,1637.69
-1851.77,7.304111550976813,-0.457807,70.5359577939962,1.01208,1.06845,11.2323,-0.0152383,1.54713,663.348183083,0.141175,862.732,377.691393111003,504000,-17.7279,17.0406,-2.43616,248.65689086914062,0.0357568,-21.5232,24.865690231323242,572.568,846.568,61.5374,695.607689727,455.531462455976,-0.216995,3747.38,1794.17,0.729932,0.0267093,18491,-16.1571,75,3620.69,1.07602,8.52414,0.113338,0.0299712,304000,2839.34,0.248803,4571.06,34951.54833764892,1866.09
-2155.7,7.258034771984967,-0.466879,72.91483074799908,0.617552,1.11524,11.427,-0.0198103,3.18702,733.018160872,0.165417,1094.27,377.53920557799574,508000,-14.6991,-10.3173,-2.48751,508.22821044921875,0.0474881,-13.7794,50.82282257080078,577.939,1091.28,65.6714,709.406410097,457.7120710979798,-0.152644,4254.55,2089.64,3.7357,0.0251391,18586,-8.52331,76,4108.03,0.241089,5.9943,0.127653,0.0303147,308000,4244.92,0.25527,6175.04,35407.414165863906,2187.02
-1835.24,7.2884156340005575,-0.453293,71.06897761800064,5.47181,1.05707,11.3637,-0.0186384,1.98406,927.73354536,0.188305,1132.6,377.4588133090001,512000,-15.8789,-26.7731,-2.05907,3103.181396484375,0.018698,-6.62675,310.3181457519531,588.46,1131.44,68.8287,845.096824209,455.8162065610013,-0.23265,4462.07,1780.23,18.0962,0.0212161,18672,-6.51278,77,4461.07,0.0778573,5.27229,0.0845962,0.0304862,312000,2389.4,0.254879,5069.84,35858.76363099892,1839.69
-2118.5,7.132313745001738,-0.457261,66.6036412100002,2.66688,1.07339,11.7016,-0.0165502,2.10867,825.859477963,0.149553,1198.1,375.9631464000049,516000,-15.2451,2.23666,-2.10863,837.808349609375,0.0169017,-7.21799,83.78083801269531,582.67,1172.0,88.9443,774.0501744,449.69910135500686,-0.232887,4803.74,2046.51,1.34811,0.0194928,18769,-6.97778,78,4883.73,0.0529177,5.76958,0.142426,0.0315517,316000,3126.5,0.258536,5748.42,36317.11481415891,2109.05
-1979.03,7.492109096994682,-0.458129,75.25673552599619,1.18151,1.08037,11.0534,-0.0184271,2.42385,690.396575424,0.165661,1178.38,376.1640928850029,520000,-15.2783,-1.3519,-2.21182,672.35498046875,0.0266052,-39.9571,67.2354965209961,554.589,1175.56,78.6589,730.032121445,458.9129375079938,-0.232332,6580.24,1924.67,1.31819,0.0209819,18887,-5.88672,79,6525.73,0.165613,6.0569,0.0813452,0.0317875,320000,2385.62,0.241626,5481.89,36775.66169348491,1978.19
-1704.77,7.532165428987355,-0.451882,74.89160773799813,1.95284,1.0049,9.40236,-0.0161274,0.701759,568.504513919,0.100279,827.382,377.1228846610029,524000,-16.3555,-22.3385,-2.45401,309.5851135253906,0.0404448,-1103.98,30.958511352539062,551.368,811.484,52.5184,634.346177394,459.5466578279884,-0.184982,3146.09,1662.82,0.971371,0.0171634,19017,-5.42248,80,3374.57,0.0341862,5.6814,0.0978772,0.0291697,324000,2582.3,0.245599,7982.51,37231.25401634091,1698.22
-1695.8,7.422902707003232,-0.462455,70.93760574499902,2.5685,1.00381,8.28158,-0.0185453,1.02922,903.649420925,0.130228,867.898,377.4642873909979,528000,-17.7526,-6.76482,-1.83457,534.931884765625,0.0318385,-15.8337,53.49319076538086,584.848,861.36,43.1767,890.989387427,455.8247958430002,-0.302849,3702.49,1655.54,2.81694,0.0455499,19110,-5.01421,81,3713.46,0.0533384,4.21847,0.147332,0.0321147,328000,1989.31,0.224265,6152.14,37685.825935788904,1706.06
-2050.42,7.430027936992701,-0.480872,69.68606268899748,1.81665,1.07382,9.83248,-0.0174868,2.4935,924.089960045,0.146044,1170.07,377.17703593699844,532000,-14.7552,-12.7511,-2.2219,655.581787109375,0.0161382,5.72675,65.55818176269531,569.509,1168.87,51.941,899.59136078,454.2931265629886,-0.239269,4448.2,1989.27,1.43078,0.0238017,19196,-6.36565,82,4362.15,0.396968,5.63764,0.107214,0.0316937,332000,2216.96,0.25275,12999.5,38138.35929677088,2057.52
-1988.03,7.24392170200008,-0.454074,67.9269040729996,2.1475,1.0528,10.1422,-0.0176309,1.77185,881.998885205,0.127654,1311.45,377.2641452270036,536000,-15.3268,-2.86021,-1.74362,962.329833984375,0.0365395,-76.4982,96.23298645019531,578.74,1310.77,67.9662,919.003638461,452.4349710020033,-0.269296,6094.61,1921.77,2.50256,0.0296365,19278,-5.29356,83,6057.42,0.0313572,6.99216,0.124654,0.0322045,336000,3631.74,0.23748,6941.65,38595.2842900759,1972.48
-1942.12,7.232568831990648,-0.460125,72.41763681500015,2.04529,1.02424,10.4834,-0.0172499,1.05865,912.350331832,0.0758541,979.318,378.6894925289962,540000,-14.876,-22.0628,-2.37792,516.1973876953125,0.0257826,-21.6426,51.6197395324707,552.555,956.649,62.8604,880.444973503,458.339698175987,-0.169614,3671.05,1883.83,1.68578,0.0265756,19367,-5.30689,84,3679.96,0.304393,5.29801,0.0909929,0.0322038,340000,1710.86,0.251536,4178.03,39050.60035460587,1934.46
-1745.89,7.496370165987173,-0.469299,69.39535236799566,1.18108,1.0075,9.52649,-0.0185974,1.0041,807.919407978,0.0743111,827.34,378.05078543000127,544000,-15.6975,19.0627,-2.21515,305.81219482421875,0.0247627,15.419,30.581220626831055,578.061,819.44,57.747,788.198835141,454.9425079639841,-0.237401,2843.96,1698.26,2.62264,0.0205519,19453,-6.01848,85,2832.69,0.0921617,5.75406,0.113263,0.0344805,344000,1627.02,0.248448,4307.02,39508.537835639865,1742.38
-1879.93,7.481118280011287,-0.438949,72.39108662200306,2.03838,0.930523,8.93836,-0.017248,-0.811787,591.007863356,0.0984146,797.075,376.3355079489993,548000,-16.8382,-4.91797,-1.81722,273.03515625,0.0200895,-0.00943431,27.303516387939453,579.59,775.197,52.4094,561.83943221,456.20771285101364,-0.33014,3159.72,1853.8,2.07614,0.0294405,19562,-5.56534,86,3315.68,0.250419,4.75647,0.129523,0.0326022,348000,1511.38,0.239422,4486.58,39961.44062150287,1875.2
-2123.56,7.352415331013617,-0.465802,69.08719599599863,6.20175,1.042,10.8275,-0.0163797,1.65055,710.499481537,0.166471,1140.16,378.02142503499635,552000,-17.4991,-30.3075,-2.10357,669.1818237304688,0.0315538,-13.0683,66.91818237304688,578.328,1137.22,72.1409,678.050036141,454.4610363620086,-0.270228,6169.33,2069.57,1.00842,0.0233169,19672,-6.27475,87,5999.68,0.00499524,7.98483,0.11802,0.030059,352000,2512.96,0.245002,4799.77,40420.16352297188,2137.05
-1971.3,7.300145156987128,-0.460517,73.34969970299426,2.28637,1.01965,10.8344,-0.0165241,1.16169,718.47579487,0.125146,1060.19,375.60229603599873,556000,-14.8711,12.4013,-2.01307,620.7373657226562,0.0134436,3.92277,62.07373809814453,542.634,1045.45,86.5806,728.470882277,456.2521408959801,-0.232844,5165.59,1923.29,1.98783,0.0271168,19782,-5.35542,88,5213.82,0.278844,8.51554,0.116714,0.0317053,356000,2164.37,0.257759,5506.96,40874.08344113885,1963.31
-1798.03,7.319785069004865,-0.437028,71.01836197699595,2.17223,0.960538,9.04163,-0.0177507,-0.221332,744.19201987,0.113101,859.243,377.37954568999703,560000,-15.6503,-11.057,-1.93973,402.2959289550781,0.022992,-5.22601,40.22959518432617,569.584,845.343,50.4653,729.228102245,455.71769273599784,-0.267783,3608.95,1767.68,2.18457,0.0278609,19895,-5.68441,89,3595.89,0.0362293,6.05718,0.124172,0.032897,360000,2558.5,0.242918,6030.76,41331.31995859684,1794.46
-1681.84,7.535817147021589,-0.451909,72.5385147870038,1.36137,0.959111,9.26878,-0.0155142,-0.226615,780.601178772,0.0765054,808.623,378.1157589409995,564000,-14.7144,13.8819,-1.98624,404.3363342285156,0.0186504,14.3964,40.43363571166992,592.633,795.391,46.458,769.211759494,458.1900908750249,-0.330431,4385.15,1650.09,2.85201,0.033656,20006,-8.25753,90,4244.58,0.0778018,5.29278,0.169951,0.0342985,364000,1727.79,0.241246,7432.41,41789.10164516087,1685.13
-1704.64,7.307344913009729,-0.435508,72.13102147799509,3.42614,0.946699,8.68256,-0.0158407,-0.472497,796.466805008,0.0836736,821.474,376.88910724200105,568000,-16.0708,-11.7097,-2.19605,482.48974609375,0.0166314,-6.32102,48.24897384643555,568.368,806.015,42.4304,829.158880114,456.32747363300587,-0.270777,3910.79,1683.99,3.41403,0.0207128,20131,-4.78068,91,3810.97,0.144748,4.34682,0.125726,0.0316009,368000,3230.17,0.237328,5513.68,42245.48280246288,1698.64
-1941.85,7.349284930001886,-0.451152,72.18512403299974,4.28863,0.978982,9.99021,-0.0169734,0.221734,867.717137688,0.130952,1366.08,377.1419115109966,572000,-16.6405,-9.72545,-2.22253,1089.4190673828125,0.0455561,-12.2358,108.94190979003906,562.883,1371.86,67.6243,853.356614041,456.6763204739982,-0.220341,9763.17,1901.94,2.95078,0.024104,20243,-8.67199,92,9550.54,0.034592,6.71012,0.132513,0.0296086,372000,2789.27,0.24533,5443.55,42705.17829311789,1946.34
-2011.1,7.349412172996381,-0.451702,75.20522818300378,2.2588,1.06098,11.0591,-0.0178451,1.77855,795.201905057,0.112553,1314.01,377.24928419700154,576000,-15.2833,2.31823,-1.98119,1114.568359375,0.0214434,-119.315,111.45684051513672,564.823,1304.4,70.7689,829.98851341,459.8039245530017,-0.251756,8346.57,1941.66,3.66929,0.0559602,20356,-5.68685,93,8328.7,0.084299,6.7713,0.10142,0.0345154,376000,3061.69,0.245781,5650.07,43161.774725385876,1997.24
-1679.75,7.611196783989726,-0.429454,71.99888209199707,2.89527,0.967871,8.50654,-0.0184586,0.0634887,781.996274662,0.143676,847.443,377.8403364219994,580000,-18.2552,25.1369,-2.0831,906.4290161132812,0.039678,12.4957,90.64290618896484,577.869,828.67,42.1633,794.521123248,457.4504152979862,-0.211158,5766.53,1650.07,2.25918,0.025895,20462,-4.74433,94,5693.17,0.0991578,4.6662,0.169969,0.0316283,380000,1720.0,0.230837,5901.02,43620.80404142686,1679.72
