Policy Loss,Sample Time (s),Policy log std Mean,(Previous) Eval Time (s),Z mean eval,Policy mu Std,Log Pis Std,R Predictions Mean,Log Pis Mean,AverageReturn_all_test_tasks,Policy mu Mean,Q Predictions Std,Train Time (s),Number of env steps total,Log Pis Min,V Predictions Min,Policy log std Min,KL Divergence,Z variance eval,Q Predictions Min,KL Loss,RF Loss,V Predictions Std,Log Pis Max,AverageReturn_all_train_tasks,Epoch Time (s),R Predictions Min,V Predictions Max,Q Predictions Mean,Z mean train,Z variance train,Number of rollouts total,Policy mu Min,Epoch,Q Predictions Max,Policy log std Max,Policy mu Max,R Predictions Max,R Predictions Std,Number of train steps total,VF Loss,Policy log std Std,QF Loss,Total Train Time (s),V Predictions Mean
-1735.35,7.548911085010332,-0.425271,73.5786758059985,6.06676,0.962159,8.67817,-0.0158614,-0.227053,789.968235236,0.108707,936.748,377.3135650040058,584000,-20.2631,12.5571,-1.65956,639.32080078125,0.0225596,-29.1653,63.93207931518555,588.487,922.885,56.8323,777.522471121,458.4411518950146,-0.216436,5083.32,1701.68,1.42127,0.0576975,20582,-5.61984,95,4767.67,-0.0177931,5.7153,0.148835,0.030512,384000,1688.35,0.226298,7938.81,44075.41638055387,1733.08
-1899.84,7.543419338995591,-0.432997,69.75090965300478,4.24744,1.01545,9.67789,-0.0198503,0.921603,824.508016862,0.160415,1573.24,377.0094864019993,588000,-16.6456,-28.059,-2.98061,1409.6787109375,0.0232404,-3.95012,140.96788024902344,555.556,1616.37,65.071,825.155480686,454.3038153939997,-0.245562,10694.6,1862.31,4.11262,0.0255613,20697,-7.2365,96,10549.2,0.0444013,5.86974,0.0864888,0.0337816,388000,3786.43,0.237915,10223.9,44529.28167203788,1910.49
-2375.03,7.19967434098362,-0.457576,69.31337594999786,3.15679,1.12421,11.9383,-0.0160683,3.2392,556.154442735,0.175557,1758.28,378.4243029770005,592000,-14.3413,-24.2986,-2.46891,1743.6485595703125,0.0280788,-6.79776,174.36485290527344,583.045,1815.57,79.961,623.394957938,454.93735326798196,-0.180551,9396.29,2290.05,4.87894,0.0700503,20826,-7.42313,97,9006.18,0.0797603,7.77565,0.165953,0.0298097,392000,4367.75,0.24076,10406.4,44986.26643597486,2370.42
-1632.52,7.581327752974175,-0.416007,71.3616044549999,5.23638,0.949499,7.9034,-0.0176336,-0.387916,627.609727428,0.125565,823.651,377.2765046600034,596000,-17.9873,8.1173,-1.9051,875.8264770507812,0.0280594,4.67643,87.58264923095703,598.823,816.413,44.7071,695.202360078,456.2194368679775,-0.373183,3331.05,1620.24,2.99338,0.0389379,20980,-4.74813,98,3476.22,0.0700891,5.18244,0.125793,0.0379118,396000,1479.84,0.226403,5068.21,45440.03812045485,1640.28
-2090.02,7.575870252003369,-0.46938,68.91503427600401,12.9519,1.08488,9.74918,-0.0179724,3.04657,725.568883514,0.236494,1156.93,376.82896814900596,600000,-15.0312,7.79387,-2.37828,1177.074951171875,0.000644653,-1.28426,117.7074966430664,576.629,1153.23,64.0007,725.029156032,453.31987267701334,-0.234461,4450.84,2031.83,4.50094,0.0297683,21108,-5.27822,99,4259.72,0.145509,5.35405,0.109096,0.0331949,400000,2094.77,0.23234,14266.8,45897.38565584086,2083.51
-2021.76,7.476791441004025,-0.490674,72.9439579960017,1.57312,1.07128,9.30588,-0.0186848,2.76738,788.739284765,0.152913,1089.38,377.25319296999805,604000,-16.4886,-21.239,-2.24702,1260.6920166015625,0.0360604,-117.318,126.06920623779297,580.109,1074.84,52.665,793.103293652,457.6739424070038,-0.245252,4152.42,1978.67,6.8506,0.00679907,21218,-5.75835,100,4104.86,0.0997778,4.75797,0.123345,0.0343626,404000,2809.49,0.250076,8583.93,46357.95125122687,2025.96
-2393.72,7.777682844010997,-0.497093,75.83647014899907,2.46204,1.09283,11.0477,-0.0178835,3.08174,824.388026028,0.117942,1765.81,374.92115676899994,608000,-16.4917,-9.30016,-2.53765,2016.9813232421875,0.0142064,-17.0275,201.69813537597656,562.107,1776.83,58.0252,824.179560784,458.53530976201,-0.320232,10203.0,2319.26,16.6486,0.0544323,21319,-5.40395,101,10444.5,0.154419,5.742,0.178226,0.0324436,408000,3176.66,0.264073,7749.37,46815.43909545687,2389.26
-1939.94,7.642515535007988,-0.457971,74.78991763700469,3.03992,1.00858,8.80347,-0.016526,0.888352,767.668547094,0.0634498,946.55,373.91892375799944,612000,-15.3404,34.1752,-1.78171,591.7896728515625,0.0195937,6.11575,59.1789665222168,593.365,931.635,51.3937,773.235691799,456.3513569300121,-0.211968,4117.02,1897.89,1.38041,0.0179052,21417,-4.17816,102,4190.3,0.04087,4.85127,0.105263,0.033006,412000,3010.61,0.235272,6645.65,47274.38123976089,1948.17
-2414.67,7.56485697899916,-0.463996,77.38185058999807,4.33356,1.11386,11.8096,-0.0179317,2.94378,820.142214387,0.0953362,1726.38,376.7963438200022,616000,-17.4913,-23.0361,-2.6155,1721.81005859375,0.0102186,-80.7844,172.18101501464844,561.442,1730.76,87.9804,857.069872691,461.74305138899945,-0.199861,8608.74,2338.84,5.45072,0.000367855,21512,-6.08901,103,8249.44,0.253314,6.15905,0.124953,0.0323864,416000,2859.51,0.246992,7195.55,47726.44148821789,2415.71
-1647.46,7.3003306860118755,-0.425537,67.70059068599949,6.66546,0.95694,7.55298,-0.0198898,-0.310579,613.489583504,0.0612942,764.391,376.6642167760001,620000,-15.3387,-0.450954,-1.84654,1046.2890625,0.0406974,-11.6166,104.62890625,575.389,758.117,37.426,682.558565062,451.66513814801147,-0.374092,2558.97,1610.59,4.25662,8.52206e-05,21599,-4.44788,104,2554.34,0.0447487,3.67355,0.10092,0.0345191,420000,1032.95,0.22168,3869.76,48180.71580619592,1643.03
-1834.82,7.319171115028439,-0.432729,70.31030575900513,3.32057,0.971998,8.23032,-0.0161061,-0.0605794,540.626923661,0.0450982,913.341,378.42184062800516,624000,-17.7613,-4.89212,-1.63995,748.1078491210938,2.62188e-05,9.99923,74.81078338623047,582.594,906.653,41.2775,549.951658165,456.0513175020387,-0.238162,3530.04,1794.24,3.74896,0.00702891,21687,-5.12279,105,3491.93,0.105229,4.32116,0.110813,0.0312347,424000,1579.31,0.228496,4392.93,48629.42592857795,1838.9
-2072.79,7.057500773007632,-0.446527,62.97017520599911,2.73726,1.00025,9.30317,-0.017515,0.575761,737.048126303,0.0739097,1035.09,377.7051680299992,628000,-16.7018,-14.1176,-2.00539,937.7322998046875,0.014647,-11.0598,93.77323150634766,588.924,1019.05,46.6175,762.430298512,447.73284400900593,-0.23235,5812.11,2030.3,4.26572,0.0396008,21772,-5.01729,106,6069.82,0.273752,4.34073,0.121905,0.032532,428000,1768.43,0.232785,8331.64,49084.74265649296,2073.01
-2148.4,6.9840593690023525,-0.462777,70.55514181100443,6.53575,1.04215,10.5846,-0.0148463,1.5545,661.894058082,0.0916655,1228.95,376.78574185400066,632000,-17.0335,1.8379,-2.57166,1077.0985107421875,0.00340752,6.68286,107.70985412597656,590.036,1213.2,62.9245,712.097911811,454.32494303400745,-0.244876,7138.93,2099.03,2.11056,0.000548433,21863,-6.02793,107,7243.53,0.15278,4.69315,0.12472,0.0335479,432000,1914.02,0.252135,5098.57,49537.61275489496,2154.06
-2017.41,7.44431713000813,-0.437764,69.10159993799607,6.90289,1.02374,9.88368,-0.0174025,0.934372,541.302239473,0.0903042,1035.48,378.1402485849976,636000,-15.6211,-1.58574,-2.18097,958.5150756835938,0.00119399,-38.9265,95.85150909423828,576.3,1021.53,65.0325,583.902394409,454.6861656530018,-0.21058,5854.75,1964.31,2.5819,0.00096359,21956,-6.30881,108,6755.79,0.0535992,5.8078,0.1094,0.0300085,436000,3726.21,0.234087,8432.44,49990.41567301496,2020.89
-1941.16,7.4017350770154735,-0.432677,67.2203722070044,4.06967,1.03456,9.50367,-0.0176202,1.18445,739.185661496,0.0753315,1116.51,380.636973176006,640000,-16.896,-6.6882,-1.96751,1841.8145751953125,0.00208046,-17.0365,184.18145751953125,567.182,1106.38,51.5145,781.638675187,455.25908046002587,-0.320715,5182.19,1891.89,3.56533,0.0051443,22040,-5.13047,109,5001.11,0.0350837,6.2368,0.0939017,0.033159,440000,2387.28,0.232301,6195.25,50452.36091475898,1932.46
-1806.0,7.1857319020055,-0.438943,73.90728568800114,11.0978,0.974125,9.19633,-0.0182196,0.0180922,697.452363846,0.0766565,824.067,377.5828207109953,644000,-18.0532,-5.19125,-2.42575,1086.832275390625,0.00231339,-35.7097,108.6832275390625,561.324,797.705,49.1483,688.671285339,458.67583830100193,-0.373066,5133.29,1778.51,3.95759,0.000750869,22163,-5.26678,110,4470.29,0.136964,5.20651,0.0894063,0.031785,444000,2944.0,0.238875,4021.69,50907.98519011898,1810.5
-4386.92,7.395300981996115,-0.72306,70.85661871500633,2.59325,1.39889,11.2415,-0.0158099,13.7339,903.596725924,0.395792,2591.3,376.956004452004,648000,-15.5098,-32.5394,-2.67323,2198.388916015625,0.0323192,-10.4505,219.83889770507812,575.464,2606.47,67.2363,908.560938243,455.20792414900643,-0.21281,9933.62,4240.25,7.12492,5.03304e-08,22266,-6.87478,111,9849.15,0.314111,7.34939,0.106583,0.0293154,448000,12692.5,0.357892,68733.2,51360.51870437599,4376.94
-3641.98,7.39772842500679,-0.605183,68.18385002000286,3.20052,1.22051,11.441,-0.0176358,7.15597,916.920930252,0.243631,2132.82,377.55252552800084,652000,-15.444,18.9937,-2.79392,1313.6827392578125,0.0306355,9.21699,131.36827087402344,580.485,2117.46,59.0389,933.315295068,453.1341039730105,-0.31505,7007.56,3528.94,6.7852,0.0359135,22354,-5.44737,112,6955.9,0.189823,4.97805,0.167343,0.0347981,452000,6329.05,0.323657,20241.9,51811.363662542,3629.38
-3664.45,7.498471616985626,-0.564115,65.89586761499959,2.14879,1.18032,12.0488,-0.0159146,5.92673,926.424586801,0.272428,1857.34,379.1256878189961,656000,-14.6724,-42.0161,-2.84271,1080.76416015625,0.0290409,-40.6985,108.076416015625,568.512,1819.78,63.4855,905.779725222,452.5200270509813,-0.206907,6244.68,3579.84,4.1465,0.0242548,22436,-6.76609,113,6242.38,0.181969,6.74731,0.122846,0.0331208,456000,8453.14,0.306673,20011.4,52265.73125414499,3667.42
-2870.51,7.538190493018192,-0.528311,67.74417574299878,2.55977,1.15145,11.3725,-0.0204755,4.65099,938.943763744,0.188971,1526.51,378.2936456509997,660000,-14.4819,-14.1974,-2.2336,1047.995361328125,0.0490709,-20.8384,104.7995376586914,599.028,1497.04,55.28,911.29960661,453.57601188701665,-0.242325,5295.7,2794.24,7.45979,0.0503168,22522,-6.5996,114,5271.07,0.167546,4.59542,0.124342,0.0346772,460000,4780.6,0.285633,11082.5,52719.78056201099,2876.2
-2734.52,7.6648904089743155,-0.507874,68.21915802500007,7.67823,1.09118,11.7649,-0.0173848,2.88683,766.236745879,0.161187,1379.75,382.17375633799384,664000,-18.4723,-6.2464,-2.28146,905.3610229492188,0.0395525,-26.8186,90.53610229492188,572.832,1352.98,58.8408,841.803601704,458.0578047719682,-0.20061,6662.8,2666.98,1.06049,0.0213301,22621,-7.23563,115,6457.92,0.579742,5.65308,0.126103,0.0319614,464000,4343.73,0.282064,12071.2,53181.06141333295,2735.48
-3484.76,7.566645612976572,-0.544778,71.4431652860003,5.08156,1.46177,14.5951,-0.0159991,11.6802,823.768639442,0.0252475,2131.67,378.19018826300453,668000,-17.1538,-24.9778,-2.30153,1911.1181640625,0.0115023,-20.6874,191.11181640625,550.235,2230.07,82.0551,851.538518605,457.1999991619814,-0.273006,11549.7,3296.53,8.38724,0.0421459,22744,-6.90283,116,11210.6,0.196336,7.8387,0.135197,0.0334768,468000,12291.2,0.263862,27080.2,53639.98122390495,3471.91
-3622.53,7.666445873997873,-0.602268,73.16423840600328,4.83936,1.22815,11.9137,-0.0183378,6.89774,802.92493984,0.133108,2825.07,379.432440605,672000,-16.9071,-15.4414,-2.70821,3269.72314453125,0.00287461,-28.3402,326.9723205566406,576.198,2850.53,80.3713,824.881938222,460.26312488500116,-0.220997,9584.35,3519.45,9.43473,0.0803635,22861,-6.85743,117,9553.98,0.25228,9.44413,0.233224,0.0312338,472000,7330.5,0.323623,18967.1,54100.231035084944,3605.5
-2326.56,7.6296999670084915,-0.48795,73.15164422600355,5.6066,1.0457,8.92819,-0.0157505,2.10941,856.532037571,0.102468,1412.52,377.1293283740015,676000,-16.0928,-5.65784,-2.14953,2767.35302734375,0.00248413,-12.7365,276.7353210449219,590.343,1408.1,46.5487,870.097397698,457.91067256701353,-0.221587,5552.68,2278.49,3.5508,0.00123218,22963,-4.75161,118,5518.25,0.513337,5.25305,0.155123,0.0316494,476000,3214.83,0.273827,10484.5,54554.65321688795,2337.31
-2327.36,7.627469337006914,-0.478224,69.66440421800507,8.00946,1.05828,9.84865,-0.017169,2.2791,897.921099812,0.156662,1474.29,377.3411823980059,680000,-15.4876,9.79601,-2.41342,2126.2333984375,1.41348e-08,-10.0735,212.6233367919922,573.789,1487.28,64.8631,839.186648768,454.6330559530179,-0.192786,7408.81,2284.55,9.27876,1.32214e-07,23057,-5.17175,119,7450.79,0.290279,5.32152,0.106091,0.0310591,480000,4453.31,0.268042,8093.61,55009.18407634397,2357.06
-2628.11,7.421140153986926,-0.484634,69.56339448899962,11.9793,1.17605,11.2598,-0.019229,4.57612,815.18902468,0.0647282,1711.44,380.29928181399737,684000,-16.1901,-74.5108,-2.0601,2345.103759765625,7.54785e-09,-51.1103,234.5103759765625,587.188,1721.55,78.7557,805.285905478,457.2838164569839,-0.243543,7393.67,2547.13,5.88707,3.00424e-08,23169,-7.01109,120,7325.89,0.276906,6.88684,0.108243,0.0336434,484000,4618.13,0.258825,11811.2,55477.334149114955,2632.1
-2934.41,7.878722012021171,-0.524052,80.43080152000039,11.3104,1.2356,11.6961,-0.0163358,6.38143,807.849894877,0.114806,2139.23,382.6940408759983,688000,-20.4024,-4.11841,-2.62984,3690.115966796875,9.27717e-09,-32.3501,369.0115966796875,569.996,2166.82,76.6894,802.783424857,471.0035644080199,-0.245962,8756.62,2849.81,11.8436,3.02601e-08,23272,-5.82024,121,8693.4,0.651655,5.9219,0.0836232,0.031733,488000,6080.56,0.265018,15632.1,55941.97341400296,2922.62
-2265.23,7.612844445007795,-0.47881,74.06778559600207,9.07598,1.07259,10.7817,-0.0171283,2.05608,742.409458549,0.0659935,1639.11,376.6732938819987,692000,-15.7905,-23.1758,-2.72487,3563.908203125,1.55606e-08,2.54925,356.3908386230469,587.816,1681.11,66.8285,722.599522393,458.35392392300855,-0.215441,8575.63,2207.93,10.0196,3.95318e-09,23407,-7.22318,122,8481.87,0.282489,5.84154,0.140053,0.034172,492000,4197.63,0.256612,9665.47,56398.70016063497,2262.34
-4044.86,7.513652282017574,-0.538665,72.44180866199895,8.71106,1.36622,15.6789,-0.0161843,8.6286,781.188144595,0.112397,3974.51,375.13862783199875,696000,-15.3242,-37.1844,-2.7177,4365.5400390625,6.30355e-05,-87.2084,436.55401611328125,569.981,4086.73,78.8292,809.027044781,455.09408877601527,-0.211421,17083.1,3903.19,9.73493,0.127206,23521,-6.71065,123,16192.6,0.460541,6.11225,0.127945,0.0331244,496000,20222.9,0.289798,36985.4,56858.55006700898,4049.04
-4517.47,7.83956085198588,-0.514059,77.19859425500181,12.0155,1.2111,15.6688,-0.0188812,5.03314,829.94218139,0.0897514,6095.83,377.65261821299646,700000,-17.7167,-15.7121,-2.52075,23882.15234375,2.39371e-08,-21.1416,2388.21533203125,585.113,6246.62,99.6155,843.359867557,462.69077331998415,-0.305754,24042.8,4347.61,39.0421,0.186925,23617,-8.45132,124,23733.5,0.168575,10.1105,0.190065,0.0327117,500000,9798.7,0.301345,28375.8,57323.091937417965,4533.53
-3239.34,7.774025490012718,-0.516488,79.05065252900386,2.59437,1.19051,12.146,-0.019072,5.33335,883.760280408,0.0910978,3329.44,377.55286627900205,704000,-14.215,-16.6124,-3.23764,4887.95703125,0.0996996,-1.78206,488.79571533203125,576.049,3350.05,80.7303,865.631406845,464.3775442980186,-0.226444,13791.9,3179.02,11.4183,1.46949e-08,23702,-6.77174,125,13765.8,0.242496,7.19932,0.151831,0.0346673,504000,11967.8,0.277982,26057.6,57777.91957102098,3223.25
-2835.81,7.4798168069828534,-0.469558,69.50244220299646,10.8415,1.1102,11.5166,-0.0201351,3.06556,890.116535158,0.118414,2654.31,381.15160826400097,708000,-15.7086,-74.6978,-2.40833,4942.83251953125,2.6751e-08,-105.731,494.28326416015625,572.453,2684.73,85.0468,803.811821682,458.1338672739803,-0.321417,11731.7,2753.38,12.3204,1.35534e-08,23791,-7.97472,126,11733.6,0.213369,5.31475,0.143897,0.0350546,508000,5899.24,0.261218,26097.8,58244.696996434985,2844.75
-2018.03,7.746773870007019,-0.43079,78.14709562200005,10.2169,0.975057,8.12568,-0.0191252,0.271174,857.484417207,0.128562,975.761,379.55823588199564,712000,-16.4959,-10.7881,-1.71924,11462.4140625,7.93246e-05,-156.085,1146.241455078125,549.131,969.371,37.3505,895.540892596,465.4521053740027,-0.192414,3715.01,1989.07,3.02239,0.000261135,23873,-5.12838,127,3734.34,0.28093,3.88368,0.119793,0.0316764,512000,1983.7,0.23551,6835.34,58699.91430457998,2017.43
-3609.28,7.563510953987134,-0.539866,67.91336233900074,9.48755,1.20849,13.0865,-0.0215201,6.09594,884.059608867,0.247487,3373.98,377.12198885699763,716000,-15.4002,5.87094,-2.68391,4834.6748046875,1.10256e-08,-8.03311,483.4674987792969,569.898,3422.51,92.9681,885.367952007,452.5988621499855,-0.207165,14087.7,3509.55,10.2129,8.57126e-06,23988,-7.48502,128,13931.5,0.236776,8.1904,0.103549,0.0331241,516000,14461.8,0.283474,21228.9,59154.512033973966,3671.52
-2686.21,7.682860737993906,-0.4776,69.91379828000208,10.4989,1.12055,11.8641,-0.0193798,3.45318,895.149933933,0.157149,2503.68,378.90933419499925,720000,-17.4986,-20.3021,-2.85197,4033.3125,4.13042e-09,1.86541,403.3312683105469,560.018,2577.16,89.278,849.420311065,456.50599321299524,-0.249643,13176.4,2607.62,6.19385,0.160427,24093,-6.60197,129,12953.9,0.433343,7.01639,0.146441,0.0334832,520000,6591.97,0.279218,14737.1,59617.560376519956,2670.28
-1709.43,7.611829945999489,-0.412203,76.4572081160004,30.6123,0.928301,7.93695,-0.0215194,-0.875991,761.901862365,0.0666597,751.102,383.382219637002,724000,-14.8605,15.5166,-1.621,4307.3720703125,2.70858e-09,-12.4058,430.7372131347656,567.109,736.028,36.7174,821.384315468,467.45125769900187,-0.221147,2798.7,1672.17,6.0756,1.14899e-08,24206,-6.06927,130,2773.87,0.109728,4.25384,0.153915,0.0340964,524000,1364.24,0.231192,4274.34,60077.43656246195,1709.72
-1989.93,7.400578324995877,-0.421502,68.88340216799406,10.5229,0.990968,9.45258,-0.0204857,0.475224,672.731752045,0.128351,1221.1,377.7426506310003,728000,-17.4784,-56.1365,-2.55647,3848.208740234375,4.37581e-09,-32.8884,384.8208923339844,575.95,1233.6,53.6814,843.047174831,454.0266311239902,-0.217224,7073.66,1947.33,8.74382,5.35873e-09,24299,-4.91428,131,6780.67,0.34008,4.06172,0.101557,0.0310424,528000,2449.9,0.240562,6650.05,60533.70445732695,1980.45
-2782.77,7.6344152280071285,-0.488588,71.12602828499803,21.5541,1.11636,11.925,-0.0198394,3.41073,839.952044133,0.119955,2882.25,377.04319732099975,732000,-15.2869,-15.7466,-2.58043,3867.643798828125,3.14053e-09,-18.1399,386.7643737792969,583.3,2976.17,71.8265,752.556258387,455.8036408340049,-0.263585,14726.8,2696.54,3.37442,3.32824e-09,24394,-5.73849,132,14561.3,0.207917,5.9205,0.0934159,0.034124,532000,3674.5,0.288287,9113.22,60990.46148982196,2779.19
-2421.0,7.494289213012962,-0.432568,72.08081445599964,26.1416,1.02977,10.114,-0.0198855,1.33686,719.551345269,0.118936,2434.17,377.8690849939958,736000,-17.2854,-27.1378,-2.57573,4900.07666015625,5.51706e-09,-6.22231,490.0076599121094,570.744,2469.53,66.8383,773.57351875,457.4441886630084,-0.237033,12400.8,2382.95,15.4666,1.84709e-09,24493,-5.80258,133,12097.5,0.115665,6.5258,0.171533,0.0361887,536000,4642.07,0.261022,18646.4,61447.94551240497,2404.64
-2257.41,7.703610426011437,-0.452925,72.1217685330048,9.42372,1.07814,10.6771,-0.0209066,2.08132,904.255234305,0.0900888,1772.29,377.6883017889995,740000,-17.5916,-27.3874,-2.36612,7133.990234375,3.35651e-09,-46.1176,713.3990478515625,569.566,1800.2,75.2103,877.039477275,457.51368074801576,-0.230732,9664.9,2201.01,15.4991,4.20818e-09,24594,-5.56624,134,9563.09,1.68963,6.99243,0.127737,0.0311998,540000,3175.08,0.260663,9281.71,61899.84447661797,2268.62
-1853.99,7.542039627005579,-0.416238,66.50842889799969,16.0875,0.951683,7.49108,-0.0214438,-0.598523,897.130459988,0.102296,798.647,377.68442931600293,744000,-15.5572,-23.6146,-1.6901,3697.78955078125,4.8859e-09,1.31725,369.7789611816406,563.966,771.102,34.1066,863.386292648,451.7348978410082,-0.197032,3385.47,1820.39,17.9772,5.80267e-09,24696,-4.70071,135,3407.36,0.173863,4.07862,0.13423,0.0300757,544000,3304.78,0.21087,5892.46,62355.68500113097,1827.83
-2025.02,7.066263871987758,-0.45398,70.61482072699437,15.2783,1.01307,9.81963,-0.0254694,1.17575,847.398795722,0.156343,1428.49,379.86662519799575,748000,-17.1514,2.00441,-2.6159,6037.60693359375,8.94178e-09,-71.9188,603.7606811523438,550.379,1451.59,67.0149,824.040140495,457.54770979697787,-0.312636,8498.98,1974.69,16.53,9.37484e-09,24803,-4.86735,136,8310.79,0.150313,6.35102,0.106683,0.0329031,548000,2868.92,0.257814,8623.55,62818.380072143955,2021.68
-1684.62,7.877353904994379,-0.390406,75.76382010900124,11.071,0.89844,7.58213,-0.0249257,-1.73618,426.071591276,0.0857653,749.961,378.83015363799495,752000,-14.9315,-22.9043,-1.58395,8318.3076171875,4.0594e-09,-12.1505,831.8307495117188,574.695,737.577,29.2875,484.845321503,462.4713276519906,-0.250334,2523.24,1654.62,12.8009,1.73994e-06,24983,-5.01316,137,2531.44,0.15097,3.65364,0.172789,0.0337719,552000,1171.17,0.216259,5128.65,63272.45696148194,1682.7
-2702.66,7.173780380995595,-0.454732,67.37048834999587,10.0059,1.24675,15.2178,-0.0195955,4.48574,757.00421226,0.15002,2955.05,378.64241078699706,756000,-17.0251,-33.3772,-2.5926,5124.2861328125,4.42384e-09,-73.2268,512.4286499023438,557.979,3210.77,86.4995,793.176899713,453.1866795179885,-0.292464,16725.9,2566.88,18.4795,5.0066e-09,25114,-12.9319,138,16174.5,1.07649,8.05345,0.260084,0.0386796,556000,19380.6,0.288275,40579.4,63730.07424687493,2747.44
-4350.38,7.779521939024562,-0.5977,71.80247309699917,8.58971,1.29736,14.2877,-0.0197352,8.92609,903.519735907,0.268048,4800.44,379.6200979610003,760000,-15.3807,-53.3253,-2.58376,5922.54248046875,2.73168e-09,-84.4248,592.2542724609375,572.295,4911.06,105.194,823.323650457,459.202092997024,-0.299961,19826.3,4208.64,26.3645,1.46232e-08,25203,-10.0749,139,19515.3,0.538468,11.9985,0.147132,0.0369027,560000,14427.8,0.336634,38244.6,64183.69503308397,4362.52
-6298.14,7.317560445000709,-0.600419,66.22201610999764,11.1993,1.36938,15.2474,-0.0196906,10.4938,904.257961331,0.28794,5486.84,379.13760309600184,764000,-14.7914,-20.4703,-2.93577,8047.3759765625,2.22504e-09,-67.0896,804.7376098632812,579.435,5551.63,121.21,920.406900097,452.6771796510002,-0.198868,17571.8,6149.83,7.62616,5.28688e-09,25289,-12.7312,140,17410.3,0.516682,9.0234,0.170042,0.0328073,564000,24029.2,0.35168,50264.4,64636.45025846997,6356.36
-4787.66,7.516068967997853,-0.558434,66.30119358900265,3.73599,1.22845,13.0688,-0.0196545,6.7042,819.614080335,0.221687,3873.31,378.4098666650025,768000,-15.7979,-33.207,-2.50342,5447.400390625,2.50506e-09,-82.7739,544.7400512695312,571.5,3893.29,99.0872,897.574215303,452.227129222003,-0.222329,14594.2,4685.39,7.15427,2.60676e-09,25385,-8.28592,141,14504.1,1.1179,10.2871,0.198259,0.0354601,568000,13883.5,0.331722,35888.8,65090.03692891098,4808.49
-4202.34,7.481830238975817,-0.564176,67.66198781000276,15.6847,1.19744,12.6902,-0.0209354,6.05199,453.057731731,0.198708,2966.62,379.19860062199587,772000,-14.1716,-42.9829,-2.64288,2131.006591796875,1.88236e-09,-82.8836,213.1006622314453,557.708,2945.46,77.8163,496.103477733,454.34241867097444,-0.178534,10628.1,4099.36,5.44648,1.46529e-09,25494,-7.55466,142,10612.3,0.631122,6.29551,0.13608,0.0295132,572000,7650.5,0.314801,22014.1,65546.34210785196,4187.39
-3388.7,7.4477282160078175,-0.512018,69.62597450599424,8.8731,1.19715,13.164,-0.0203609,5.17608,770.108284917,0.140593,3614.63,377.3162122749927,776000,-14.1963,-74.6102,-2.44736,7519.90771484375,2.13282e-09,-68.4243,751.9907836914062,576.531,3656.77,84.372,773.948875943,454.3899149969948,-0.246403,15835.2,3284.08,15.7918,2.45242e-09,25594,-12.3263,143,16152.5,1.25159,7.08365,0.115856,0.034914,576000,20210.8,0.288735,27526.1,66003.55614253496,3375.56
-2211.64,7.687309863002156,-0.452741,72.45184446600615,5.17276,0.99829,9.8257,-0.0216157,0.70352,817.73501322,0.141496,1572.54,377.7383270220016,780000,-17.171,-32.0418,-2.38833,3524.432373046875,4.39719e-09,-18.4361,352.4432373046875,571.554,1582.42,69.968,866.855264905,457.8774813510099,-0.278686,8196.19,2179.06,8.60443,1.50018e-09,25689,-4.94823,144,8072.26,0.170046,6.35642,0.232847,0.0339829,580000,3338.62,0.260564,9243.54,66455.83705797096,2220.47
-1962.59,7.346759684020071,-0.441939,66.85653883700434,12.9197,0.993971,8.22163,-0.0176197,0.682171,636.715290324,0.0940599,1023.22,377.5802123199974,784000,-15.9932,-17.2886,-1.68918,4908.759765625,4.09472e-09,-8.51884,490.8759765625,566.446,1015.66,40.9438,673.405245283,451.7835108410218,-0.313568,3812.94,1930.23,7.25116,3.95681e-09,25790,-4.19546,145,3865.06,0.0746188,4.05975,0.221249,0.0407472,584000,2178.3,0.239979,7990.58,66909.54082858599,1958.76
-2986.08,7.451362927007722,-0.468513,68.77790346099937,9.5507,1.06557,11.1212,-0.0194785,1.96105,787.868140802,0.0562945,3161.84,378.6767869720061,788000,-18.2509,-23.7034,-2.57633,5624.927734375,6.01852e-09,0.388,562.4927978515625,560.047,3202.21,86.5993,787.175029562,454.9060533600132,-0.20987,14254.9,2925.83,6.55103,3.47115e-09,25924,-7.70751,146,14173.4,0.312244,7.70172,0.170824,0.033856,588000,4805.7,0.279732,15171.1,67363.108662495,2983.93
-1773.29,7.193538928011549,-0.432538,67.44094077499176,3.51232,0.954575,7.97622,-0.0229243,-0.325795,823.146999151,0.067034,789.677,377.7487561369926,792000,-17.6663,-9.18599,-2.5525,6534.10009765625,1.55899e-08,-10.8895,653.4100341796875,576.489,777.013,33.6995,823.400385584,452.3832358399959,-0.247392,3554.59,1744.75,14.5085,4.58235e-09,26020,-6.14287,147,3618.6,0.380592,3.95165,0.304587,0.0362665,592000,2511.69,0.24968,6487.59,67819.985782375,1764.58
-1794.42,7.136190499979421,-0.443667,71.93692741901032,10.794,0.913958,7.61379,-0.0225847,-0.883992,866.111420962,0.0530162,741.49,378.27402475599956,796000,-17.252,-21.1286,-1.95252,5097.59326171875,8.18725e-09,-38.9313,509.75933837890625,572.174,736.174,45.1656,848.398802174,457.3471426749893,-0.312367,2808.62,1766.7,9.31445,6.20257e-09,26103,-3.78222,148,2757.51,0.104701,4.5244,0.194666,0.0333664,596000,1351.43,0.25279,10374.1,68271.95957660397,1798.12
