Policy mu Max,Policy mu Mean,Number of env steps total,QF Loss,KL Loss,VF Loss,Epoch,Policy log std Std,KL Divergence,Z variance eval,Sample Time (s),Policy mu Min,Epoch Time (s),Policy mu Std,V Predictions Max,Policy log std Mean,R Predictions Mean,AverageReturn_all_test_tasks,RF Loss,Policy Loss,Log Pis Std,R Predictions Max,(Previous) Eval Time (s),R Predictions Std,V Predictions Min,Policy log std Max,Z mean train,V Predictions Std,Policy log std Min,Q Predictions Std,Q Predictions Mean,V Predictions Mean,Z variance train,Log Pis Max,R Predictions Min,Log Pis Min,Log Pis Mean,Z mean eval,Total Train Time (s),Train Time (s),AverageReturn_all_train_tasks,Q Predictions Max,Number of rollouts total,Q Predictions Min,Number of train steps total
3.8723,-0.141518,1124000,274.102,5.541140079498291,212.932,111,0.286414,55.411399841308594,0.0369098,10.471707479997349,-4.22526,89.79726216799645,1.16835,2698.28,-0.628517,0.000203669,1336.23609231,237.912,-2126.3,3.48934,0.00951366,4.030510683000102,0.00324455,101.736,-0.0870356,0.992161,441.2,-2.53191,454.07,2118.6,2118.95,0.0402307,21.3879,-0.0110415,-9.4468,2.40748,1.84695,10017.556919085022,75.295044004999,1333.51352275,2716.43,6740,103.744,224000
3.07745,-0.129332,1134000,323.138,7.2186784744262695,81.9452,112,0.297201,72.18678283691406,0.0267637,11.053736825993838,-3.00984,91.36734206899382,1.11473,2876.3,-0.641115,0.000425674,1316.07324575,288.331,-1902.51,3.436,0.0098004,4.03850171600061,0.00322933,68.3424,0.0973903,1.54451,528.662,-2.50844,541.638,1889.56,1900.79,0.0278441,15.8459,-0.0107648,-8.4963,2.06431,2.2514,10108.967272985019,76.27510352699937,1364.32582759,2875.96,6800,69.5297,226000
3.14072,-0.210473,1144000,301.662,9.127435684204102,91.5135,113,0.313956,91.27435302734375,0.0286081,10.714685946999452,-2.7931,90.63716160900003,1.18159,2956.8,-0.638454,0.000654405,1374.37827199,399.433,-2090.92,3.67844,0.00849485,4.082642246999967,0.00390255,108.718,0.032129,1.43095,512.039,-2.40986,523.765,2077.28,2094.92,0.0546172,13.6364,-0.0107051,-11.3017,2.59514,1.89963,10199.64430278402,75.83983341500061,1391.14125509,2970.7,6860,98.4437,228000
2.52206,-0.132681,1154000,296.13,4.918000221252441,91.7327,114,0.277572,49.18000030517578,0.0219922,10.328408300003503,-2.89629,89.72743838700444,1.19852,2804.3,-0.639194,-5.21198e-05,1343.32850219,365.966,-2295.27,3.53876,0.00909985,4.123373766000441,0.00365595,147.758,-0.034104,1.17934,347.198,-2.11087,359.172,2289.58,2291.39,0.0450865,13.288,-0.0105941,-7.51342,2.64483,1.7291,10289.364477447021,75.2756563210005,1354.82929127,2832.97,6920,193.629,230000
3.14011,-0.1292,1164000,269.689,7.274516582489014,120.699,115,0.2927,72.74516296386719,0.0305857,10.512865699007307,-3.85651,91.10160286400605,1.1588,2923.42,-0.63118,-0.00124311,1364.20232807,483.431,-2116.62,3.57973,0.00888278,4.117282776000138,0.00369336,69.8976,0.160835,1.66512,531.236,-2.53995,540.416,2103.59,2113.65,0.0229801,13.3184,-0.0112217,-8.63116,2.29943,1.69456,10380.378735866027,76.47145438899861,1371.97458535,2930.11,6980,80.2579,232000
3.3427,-0.158559,1174000,259.605,8.09749984741211,79.6407,116,0.303132,80.9749984741211,0.0303846,10.431602599002872,-2.87887,89.28485601100147,1.1543,3049.13,-0.636402,0.000245947,1363.1258708,323.823,-2018.23,3.54095,0.00844125,4.031246331000148,0.00345991,89.6179,0.0362169,1.68491,557.11,-2.48407,568.665,2002.81,2017.61,0.0266328,14.8446,-0.0108706,-6.96154,2.37159,1.88722,10469.731040872028,74.82200708099845,1367.14450582,3050.81,7040,75.6525,234000
3.45118,-0.155995,1184000,306.469,9.133790016174316,87.2423,117,0.30879,91.33789825439453,0.0297472,10.46903186000418,-2.94193,89.99919770100314,1.19759,2842.59,-0.649866,0.000308742,1238.44475983,437.306,-2133.01,3.78845,0.00784393,4.099866174999988,0.00381867,100.295,0.093949,2.1412,479.569,-2.49128,494.667,2120.22,2131.88,0.038661,17.0016,-0.0116452,-6.67065,2.83403,1.75202,10559.631528960032,75.43029966599897,1252.76057555,2848.22,7100,86.2207,236000
3.4051,-0.0663105,1194000,472.575,6.241466522216797,2059.23,118,0.293019,62.41466522216797,0.0285629,10.544085923998864,-3.23115,89.61039707399868,1.23941,2882.94,-0.632833,-0.00123344,1326.84354537,476.167,-2257.7,3.71015,0.00789897,4.002393201999439,0.00330917,53.1964,0.0785215,1.25519,455.725,-2.51693,485.534,2251.18,2222.6,0.0449448,19.7816,-0.0111904,-8.46714,2.97857,2.14618,10649.24471974103,75.06391794800038,1372.76363408,2974.8,7160,70.8956,238000
3.27582,-0.208549,1204000,568.32,10.784918785095215,734.901,119,0.318861,107.84918212890625,0.025241,10.314809377996426,-3.06018,90.25276503299392,1.21837,2980.39,-0.624219,-0.000117552,1305.45066264,667.196,-2245.13,3.85673,0.00798801,4.006270045998463,0.00422103,53.8516,0.0692847,2.19873,517.128,-2.58585,522.413,2230.2,2260.07,0.0374641,16.167,-0.0119967,-13.1665,2.81933,1.32229,10739.536330824027,75.93168560899903,1365.32260385,2996.78,7220,27.5038,240000
3.2551,-0.109854,1214000,344.205,5.554948329925537,113.96,120,0.282242,55.54948425292969,0.0210765,10.511368047003998,-2.72039,90.2115984420052,1.15281,2789.52,-0.643144,0.000133982,1382.68954882,330.204,-2122.12,3.33664,0.0094013,4.046837896001307,0.00349753,66.5925,0.0117957,0.934186,421.912,-2.18911,432.606,2115.6,2119.57,0.0357734,14.7294,-0.0102645,-7.36634,2.28707,1.885,10829.790464349033,75.65339249899989,1382.92409733,2808.75,7280,73.4343,242000
2.99549,-0.118561,1224000,374.291,7.867436408996582,217.872,121,0.296699,78.67436218261719,0.0229559,10.418041024990089,-3.23738,89.17657771699123,1.23523,3300.6,-0.634953,0.00050639,1364.00882263,393.335,-2523.0,3.90665,0.00825209,4.089861811000446,0.00365863,81.3348,0.154218,1.76389,550.179,-2.60208,564.639,2511.2,2529.73,0.0223194,14.3344,-0.00980768,-8.03778,2.85734,1.92658,10918.992887099024,74.6686748810007,1425.94224027,3307.97,7340,63.848,244000
3.34457,-0.101518,1234000,314.094,5.99271297454834,94.1425,122,0.286159,59.927127838134766,0.036127,10.569265071997506,-2.71497,89.87516265799786,1.19383,2943.39,-0.644434,-9.9575e-06,1364.78151067,371.636,-2245.23,3.63073,0.00891746,4.116840499000318,0.00354517,29.8049,-0.0128336,1.2041,471.812,-2.33038,483.62,2233.43,2241.33,0.045366,13.6436,-0.0104357,-9.0657,2.69833,2.33786,11008.827887148022,75.18905708700004,1361.60375257,2946.61,7400,45.0509,246000
3.09174,-0.133333,1244000,261.844,6.776364803314209,117.903,123,0.305743,67.7636489868164,0.0266676,10.442220459004602,-3.09627,91.22615562100509,1.15374,2805.8,-0.652665,-0.000115896,1369.43954456,348.806,-2078.9,3.64192,0.0084367,4.0779355710001255,0.0036567,58.1452,0.0744735,1.64719,504.81,-2.51054,516.983,2066.32,2072.56,0.0261607,16.1727,-0.0100982,-7.69436,2.42801,2.06661,11100.088352726023,76.70599959100036,1390.71613791,2818.85,7460,57.1303,248000
3.04996,-0.142941,1254000,257.462,8.161311149597168,130.865,124,0.309055,81.61310577392578,0.0428138,10.671922446999815,-3.16114,90.66695841100045,1.1595,2893.69,-0.651054,-0.000155186,1405.29582524,380.208,-2058.54,3.60101,0.00871233,4.113426395000715,0.00353228,44.9062,0.0236776,1.90755,527.566,-2.6242,540.538,2045.08,2052.96,0.0260108,15.6069,-0.0103744,-7.62294,2.434,1.99765,11190.76987209402,75.88160956899992,1420.5979564,2912.56,7520,55.6228,250000
2.85151,-0.159147,1264000,252.115,7.224703311920166,95.0132,125,0.302365,72.24703216552734,0.0227929,10.366416629998639,-2.65669,89.25509451899961,1.22347,3124.6,-0.641844,-0.00115582,1398.35996498,627.761,-2454.66,3.75146,0.0080551,4.129215270000714,0.00392225,148.106,-0.00930744,1.86745,497.341,-2.4046,510.175,2447.43,2457.49,0.0407738,15.2101,-0.0123337,-6.98048,2.893,1.7928,11279.919869579018,74.75946261900026,1430.84251826,3144.03,7580,169.492,252000
3.17182,-0.196622,1274000,293.247,9.53888988494873,84.3311,126,0.312458,95.3888931274414,0.023915,10.506580410999959,-4.13887,90.38288468999963,1.13766,2812.21,-0.630089,-0.000575657,1386.46524089,456.346,-1960.75,3.82224,0.00840388,4.025753612999324,0.00371146,62.2017,-0.0339041,1.85004,545.437,-2.42704,560.275,1946.24,1960.28,0.027592,16.9102,-0.01072,-9.3048,2.184,2.01059,11370.29483986602,75.85055066600034,1369.4138532,2833.88,7640,61.5716,254000
3.20165,-0.0749905,1284000,1335.36,7.7720184326171875,572.981,127,0.29483,77.72018432617188,0.0280528,10.374451003002832,-4.22694,89.34413807800229,1.22699,3437.95,-0.640697,0.00120987,1231.87045849,413.136,-2520.76,3.9099,0.00879051,4.018985579999935,0.00344153,33.0166,0.035351,1.88806,671.646,-2.29457,678.776,2497.85,2518.82,0.0678155,15.2115,-0.0111489,-7.24272,2.82669,2.83946,11459.662883736019,74.95070149499952,1400.17708826,3410.81,7700,7.64982,256000
3.33354,-0.243218,1294000,1397.61,13.918822288513184,324.712,128,0.352337,139.18821716308594,0.0305414,10.376887471997179,-3.502,89.54023908899762,1.31257,3349.49,-0.652457,0.000128862,1410.12498962,475.748,-2514.32,3.93612,0.0097496,4.044154803999845,0.00360962,141.554,0.166018,2.59938,519.518,-2.99113,522.418,2506.71,2515.52,0.0224039,15.6364,-0.0110316,-10.0665,3.77842,2.09088,11549.21740970602,75.1191968130006,1396.04239118,3321.76,7760,236.176,258000
4.1434,-0.122911,1304000,482.754,5.885716915130615,265.096,129,0.271048,58.85717010498047,0.021331,10.578921253989392,-2.82801,90.8869129479881,1.14603,3035.27,-0.639122,-0.000412523,1387.44536299,395.184,-2141.61,3.52142,0.00763736,4.0602627270000085,0.00354355,59.9945,-0.0297031,2.24927,421.279,-2.37361,429.523,2138.55,2135.05,0.026426,16.8438,-0.0113974,-7.2598,2.29071,1.99483,11640.139676173007,76.2477289669987,1440.13416283,3025.96,7820,103.134,260000
3.03022,-0.206621,1314000,344.816,9.598896980285645,176.426,130,0.304002,95.98896789550781,0.0235981,10.420840605989724,-3.1205,90.65548184998806,1.11579,2823.07,-0.651751,-0.00101948,1385.62218773,503.701,-2021.45,3.58667,0.00872859,4.096238899999662,0.00348566,73.9627,0.199334,1.7992,502.121,-2.53482,516.122,2001.14,2014.1,0.0190832,14.7122,-0.0121197,-7.36849,2.17095,2.10059,11731.226478545996,76.13840234399868,1413.29412772,2843.37,7880,86.4424,262000
2.95619,-0.085042,1324000,341.848,7.50928258895874,95.2752,131,0.31443,75.09282684326172,0.0234828,10.584741984001084,-2.70601,90.81142805700074,1.19033,3272.6,-0.658153,4.50488e-06,1378.13309968,385.833,-2285.62,3.62199,0.00719278,4.528694316999463,0.00353527,34.1421,-0.0120413,1.56715,624.117,-2.57056,635.506,2273.75,2284.13,0.0546105,13.7149,-0.0114993,-8.81512,2.67812,2.08916,11821.596071678994,75.69799175600019,1402.9827439,3293.54,7940,53.2325,264000
3.79948,-0.150396,1334000,457.986,9.40772533416748,122.14,132,0.31342,94.0772476196289,0.0216085,10.444355583000288,-3.15344,89.89506296300169,1.23653,3207.97,-0.646898,-0.000222129,1393.76171651,522.145,-2351.55,3.77137,0.0084336,4.088281049000216,0.00368537,106.613,0.16838,1.09781,457.348,-2.60979,468.45,2337.27,2353.41,0.0403615,15.5017,-0.0114423,-6.93937,3.10662,1.80496,11911.514714778994,75.36242633100119,1418.41825008,3192.99,8000,107.329,266000
2.76857,-0.146166,1344000,322.863,7.19634485244751,109.492,133,0.296744,71.96344757080078,0.0413175,10.617773661999308,-3.15977,90.81785680999928,1.07688,3046.41,-0.648514,6.46232e-05,1393.96648169,351.68,-2033.2,3.46549,0.00938097,4.113020515000244,0.00360867,0.738342,0.034373,1.5712,587.056,-2.40435,599.519,2021.16,2030.36,0.0254648,12.2334,-0.0116288,-6.79058,1.83871,2.15131,12002.307358629992,76.08706263299973,1349.7046757,3054.75,8060,6.95681,268000
2.90753,-0.125333,1354000,318.001,8.127805709838867,123.334,134,0.317045,81.2780532836914,0.017734,10.541633889002696,-3.10902,89.7315945490027,1.24013,3260.41,-0.657289,-0.000209894,1383.72557322,551.049,-2525.47,3.74922,0.00791481,4.089549852000346,0.00403283,52.5633,0.16752,1.60037,493.797,-2.45159,504.107,2519.94,2526.07,0.0597897,14.0106,-0.0104959,-9.30618,3.25673,1.56795,12092.000792545996,75.10041080799965,1398.22229191,3273.38,8120,92.8633,270000
3.03339,-0.17806,1364000,292.757,8.791196823120117,111.996,135,0.323578,87.9119644165039,0.017573,10.269453453001915,-2.9487,88.82574089600166,1.15583,2975.6,-0.667585,-0.000474388,1368.916371,524.928,-2152.91,3.72166,0.00742257,4.052057730999877,0.00377079,91.6168,0.0125495,0.990706,493.723,-2.82512,509.986,2137.07,2150.59,0.0368692,16.2875,-0.0106248,-8.88661,2.49387,1.72347,12180.787145144997,74.50422971199987,1363.27521541,2997.14,8180,86.8023,272000
3.00876,-0.127073,1374000,531.216,7.039710521697998,202.853,136,0.314132,70.39710235595703,0.0205326,10.420284589001312,-3.98215,88.93330277000132,1.1239,3123.28,-0.644462,0.000678996,1382.84051732,415.312,-2045.29,3.61143,0.00794005,4.014254346999223,0.00359953,-58.2246,0.0271362,1.54303,619.827,-2.44055,639.729,2025.75,2048.27,0.0275146,15.2178,-0.0106334,-8.45199,2.14085,1.90725,12269.628216820998,74.49876383400078,1382.28536636,3152.6,8240,-120.749,274000
3.64571,-0.092566,1384000,282.991,6.915036678314209,124.088,137,0.320919,69.1503677368164,0.0232174,10.303726292002466,-3.28858,90.17184786900361,1.22476,3084.28,-0.660379,-0.00185541,1412.29347436,738.864,-2459.33,3.74905,0.00630933,3.923147710000194,0.00355852,62.9231,0.16926,1.33838,452.563,-2.36693,466.163,2449.13,2456.47,0.0514875,13.6641,-0.0120902,-7.15992,3.00226,1.98652,12359.925971084005,75.94497386700095,1382.70871345,3095.43,8300,65.0231,276000
3.61612,-0.172315,1394000,337.927,7.874676704406738,128.573,138,0.315515,78.74676513671875,0.0198943,10.458004819996859,-3.58643,89.73925505199804,1.14433,3174.31,-0.66303,7.38989e-05,1435.1360124,516.541,-2129.69,3.65244,0.008765,4.050521744000434,0.00391126,20.6897,0.100448,1.73429,586.185,-2.28298,597.971,2117.23,2128.85,0.025088,15.9168,-0.0117089,-8.49492,2.3962,1.73014,12449.73412719,75.23072848800075,1483.84880645,3179.65,8360,53.0401,278000
3.67191,-0.0749585,1404000,310.73,6.211713790893555,146.737,139,0.293716,62.11713790893555,0.0210428,10.344087482997566,-2.63034,90.84665277799832,1.17642,2922.08,-0.65739,-0.000754236,1430.34603777,538.961,-2319.4,3.61563,0.0100748,4.120670176000203,0.0038893,61.7595,0.137655,1.14877,449.123,-2.3883,461.923,2309.04,2317.07,0.0451375,13.1522,-0.0128489,-6.64868,2.52979,1.94969,12540.512898346997,76.38189511900055,1406.43286922,2933.66,8420,76.8402,280000
3.19038,-0.107643,1414000,254.701,7.226551055908203,85.5046,140,0.302468,72.26551055908203,0.0270141,10.514631116007877,-2.95264,89.94190781800899,1.15825,3010.85,-0.668186,-0.000803426,1382.28086769,537.7,-2233.58,3.57642,0.0104286,4.0543470490010804,0.00391458,26.3307,0.137525,1.86562,500.345,-2.49469,514.858,2219.39,2229.57,0.0254815,14.7201,-0.0115377,-8.27281,2.42427,2.05388,12630.484909751007,75.37292965300003,1397.42509653,3027.24,8480,9.88327,282000
3.62887,-0.13914,1424000,1573.68,7.863018035888672,463.581,141,0.304964,78.63018035888672,0.0221729,10.393923096002254,-3.12911,90.95127791900268,1.24788,3089.14,-0.624722,-0.0017848,1332.00835729,659.18,-2297.1,3.76604,0.00790279,4.085860048000541,0.00334667,44.9292,0.117539,1.2477,524.805,-2.3773,537.08,2281.35,2307.23,0.0463514,15.6251,-0.0121732,-5.97051,2.94043,1.83339,12721.49591398801,76.47149477499988,1399.82560929,3091.29,8540,26.9346,284000
3.37958,-0.130574,1434000,2535.02,7.403358459472656,3899.73,142,0.294189,74.03358459472656,0.0222358,10.362703180995595,-3.0915,90.10486090199629,1.26873,3181.37,-0.602667,-0.000383749,1444.9018192,511.435,-2285.57,3.76529,0.00844682,4.146722163000959,0.00376284,-55.7086,0.0426691,1.33285,552.385,-2.36318,569.266,2267.05,2263.46,0.0477161,15.6101,-0.011631,-5.48807,2.9933,1.53785,12811.413897089005,75.59543555799974,1400.42814041,3066.4,8600,-59.6496,286000
3.42005,-0.102119,1444000,392.687,5.615289211273193,148.639,143,0.301377,56.152889251708984,0.020504,10.343934253003681,-3.02133,89.38364803900367,1.20039,2921.39,-0.667931,-0.00110799,1439.91938941,373.298,-2330.58,3.65283,0.00697266,3.960991326999647,0.00331226,28.072,-0.0312179,1.05829,452.785,-2.39196,463.902,2323.79,2332.26,0.0374521,14.3709,-0.0121195,-7.14722,2.82846,1.88753,12900.893819636009,75.07872245900035,1440.90280974,2937.67,8660,27.9137,288000
3.8551,-0.182452,1454000,432.333,9.951903343200684,113.602,144,0.329231,99.51903533935547,0.0309763,10.4514994630008,-3.02071,88.14946993500052,1.23053,3272.7,-0.660729,0.000721115,1406.46794177,572.963,-2389.11,3.78639,0.0101478,4.058875577000435,0.00400446,59.2512,0.0366089,2.09735,555.581,-2.6232,571.789,2376.14,2392.76,0.0358092,15.3669,-0.0122916,-7.68783,3.10107,1.20938,12989.03022414701,73.63909489499929,1467.42666314,3278.44,8720,44.9145,290000
3.20407,-0.134232,1464000,263.583,6.485701084136963,88.9446,145,0.304766,64.85700988769531,0.0211048,10.273685168007432,-2.87536,88.33994695600813,1.21071,3085.18,-0.67613,-0.000550819,1448.48574858,556.168,-2412.38,3.76042,0.0095725,4.047597814000255,0.00379891,42.2336,-0.0664926,1.23737,444.475,-2.34403,457.405,2402.45,2408.83,0.0430135,15.3769,-0.0128713,-7.59587,2.89037,1.83014,13077.544704302018,74.01866397400045,1402.98613861,3079.74,8780,55.2367,292000
3.59026,-0.177387,1474000,342.007,8.373388290405273,207.823,146,0.315137,83.73387908935547,0.0203243,10.371644199005459,-3.33752,91.21078723100436,1.16737,3018.11,-0.669347,-0.00127818,1446.50602901,649.535,-2212.2,3.70607,0.00698061,4.22344779299965,0.00376953,23.9482,0.0663075,1.87354,532.431,-2.66468,551.092,2194.2,2206.87,0.0217268,14.3764,-0.0131106,-10.2256,2.60674,1.79455,13168.57942614002,76.61569523899925,1409.99646084,3027.1,8840,11.5557,294000
2.77594,-0.110955,1484000,325.473,7.478090763092041,363.172,147,0.301539,74.7809066772461,0.0183681,10.497767600003499,-3.51349,90.16863832500349,1.19069,3067.09,-0.663231,-0.00164974,1396.06588118,607.424,-2320.08,3.74268,0.00659687,4.048470084000655,0.00340601,28.0549,0.0243405,1.80825,534.944,-2.58574,552.264,2310.57,2322.68,0.0195069,14.9634,-0.0112912,-10.1631,2.70694,1.80678,13258.771527350025,75.62240064099933,1412.44569289,3110.21,8900,8.87219,296000
3.16589,-0.0962673,1494000,277.362,5.749935626983643,83.7039,148,0.298011,57.49935531616211,0.0337872,10.367471701001705,-3.21208,90.28344684300282,1.20298,2995.6,-0.673718,-0.000778628,1434.09131438,378.657,-2335.92,3.60529,0.00806503,4.073506520000592,0.00335774,23.9388,0.0316421,1.09316,474.027,-2.28875,488.617,2325.31,2336.09,0.0348457,14.4616,-0.0115306,-8.92318,2.81883,2.05106,13348.982583979026,75.84246862200052,1427.16026265,3000.78,8960,18.4548,298000
3.10988,-0.125081,1504000,380.024,7.699180603027344,147.831,149,0.307077,76.99180603027344,0.022721,10.38522172300145,-4.02185,90.81341529299971,1.25341,3293.81,-0.653958,-0.000831627,1425.29790272,554.663,-2590.51,3.85591,0.00724901,4.0025888009986375,0.00383977,50.5607,0.151798,1.44718,464.635,-2.4763,476.632,2584.43,2588.33,0.0450849,17.6085,-0.0127943,-7.48091,3.17495,1.83426,13439.86486306503,76.42560476899962,1443.86595399,3302.16,9020,45.3098,300000
4.0659,-0.0586736,1514000,303.038,8.930707931518555,110.986,150,0.319298,89.30707550048828,0.0208461,10.28293547100111,-4.54548,90.87341491500047,1.21001,3441.9,-0.658946,-0.00156091,1432.31299594,794.194,-2505.87,3.89019,0.00809479,4.072886870999355,0.00397953,10.1051,0.222245,1.72458,638.322,-2.57624,649.74,2495.75,2510.97,0.0569721,22.2085,-0.0135039,-6.99876,2.74486,1.86949,13530.73034905003,76.517592573,1442.83363425,3425.64,9080,-92.3739,302000
3.28397,-0.0793092,1524000,386.254,7.359349250793457,249.696,151,0.313694,73.59349060058594,0.0215037,10.471522472997094,-3.09335,90.66336100499757,1.1651,3149.52,-0.66067,-0.000251428,1403.86427028,600.855,-2314.97,3.57081,0.00975963,4.066453242001444,0.00381438,-0.415513,0.0863118,1.7185,540.778,-2.60192,552.107,2301.59,2302.74,0.0217065,14.6162,-0.0115883,-11.8353,2.40213,1.43817,13621.436011511027,76.12538528999903,1451.66441589,3163.88,9140,13.047,304000
2.79706,-0.132494,1534000,316.235,8.126324653625488,77.692,152,0.317115,81.26324462890625,0.0224068,10.437177621002775,-2.77395,89.51995920900299,1.18564,3061.6,-0.686108,-0.000408759,1453.49431263,489.011,-2235.35,3.65656,0.00793837,4.109919049999007,0.00369605,-4.93287,0.00393605,1.71435,566.423,-2.66719,583.252,2220.34,2235.65,0.0183977,13.6919,-0.0128257,-7.64602,2.78914,1.67526,13710.870174821031,74.97286253800121,1446.12150379,3077.74,9200,-2.12396,306000
3.91682,-0.200443,1544000,451.802,8.546439170837402,157.365,153,0.319885,85.46438598632812,0.0196879,10.425818696001443,-4.2861,88.55552303900186,1.19214,3156.16,-0.665235,0.000637804,1450.77835441,445.775,-2251.67,3.7695,0.00885146,4.02545484500115,0.00389382,-52.4602,0.197199,1.9329,607.687,-2.59645,621.184,2238.62,2258.55,0.026444,17.3932,-0.0128403,-7.63602,2.72145,1.72855,13799.42972276203,74.10424949799926,1471.38217381,3148.58,9260,-76.145,308000
2.8715,-0.10473,1554000,808.95,6.930959224700928,340.111,154,0.314227,69.3095932006836,0.0288454,10.31576794499233,-2.66658,89.75297870999202,1.18606,3349.36,-0.670597,0.000493297,1451.62897851,410.63,-2350.11,3.57137,0.00873283,4.031348615999377,0.00387147,0.680852,0.0310798,1.50828,632.116,-2.63715,645.228,2335.17,2338.46,0.0221108,14.2486,-0.0108216,-8.02144,2.68179,1.69392,13889.342490723022,75.40586214900031,1481.08400607,3377.47,9320,-10.3559,310000
3.1975,-0.176287,1564000,414.34,9.613943099975586,296.037,155,0.329218,96.1394271850586,0.0166026,10.445984397005304,-3.83851,89.85009122000338,1.2708,3474.17,-0.660279,-0.000624631,1410.83796716,746.568,-2530.82,4.01429,0.00982087,4.192701099998885,0.00422686,-6.65864,0.296045,1.28509,559.567,-2.90682,569.437,2522.0,2538.97,0.0450625,16.4233,-0.0123267,-8.95202,3.33411,1.5214,13979.126684867024,75.21140572299919,1467.41083439,3475.5,9380,18.3177,312000
2.55111,-0.0996501,1574000,623.874,5.113382339477539,171.9,156,0.28929,51.13382339477539,0.0280963,10.669045684000594,-2.59064,90.40865392100022,1.15252,2863.89,-0.66914,-0.000327056,1437.81815704,270.319,-2232.94,3.30795,0.00692887,4.127833884000211,0.00318356,7.46002,-0.0730202,1.49335,484.24,-2.47699,494.492,2224.56,2229.47,0.0152335,12.2392,-0.0107702,-6.54996,2.4118,1.44331,14069.427277416022,75.61177435299942,1441.30830233,2895.74,9440,17.6021,314000
3.10445,-0.203191,1584000,361.25,9.421600341796875,123.584,157,0.33282,94.21600341796875,0.0253427,10.419569325995326,-3.47529,89.91879559199515,1.21513,3240.22,-0.665204,-0.000646567,1501.20095875,541.024,-2348.27,3.85268,0.00831877,4.021097898999869,0.00381367,-64.5955,0.185085,1.90939,591.202,-2.69215,603.623,2333.59,2353.38,0.0198538,14.0171,-0.012165,-8.98163,2.94304,1.92923,14159.312609287017,75.47812836699995,1499.52012367,3261.9,9500,-80.6828,316000
3.88186,-0.0563645,1594000,275.236,7.33814001083374,204.587,158,0.304961,73.38140106201172,0.0208396,10.393636864000655,-3.72002,90.2360180300002,1.24036,3316.8,-0.672216,-0.00014786,1433.52864372,447.415,-2597.16,3.72543,0.00797715,3.989148765000209,0.00375872,-63.9394,0.0547466,1.48187,533.156,-2.77951,543.546,2590.93,2605.56,0.0468007,17.083,-0.0105026,-8.2046,3.03167,1.91616,14249.604603113015,75.85323240099933,1345.09278912,3316.24,9560,-67.8859,318000
2.85191,-0.118714,1604000,386.319,7.259237766265869,412.873,159,0.313752,72.59237670898438,0.0275846,10.438121555001999,-3.55356,89.75829708400124,1.18543,3290.47,-0.678701,0.000430707,1477.98475645,533.075,-2362.43,3.72305,0.00825991,4.046479873999488,0.00377409,6.79193,0.00507915,1.43955,639.921,-2.39065,655.674,2352.92,2378.79,0.0483217,14.9096,-0.0110259,-7.10049,2.65419,2.11442,14339.377914935014,75.27369565499976,1505.00830624,3280.25,9620,-40.3219,320000
3.22103,-0.166006,1614000,383.541,8.251702308654785,146.579,160,0.326918,82.51702117919922,0.0193916,10.550384379997922,-3.41399,90.14042157399672,1.19109,3214.47,-0.670455,0.000474252,1483.02460692,464.876,-2268.12,3.72661,0.00897631,4.0629596509988914,0.00383928,-7.22193,0.0513547,0.9429,557.217,-2.85957,572.425,2253.85,2274.22,0.0317272,14.4496,-0.0122053,-6.945,2.88759,1.97906,14429.351063470009,75.5270775429999,1458.06111718,3207.78,9680,20.8853,322000
3.3534,-0.191311,1624000,453.262,9.42918586730957,129.751,161,0.329804,94.29185485839844,0.0201856,10.299415712002883,-4.44451,90.3965206610028,1.26625,3536.89,-0.655571,-0.00171797,1478.11713494,733.728,-2535.23,3.87584,0.00843448,3.8972256339984597,0.00360177,40.2015,0.0685098,2.27031,508.577,-2.64928,520.547,2522.12,2539.28,0.0204154,16.8117,-0.0130333,-7.24179,3.43867,1.58013,14519.902061002012,76.19987931500145,1465.73502519,3527.67,9740,50.7808,324000
2.94707,-0.149312,1634000,271.873,9.12671947479248,90.9438,162,0.319517,91.2671890258789,0.0206856,10.501469382998039,-3.12744,88.90138143199874,1.17888,3223.29,-0.664086,-0.00156526,1484.83515198,779.64,-2289.4,3.71976,0.00856383,4.05341068800044,0.00379028,20.7266,-0.0256587,1.93434,634.485,-2.56512,646.435,2274.78,2288.0,0.0201519,17.9,-0.0114576,-7.36473,2.54712,1.87542,14608.715258672011,74.34650136100026,1496.23134703,3223.35,9800,23.2273,326000
2.97945,-0.065936,1644000,387.536,7.904290199279785,118.036,163,0.315573,79.04290008544922,0.0197317,10.356634111998574,-2.78766,88.76316003199645,1.17293,3204.87,-0.675383,-0.0013158,1457.39497351,564.995,-2246.82,3.67828,0.00775546,3.966660135998609,0.00341613,-301.042,0.107845,1.63702,613.604,-2.46176,630.189,2233.89,2247.23,0.0163017,16.4146,-0.0131527,-7.89987,2.58597,1.88525,14697.496879175007,74.43986578399927,1485.44802465,3217.79,9860,-234.444,328000
3.20802,-0.130294,1654000,295.156,7.710427284240723,66.3819,164,0.315845,77.1042709350586,0.0211425,10.251518465996924,-2.86048,88.93237320599656,1.19678,3239.17,-0.671647,-0.00131538,1489.94931372,557.59,-2424.28,3.61173,0.00772165,3.9864102419996925,0.00354048,9.88671,0.00973326,1.78658,586.741,-2.51662,601.127,2409.79,2426.02,0.017512,12.8474,-0.0129879,-9.80439,2.84506,1.78118,14786.512694705007,74.69444449799994,1478.06730147,3248.67,9920,1.06961,330000
