(Previous) Eval Time (s),Total Train Time (s),Policy log std Std,Log Pis Mean,Number of env steps total,Policy mu Min,Number of rollouts total,Policy log std Mean,Number of train steps total,Policy mu Mean,Q Predictions Std,Epoch Time (s),R Predictions Min,Epoch,Policy log std Min,R Predictions Std,Train Time (s),Log Pis Std,VF Loss,Q Predictions Max,Z mean eval,QF Loss,R Predictions Mean,Policy mu Max,V Predictions Mean,Policy Loss,KL Loss,V Predictions Std,KL Divergence,Q Predictions Mean,Q Predictions Min,AverageReturn_all_train_tasks,Sample Time (s),Policy mu Std,V Predictions Min,V Predictions Max,AverageReturn_all_test_tasks,Policy log std Max,Z variance train,RF Loss,R Predictions Max,Log Pis Min,Z variance eval,Z mean train,Log Pis Max
4.1853271660002065,21443.636900639955,0.328206,2.89008,2384000,-3.03025,14300,-0.69576,476000,-0.138272,605.273,90.64087674701295,-0.0165104,237,-2.72722,0.00402968,75.7766884670018,3.56753,77.2657,3609.93,1.47939,320.263,-0.00479254,2.77058,2709.27,-2712.66,7.0568528175354,589.831,70.56852722167969,2702.0,862.232,1582.43698997,10.678861114010942,1.20534,864.51,3589.06,1586.47602454,0.134825,0.0267959,532.587,0.0026899,-6.80195,0.02352,1.39863,14.959
4.241609964999952,21534.73839208095,0.337707,3.25251,2394000,-3.28005,14360,-0.705015,478000,-0.105771,592.474,91.21010648400261,-0.0149805,238,-2.99286,0.00373247,76.27977806299896,3.70514,119.684,3525.54,1.35717,423.107,-0.00384524,3.01401,2741.36,-2739.56,7.121731758117676,574.506,71.21731567382812,2729.21,844.877,1544.67475701,10.688718456003699,1.24606,918.895,3516.61,1482.52495416,0.029448,0.0293429,499.803,0.00318749,-8.30489,0.0206755,1.44466,17.3145
4.13510326100004,21625.770507381963,0.297046,3.2557,2404000,-3.3503,14420,-0.67283,480000,-0.105137,552.147,90.93932754600974,-0.014809,239,-2.41347,0.00335484,76.18134267400092,3.78127,70.1307,3527.84,1.49112,226.745,-0.00235359,2.82589,2771.18,-2770.72,5.6808977127075195,536.724,56.80897521972656,2763.74,922.227,1552.29069078,10.62288161100878,1.27034,943.14,3532.73,1497.19050681,0.353273,0.0356309,450.01,0.00354403,-7.53432,0.0298196,1.10684,16.3286
4.229792150999856,21715.652370565967,0.308834,3.38953,2414000,-2.86536,14480,-0.674199,482000,-0.119302,600.861,90.0856837170104,-0.0172105,240,-2.77929,0.0044702,75.24907431900283,3.71871,68.4137,3772.67,1.17452,285.426,-0.00436122,2.88632,2854.35,-2854.31,7.698612213134766,582.502,76.98612213134766,2846.15,978.232,1587.82896849,10.606817247007712,1.25968,996.248,3757.37,1537.91430262,0.481291,0.0347141,630.579,0.0034448,-6.78397,0.0186632,1.3986,15.194
4.0279266180004925,21805.768102340957,0.324151,2.98659,2424000,-3.10585,14540,-0.70619,484000,-0.125419,610.694,89.97612530998958,-0.0145449,241,-2.87158,0.00335422,75.28157821999775,3.62097,89.575,3424.18,1.28733,385.3,-0.00279088,2.99609,2600.15,-2601.84,6.575271129608154,593.079,65.7527084350586,2587.57,821.182,1551.02652083,10.666620471991337,1.19778,843.682,3402.1,1572.01020076,0.0535719,0.0284161,385.134,0.00368925,-6.37749,0.0212854,0.978167,13.7297
4.169642421002209,21894.88505513496,0.312396,-0.0884773,2434000,-2.56652,14600,-0.766882,486000,-0.162945,327.885,89.230208666002,-0.0159837,242,-2.38701,0.00289104,74.34822616800011,2.36213,1741.88,2559.11,1.69052,3482.41,-0.00406195,2.2714,2034.11,-2026.01,3.021975040435791,317.375,30.219749450683594,2010.33,1347.89,1562.3237667,10.71234007699968,0.72566,1416.64,2657.2,1550.89031938,-0.0299562,0.0322372,273.149,0.00293804,-9.30388,0.0284478,0.460158,9.0179
4.058511905001069,21984.188922332953,0.323978,3.32615,2444000,-2.79293,14660,-0.688047,488000,-0.159811,623.936,89.16712172899497,-0.0160161,243,-2.78338,0.00326254,74.60438124999928,3.78396,208.731,3847.5,1.33207,329.835,-0.00168681,2.73632,2895.23,-2885.6,8.377273559570312,608.044,83.77273559570312,2874.61,1010.95,1532.44155761,10.504228573994624,1.24216,1027.29,3820.05,1496.55302792,0.328697,0.0547466,697.852,0.00529968,-6.30061,0.0216504,1.39816,14.077
4.19717496299927,22074.58760076896,0.315814,3.09499,2454000,-3.17989,14720,-0.680907,490000,-0.139025,605.554,90.45355395200022,-0.0159288,244,-2.86295,0.00360713,75.5608156749986,3.88913,142.048,3668.56,1.57198,605.012,-0.00243211,3.44838,2840.61,-2834.82,7.1026740074157715,589.901,71.02674102783203,2826.05,-711.845,1570.72745064,10.695563314002356,1.23669,-901.135,3685.37,1567.20916221,0.267851,0.0480967,549.221,0.00362975,-8.37442,0.0327249,1.31255,17.2693
4.144628571000794,22165.897942636955,0.325021,2.61579,2464000,-2.75183,14780,-0.703183,492000,-0.116497,666.628,91.22432258300614,-0.0156985,245,-2.6024,0.0037217,76.52680803200201,3.73097,107.371,3821.64,1.67054,434.102,-0.00278107,3.58147,2676.14,-2675.35,6.518057346343994,653.305,65.18057250976562,2667.73,789.918,1605.33093002,10.552885980003339,1.17204,849.518,3812.68,1566.44434562,0.0749851,0.0458398,489.302,0.00334157,-10.3177,0.0226809,1.45713,16.5094
4.232722060001834,22257.452812848966,0.3488,2.79797,2474000,-2.9285,14840,-0.713554,494000,-0.144379,667.625,91.50749478800935,-0.0069048,246,-2.84941,0.00165171,76.65936488999796,3.576,76.4097,3719.78,1.65305,301.037,-0.00100219,3.34791,2619.1,-2618.15,7.23117208480835,647.086,72.31172180175781,2602.98,646.161,1512.02912682,10.61540783800956,1.18016,794.995,3727.27,1535.21894524,0.0811048,0.0163539,314.837,0.00394991,-7.23048,0.0233301,1.284,14.2551
4.2824537430024066,22347.868029978967,0.287209,3.18953,2484000,-2.7746,14900,-0.689796,496000,-0.0682964,542.724,90.52962198399837,-0.0164983,247,-2.37469,0.00393995,75.47586978199979,3.61181,112.475,3646.74,1.47697,219.715,-0.00383533,2.82563,2761.16,-2766.25,5.446499824523926,527.867,54.464996337890625,2755.73,963.961,1583.50708537,10.77129845899617,1.2348,934.47,3624.83,1559.47971452,0.316949,0.0346433,435.016,0.00227983,-8.26652,0.0281412,1.08257,12.6978
4.16998147400227,22438.82703563497,0.356217,3.01279,2494000,-2.85771,14960,-0.724868,498000,-0.119555,635.802,90.99450031999731,-0.0172759,248,-3.04327,0.00380652,76.028104402998,3.74115,151.242,3758.23,1.87956,350.245,-0.00378459,3.32805,2806.92,-2811.26,7.657190799713135,621.07,76.57190704345703,2798.82,963.222,1579.3019415,10.796414442997047,1.20289,979.302,3757.11,1597.36829362,0.0325838,0.07702,570.277,0.00357856,-6.11525,0.0369493,1.87627,13.2444
4.136309354002151,22528.59835373696,0.307509,3.25047,2504000,-3.31166,15020,-0.697255,500000,-0.119116,588.741,89.8132885499981,-0.0175433,249,-3.00148,0.00368553,74.96311754300041,3.70637,103.914,3645.85,1.5736,236.852,-0.00321008,3.16562,2766.55,-2770.13,6.494472026824951,572.172,64.94471740722656,2760.51,860.832,1599.74479874,10.713861652995547,1.24308,977.868,3631.19,1568.09879862,0.111952,0.0323342,517.651,0.00376118,-7.65401,0.0258889,1.14447,14.5248
4.0964053659990896,22617.969667655972,0.337925,3.69545,2514000,-4.06185,15080,-0.675975,502000,-0.165788,832.585,89.41687063900827,-0.0182619,250,-2.91531,0.00403582,74.80471556300108,3.70954,312.903,4949.91,1.39866,526.02,-0.004541,3.56698,3171.76,-3162.63,11.955337524414062,830.36,119.55337524414062,3156.89,868.97,1508.57064435,10.515749710008095,1.31156,920.683,4996.9,1575.97905941,0.375539,0.0308718,655.159,0.00351334,-8.48055,0.0266809,1.25458,16.7349
4.053078181001183,22707.454697814974,0.329132,2.6045,2524000,-2.84726,15140,-0.719954,504000,-0.127746,661.316,89.46203770899592,-0.0189327,251,-2.75153,0.00421042,74.7373365200001,3.62936,170.387,3664.62,1.42425,491.608,-0.00338412,2.67703,2670.13,-2668.02,7.346263408660889,645.832,73.46263122558594,2652.07,-554.409,1566.1490608,10.67162300799464,1.14453,-621.6,3658.18,1547.83701108,0.150763,0.0264115,610.248,0.0030283,-8.3354,0.0171861,1.36237,13.2735
4.077956667999388,22797.034310253974,0.338542,3.51369,2534000,-3.10468,15200,-0.68779,506000,-0.123011,670.136,89.46537290401102,-0.0149763,252,-2.80124,0.00365716,74.9117123420001,3.75703,186.997,3865.48,1.70332,376.944,-0.00327498,2.91186,2884.82,-2877.48,7.770226955413818,652.339,77.7022705078125,2864.23,795.185,1572.03835056,10.47570389401153,1.25602,802.304,3859.1,1559.36108958,1.04604,0.0649422,523.861,0.00474047,-6.06705,0.023071,1.5745,14.5886
4.194573838998622,22887.97238613797,0.338948,3.04088,2544000,-3.06363,15260,-0.71771,508000,-0.20585,658.126,91.04253066299498,-0.0138109,253,-2.88838,0.00281609,76.11234136399798,3.69841,174.031,3572.87,1.78617,332.709,-0.00195545,2.7509,2696.4,-2691.3,7.645665168762207,643.595,76.45664978027344,2681.34,740.445,1655.80660614,10.735615459998371,1.18429,753.256,3567.85,1587.73748577,0.0782521,0.0199012,347.17,0.00423934,-6.29798,0.0248761,1.54992,16.6983
4.092062498999439,22977.72813252497,0.32653,3.06985,2554000,-2.93569,15320,-0.718723,510000,-0.125199,715.784,89.75392075999844,-0.0149627,254,-2.78946,0.00390483,75.10334137599784,3.65086,95.1713,3848.24,1.74344,364.094,-0.00365417,3.03755,2740.83,-2741.16,6.726727485656738,704.481,67.26727294921875,2730.8,-791.512,1553.31798962,10.558516885001154,1.20997,-843.264,3847.85,1601.37469616,0.0993528,0.0333321,481.318,0.00421307,-7.13724,0.0248938,1.57044,14.4609
4.095914399000321,23067.939913461963,0.348157,3.27511,2564000,-3.35278,15380,-0.714117,512000,-0.180876,655.522,90.07515786198928,-0.017174,255,-3.06218,0.00383392,75.23230527899796,3.7936,140.412,3766.42,1.657,352.003,-0.00301256,2.73953,2876.07,-2878.74,8.275275230407715,640.953,82.75274658203125,2863.42,-848.252,1510.0878604,10.746938183991006,1.22611,-865.859,3751.29,1504.76348596,-0.00172436,0.033131,478.9,0.00349077,-9.15506,0.0295168,1.30874,13.9123
4.234711134002282,23158.055492162955,0.346365,3.3401,2574000,-2.94917,15440,-0.701903,514000,-0.141135,624.155,90.26715067099212,-0.0168495,256,-2.97362,0.00428013,75.4037189390001,3.84206,72.4364,3755.55,1.61646,321.827,-0.00349138,2.76259,2880.78,-2880.77,8.089517593383789,604.76,80.89517211914062,2867.89,-575.115,1570.73526825,10.62872059798974,1.24226,-523.158,3742.62,1560.8628567,0.0529565,0.0341526,701.886,0.00453431,-9.18116,0.018688,1.76396,16.6059
4.085190976999002,23248.892397570955,0.332637,2.94847,2584000,-3.67276,15500,-0.702491,516000,-0.14264,641.064,90.72328059199936,-0.0149722,257,-2.92407,0.00371583,75.8944437320024,3.81055,97.6261,3775.53,1.50139,226.943,-0.00284715,3.70682,2851.49,-2852.14,8.209330558776855,622.459,82.09330749511719,2838.91,983.935,1545.75871613,10.743645882997953,1.21332,1019.38,3760.71,1566.43673411,0.15059,0.0300088,611.153,0.00411751,-6.93769,0.0284689,1.72809,16.4453
4.201159968000866,23339.452954455955,0.34054,2.5991,2594000,-3.64445,15560,-0.714648,518000,-0.17739,683.135,90.57237716200689,-0.0171501,258,-2.86814,0.00372947,75.77579775599952,3.75524,480.304,3710.45,1.71179,441.825,-0.00333936,3.13255,2591.42,-2603.44,6.611760139465332,665.112,66.11759948730469,2595.84,-562.833,1584.7078036,10.595419438006502,1.14872,-579.043,3652.07,1571.3015833,0.332899,0.0275183,443.854,0.00382071,-8.76232,0.0165961,1.23558,14.8808
4.191856994999398,23429.264116741953,0.291986,3.18301,2604000,-2.89714,15620,-0.688346,520000,-0.0634878,635.524,89.86322767500315,-0.0170437,259,-2.35584,0.00435063,74.90136813199933,3.6921,156.449,3665.65,1.59485,302.297,-0.00511904,3.19648,2775.45,-2779.76,6.3147101402282715,617.172,63.147098541259766,2770.08,-1144.32,1596.05667857,10.770002548004413,1.24607,-1161.7,3665.16,1594.46446637,-0.066525,0.0211622,733.591,0.00472968,-6.9621,0.03384,1.15298,14.4125
4.141558027997235,23518.863076148955,0.352733,2.71181,2614000,-3.18085,15680,-0.736563,522000,-0.145056,664.66,89.65796373400372,-0.0180436,260,-2.84943,0.0039529,75.00972386799913,3.66406,99.5763,3692.04,1.75842,369.207,-0.00349621,3.13475,2637.34,-2638.46,6.492891788482666,647.544,64.92891693115234,2626.4,779.976,1565.37748192,10.506681838007353,1.15432,822.984,3689.81,1602.00640871,-0.0172887,0.0270096,486.621,0.00363878,-9.57056,0.031842,1.34964,18.1484
4.0845481529977405,23608.871002146952,0.382759,3.61903,2624000,-2.93256,15740,-0.738818,524000,-0.254479,645.389,89.94870620999427,-0.00578702,261,-3.11176,0.00183368,75.41659023199827,3.87389,97.8789,3815.47,1.62941,349.492,-0.000881365,3.2547,2953.74,-2955.4,10.390288352966309,630.556,103.90287780761719,2938.42,1193.44,1608.02844255,10.44756782499826,1.24968,1190.44,3855.87,1569.90205995,-0.00109786,0.020896,424.453,0.00372651,-6.80179,0.0212701,1.81566,17.4417
4.146508747999178,23699.511941035962,0.379979,3.54074,2634000,-3.00546,15800,-0.724245,526000,-0.247727,665.812,90.5907861820051,-0.0156551,262,-2.98589,0.00381718,75.70359143000314,3.78203,99.0065,3839.07,1.67871,373.192,-0.00239238,2.94761,2964.9,-2961.59,10.38475513458252,647.649,103.84754943847656,2952.86,1100.2,1633.04272054,10.740686004002782,1.23465,1132.82,3830.75,1614.10934577,0.124176,0.0259964,738.247,0.00505647,-8.52199,0.0882148,1.79661,16.0061
4.198112058998959,23790.474832247965,0.338655,3.1043,2644000,-2.87428,15860,-0.699624,528000,-0.130575,645.814,90.93566975700014,-0.0185709,263,-2.94622,0.00390986,76.03016153000135,3.69857,242.564,3755.32,1.59997,318.025,-0.00334322,2.73943,2867.77,-2856.84,7.485150337219238,630.762,74.85150146484375,2848.11,987.641,1487.45471354,10.707396167999832,1.22208,1003.88,3765.21,1543.70344282,0.209506,0.0424993,560.188,0.00329123,-7.89762,0.0318171,1.4755,14.9132
4.227719487000286,23880.485799051967,0.35643,3.44459,2654000,-2.95159,15920,-0.712277,530000,-0.137309,652.115,90.19141913500425,-0.0172731,264,-3.08213,0.00427415,75.38480967899886,3.88442,60.4529,3701.48,1.36228,296.908,-0.00443936,3.30632,2863.8,-2862.71,8.053866386413574,632.545,80.53866577148438,2851.41,892.961,1628.54082518,10.578889969005104,1.23542,957.656,3697.22,1602.44749727,0.122503,0.0231789,640.392,0.00386599,-6.71217,0.0319437,1.58924,15.9989
4.049634267001238,23970.88063915998,0.296339,3.20357,2664000,-2.78084,15980,-0.682051,532000,-0.12949,615.693,90.23531511001056,-0.0183336,265,-2.46685,0.00418813,75.4945830329998,3.79062,80.9507,3731.43,1.8304,301.486,-0.00685569,2.8473,2918.19,-2919.76,6.999703407287598,595.574,69.99703216552734,2909.55,853.246,1580.81248511,10.691097810009524,1.25097,913.579,3709.5,1591.25706986,0.714281,0.0228844,796.162,0.0019566,-7.28154,0.0454592,1.2413,14.1815
4.211569267001323,24061.248803059978,0.326653,2.88665,2674000,-3.18344,16040,-0.679642,534000,-0.135352,700.287,90.45106438600124,-0.0159448,266,-2.87066,0.00358182,75.49056307100182,3.76537,193.692,3861.72,1.64341,760.091,-0.00300614,3.81152,2794.42,-2785.8,6.879593849182129,684.69,68.79593658447266,2770.33,748.568,1672.21670191,10.748932047998096,1.21541,869.153,3872.0,1645.34846035,0.231568,0.0412501,405.109,0.00486688,-9.18828,0.0266013,1.38077,14.9748
4.131401965001714,24151.994015026998,0.405795,3.82742,2684000,-3.12817,16100,-0.730714,536000,-0.30391,669.413,90.783362185015,-0.0166541,267,-3.12982,0.0038845,75.87645344799967,3.77033,210.28,4224.54,1.69446,430.457,-0.00497809,3.21922,3241.1,-3232.23,11.00943374633789,652.173,110.0943374633789,3221.36,1405.02,1572.18401538,10.775506772013614,1.28023,1512.85,4235.86,1524.76830404,0.323033,0.108415,687.132,0.00436607,-10.0182,0.0188951,2.20191,16.6582
4.094889583000622,24241.96763490099,0.361692,3.1727,2694000,-3.10964,16160,-0.728486,538000,-0.216128,675.788,89.97852662800142,-0.015865,268,-3.20505,0.00337132,75.2947921499981,3.82164,120.436,3939.83,1.74442,332.376,-0.00223388,3.09664,2910.04,-2906.94,8.920097351074219,656.545,89.20097351074219,2895.02,-542.384,1542.93659945,10.588844895002694,1.21436,-471.161,3913.29,1594.48337111,0.240126,0.0279018,553.488,0.0045472,-6.88428,0.0197828,1.69128,16.8695
4.092324581000867,24332.115200734992,0.34528,3.52668,2704000,-2.86096,16220,-0.720413,540000,-0.154672,627.809,90.12123754100321,-0.0178464,269,-3.05727,0.00367661,75.17848741099806,3.86584,116.655,3896.54,1.70562,344.283,-0.00262686,2.90976,2954.32,-2951.29,7.966989040374756,611.605,79.66989135742188,2941.65,715.038,1567.0488162,10.850425549004285,1.25821,831.641,3889.64,1608.07957442,-0.0178167,0.028104,632.562,0.0031619,-9.81731,0.0316378,1.77922,13.2881
4.121147597001254,24421.88919154401,0.333984,3.42281,2714000,-2.7537,16280,-0.702038,542000,-0.184408,653.045,89.79825912101296,-0.0167272,270,-2.93366,0.00410879,75.17576624600042,3.69372,723.273,3823.21,1.12749,345.204,-0.00367603,3.83065,2877.77,-2888.53,7.776664733886719,628.669,77.76664733886719,2872.45,820.631,1567.58346963,10.501345278011286,1.23374,829.14,3747.53,1560.79353111,0.226886,0.0307835,634.994,0.0036036,-8.73561,0.025526,1.62273,13.8389
4.098950802999752,24512.394926645014,0.330618,2.86703,2724000,-2.83388,16340,-0.701864,544000,-0.049081,715.958,90.45481205101169,-0.01406,271,-2.76368,0.00326787,75.78635451100126,3.71457,273.612,3968.38,1.6292,486.945,-0.00221155,3.61308,2808.88,-2812.44,6.957965850830078,702.26,69.57965850830078,2806.46,798.153,1598.30309626,10.56950673701067,1.20716,817.284,3956.09,1595.90904241,0.153316,0.0290385,450.425,0.00358019,-7.65595,0.0342677,1.14043,17.4234
4.151965999997628,24602.944174961005,0.340943,3.41253,2734000,-3.085,16400,-0.714525,546000,-0.168296,660.484,90.5637300139897,-0.0154858,272,-2.87887,0.00366842,75.83447787700061,3.83701,240.339,3834.1,1.47442,305.928,-0.00339842,3.65643,2876.35,-2871.02,7.81683874130249,644.799,78.16838836669922,2861.14,826.811,1635.41758633,10.57728613699146,1.24451,898.329,3839.25,1622.34030129,0.422545,0.0254997,463.813,0.00360015,-9.00105,0.0389721,1.6157,14.3509
4.143401809000352,24693.45628573299,0.318917,3.35535,2744000,-3.04955,16460,-0.688583,548000,-0.120931,653.232,90.44473851898874,-0.0160579,273,-2.89748,0.00427947,75.55407242399815,3.73974,389.033,3804.77,1.58322,284.715,-0.00428269,3.02062,2869.84,-2887.08,7.277473449707031,629.842,72.77473449707031,2875.29,-368.291,1604.86331011,10.74726428599024,1.25674,-447.085,3763.36,1629.67130697,0.246971,0.0245828,600.154,0.00361217,-6.2777,0.0321484,1.30967,15.5552
4.211518043997785,24783.872464350985,0.354562,3.36241,2754000,-3.97034,16520,-0.69992,550000,-0.196845,696.237,90.4853408959898,-0.0182017,274,-3.11853,0.00391234,75.50476658300249,3.71489,93.2774,3924.99,1.36605,340.267,-0.00362531,3.80254,2977.8,-2976.66,8.718623161315918,675.609,87.18622589111328,2962.62,-421.215,1683.48020276,10.769056268989516,1.23566,-383.079,3893.97,1639.11836634,0.201254,0.0419593,618.686,0.00412955,-5.59198,0.0187977,1.60308,21.913
4.144432049000898,24874.326575206982,0.330155,3.3156,2764000,-3.6926,16580,-0.704553,552000,-0.142981,644.346,90.48512477500117,-0.0167049,275,-3.03956,0.00448539,75.64792016799765,3.74916,241.581,3760.77,1.37735,360.13,-0.00437362,3.02179,2860.68,-2865.91,7.426126956939697,626.676,74.26126861572266,2853.98,905.623,1591.1063135,10.692772558002616,1.23423,1052.15,3770.84,1570.495704,0.0688717,0.0292839,664.517,0.00464263,-7.69489,0.0294277,1.46305,14.6421
4.115673274998699,24964.762689789983,0.366799,3.68197,2774000,-3.30647,16640,-0.726047,554000,-0.198044,693.761,90.25029430200448,-0.0167614,276,-3.23898,0.00386826,75.43317812500027,3.81998,131.751,3733.06,1.47954,447.329,-0.00355889,4.06794,2835.87,-2831.64,7.729176998138428,673.528,77.2917709350586,2817.6,816.726,1643.52943665,10.70144290200551,1.26171,885.244,3729.48,1643.95347555,0.330515,0.0225493,553.976,0.00386245,-7.81176,0.0258159,1.10665,23.5266
4.303556515998935,25055.13490843398,0.318353,3.36418,2784000,-2.86243,16700,-0.66656,556000,-0.132017,689.59,90.50590932499836,-0.0163912,277,-2.72071,0.00388437,75.78419157400276,3.75302,158.487,3848.28,1.68143,410.283,-0.00474612,2.93358,2871.37,-2867.19,6.67794942855835,669.111,66.77949523925781,2864.96,-313.508,1560.72917651,10.41816123499666,1.26511,-301.644,3821.24,1577.14548109,0.191044,0.0290785,433.85,0.00296036,-7.54258,0.0278914,1.17609,14.4102
4.172152742998151,25144.912747678973,0.345544,3.38424,2794000,-3.09724,16760,-0.706372,558000,-0.157882,673.159,89.87856020798426,-0.0179123,278,-3.26301,0.00356841,75.05515336700046,3.74884,154.776,3985.09,1.53915,549.884,-0.00341828,3.02641,2929.14,-2927.74,7.741389751434326,657.702,77.41389465332031,2916.2,860.869,1509.99951103,10.651254097985657,1.25314,882.949,3979.95,1443.57686141,0.119411,0.0293346,459.924,0.00395576,-5.8581,0.0425205,0.944249,16.6787
4.076780344999861,25234.507333602964,0.304611,3.64449,2804000,-2.92014,16820,-0.670496,560000,-0.0459108,630.499,89.57498385399595,-0.0175983,279,-2.41776,0.00381325,74.90551948100256,3.75525,122.065,3913.99,1.52366,333.209,-0.00641301,2.65716,3059.14,-3062.44,7.799553871154785,613.731,77.99553680419922,3044.0,893.316,1620.31213374,10.592684027993528,1.29678,946.101,3923.86,1596.97224384,0.214772,0.021057,702.51,0.00212391,-8.24322,0.028288,1.42244,13.947
4.097395093998784,25325.21164805297,0.330728,2.77088,2814000,-2.83564,16880,-0.710924,562000,-0.212887,677.195,90.57218612599536,-0.0164131,280,-2.69715,0.00363795,75.82554189000075,3.63271,261.606,3809.68,1.37843,468.643,-0.00290988,3.05285,2838.19,-2849.43,7.85515832901001,658.706,78.55158233642578,2836.34,-260.537,1691.74850878,10.649249141995824,1.16594,-241.872,3782.38,1690.46910001,0.16914,0.0214857,376.295,0.00373687,-7.29347,0.0193993,1.49106,14.0579
4.231484198000544,25416.245323388957,0.352262,3.40941,2824000,-2.89817,16940,-0.716316,564000,-0.204144,693.773,91.12240482699053,-0.0161863,281,-3.12347,0.00433032,76.22353961400222,3.66592,175.455,3973.83,1.58558,402.409,-0.00372243,3.23052,3012.04,-3014.54,9.59800910949707,670.078,95.98008728027344,3007.41,1138.81,1600.78584064,10.667381014987768,1.23616,1174.36,3930.76,1616.47976318,0.235163,0.0323578,776.619,0.00343143,-5.19664,0.0265287,1.79661,20.9378
4.14519317200029,25507.320269042946,0.362107,3.03936,2834000,-2.96309,17000,-0.746317,566000,-0.202296,694.108,91.01430812299077,-0.0150919,282,-2.99221,0.00350052,76.32006626899965,3.73592,163.11,3752.42,1.97011,522.724,-0.00382796,3.39127,2789.01,-2787.48,7.491555690765381,671.702,74.91555786132812,2782.15,872.387,1640.38728776,10.549048681990826,1.16673,895.932,3720.46,1624.87948534,-0.0149662,0.0421429,459.543,0.00404937,-6.68084,0.0549628,1.43079,14.3829
4.20782036500168,25598.037139322954,0.366393,3.64153,2844000,-2.91918,17060,-0.723084,568000,-0.176657,689.342,90.7222401090039,-0.0163002,283,-3.01905,0.00398571,75.80708188599965,3.72756,192.738,3961.12,1.389,292.077,-0.00329547,3.14708,3053.07,-3058.97,9.24257755279541,665.098,92.42577362060547,3044.72,1048.5,1632.97838448,10.707337858002575,1.264,1116.33,3933.13,1624.27066207,0.232924,0.0319597,682.847,0.00416336,-7.48656,0.0244636,1.67767,14.9809
4.205014458999358,25688.70051282596,0.309419,3.32408,2854000,-2.95993,17120,-0.68808,570000,-0.0726392,705.531,90.74721622300058,-0.0170358,284,-2.85651,0.00401588,75.89079468199998,3.72912,115.794,3885.99,1.63518,348.494,-0.00397268,3.26302,2901.88,-2905.35,6.848669528961182,685.125,68.4866943359375,2895.21,693.312,1604.03907537,10.651407082001242,1.25362,793.076,3872.8,1604.20783608,0.439132,0.0314659,575.089,0.00372852,-11.1875,0.0227315,1.3139,16.741
4.123437258000195,25778.939531292966,0.37559,3.38275,2864000,-3.48922,17180,-0.726796,572000,-0.260031,716.268,90.26240651101398,-0.016995,285,-3.12415,0.00401758,75.65988000099969,3.94084,220.462,3942.95,1.61943,386.851,-0.00393166,3.1216,2930.98,-2940.49,8.528334617614746,694.939,85.28334045410156,2924.96,775.302,1700.23007457,10.479089252014091,1.222,795.745,3924.06,1648.64987365,0.19775,0.033621,628.333,0.00431328,-6.86929,0.0255836,1.57562,16.1221
4.102384598998469,25868.746679655975,0.325215,3.80706,2874000,-3.49459,17240,-0.681212,574000,-0.109569,870.781,89.80717289301174,-0.0168046,286,-3.31811,0.00372881,75.21105759599959,3.74569,345.956,5085.43,1.37029,698.667,-0.00424506,3.43324,3226.98,-3226.69,11.217934608459473,867.036,112.1793441772461,3214.11,-807.752,1626.99496114,10.493730698013678,1.30228,-1246.38,5102.79,1626.49041437,0.156126,0.0308414,456.689,0.00286708,-6.54147,0.0572065,1.11953,15.9785
4.10474228199746,25959.07177842797,0.333337,3.4577,2884000,-3.22935,17300,-0.685741,576000,-0.109348,718.377,90.39228059399102,-0.0184825,287,-2.78322,0.00511146,75.57639434500015,3.82589,159.937,4374.45,1.41862,536.416,-0.0045032,3.55912,3239.92,-3241.27,9.722759246826172,704.256,97.22759246826172,3230.73,829.848,1641.21584378,10.711143966993404,1.2728,776.386,4378.47,1634.32410646,0.387521,0.0425015,814.916,0.00322358,-11.3366,0.0345237,1.92247,14.3964
4.039647802001127,26048.88707878997,0.328296,3.51771,2894000,-2.90468,17360,-0.697117,578000,-0.129196,632.316,89.82508162600061,-0.0180997,288,-3.09452,0.00382746,75.33120065500043,3.66254,114.994,3865.8,1.37807,391.233,-0.00483079,2.94011,2910.5,-2913.39,7.05104398727417,614.101,70.51043701171875,2908.47,827.423,1623.67227654,10.454233168999053,1.26364,815.387,3831.83,1576.91710145,0.0990215,0.0368953,587.345,0.00263996,-6.98803,0.0182383,1.51367,15.4455
4.032204017999902,26139.542578294953,0.318767,3.79838,2904000,-3.01075,17420,-0.674991,580000,-0.0279871,673.809,90.60068334598691,-0.0196847,289,-2.45096,0.00504298,76.07864755500123,3.92299,392.112,4264.88,1.74037,341.548,-0.0042438,3.71371,3254.01,-3268.63,8.878806114196777,649.854,88.7880630493164,3251.98,1083.04,1628.22797512,10.48983177298578,1.33143,1192.22,4239.64,1678.49782378,0.612983,0.0411777,816.731,0.00368287,-8.04288,0.0210087,1.72669,14.5219
4.08924105099868,26230.21123617895,0.362016,3.72124,2914000,-3.33741,17480,-0.724001,582000,-0.206819,681.149,90.7243951859964,-0.0163056,290,-3.03337,0.00410464,75.89853366399984,3.86339,138.367,4059.88,1.48196,366.712,-0.00293327,3.12555,3124.18,-3119.4,10.365805625915527,666.693,103.65805053710938,3106.31,923.204,1628.60737955,10.736620470997877,1.27639,1018.12,4079.48,1645.849039,0.0928658,0.0199664,782.324,0.00351877,-7.46421,0.0186652,1.16541,18.4494
