(Previous) Eval Time (s),Total Train Time (s),Policy log std Std,Log Pis Mean,Number of env steps total,Policy mu Min,Number of rollouts total,Policy log std Mean,Number of train steps total,Policy mu Mean,Q Predictions Std,Epoch Time (s),R Predictions Min,Epoch,Policy log std Min,R Predictions Std,Train Time (s),Log Pis Std,VF Loss,Q Predictions Max,Z mean eval,QF Loss,R Predictions Mean,Policy mu Max,V Predictions Mean,Policy Loss,KL Loss,V Predictions Std,KL Divergence,Q Predictions Mean,Q Predictions Min,AverageReturn_all_train_tasks,Sample Time (s),Policy mu Std,V Predictions Min,V Predictions Max,AverageReturn_all_test_tasks,Policy log std Max,Z variance train,RF Loss,R Predictions Max,Log Pis Min,Z variance eval,Z mean train,Log Pis Max
4.163335543000358,9159.902866353981,0.275169,1.82244,1024000,-3.48878,6140,-0.628571,204000,-0.0425866,452.646,90.26400517900402,-0.0157879,101,-2.24142,0.00291456,75.3601813410005,3.447,133.127,2574.32,1.54869,389.488,-0.0030915,2.86731,1901.52,-1902.21,4.837920665740967,443.144,48.379207611083984,1892.2,32.9027,1210.30748759,10.74048829500316,1.09864,25.9199,2586.5,1220.5805754,-0.027556,0.0212322,245.179,0.00457389,-6.66761,0.0161068,1.52992,14.317
4.169599818998904,9250.626407882979,0.31273,2.17178,1034000,-3.01703,6200,-0.633916,206000,-0.205727,561.049,90.70648002499911,-0.0148405,102,-2.35254,0.00385762,75.73682384099993,3.2925,154.985,3083.15,1.45809,344.797,-0.00395769,2.80971,2040.5,-2041.06,9.32703685760498,553.016,93.2703628540039,2025.01,20.3998,1170.87945763,10.800056365000273,1.12178,17.5501,3111.61,1159.40754198,0.135467,0.0253675,640.917,0.00411389,-7.18925,0.0159881,2.15159,12.0659
4.187902658999519,9341.850275833976,0.292191,2.03458,1044000,-3.57406,6260,-0.629195,208000,-0.0952474,496.832,91.19840898399707,-0.0140621,103,-2.2924,0.00346806,76.4129230769995,3.63816,118.659,2737.88,1.87462,333.316,-0.00392118,3.11835,2116.72,-2116.2,6.513843536376953,482.999,65.13843536376953,2102.72,4.93634,1227.00290417,10.597583247998045,1.13796,21.7421,2734.53,1242.71676744,0.131562,0.0371123,406.938,0.00468713,-7.73019,0.0281627,1.70837,13.5542
4.214691011000468,9432.86032125598,0.283002,2.217,1054000,-3.43719,6320,-0.611681,210000,-0.0544034,550.733,91.13641079100125,-0.0163275,104,-2.57302,0.00432794,76.12939015699885,3.52968,219.055,2969.5,1.90138,278.155,-0.00519626,2.99132,2284.19,-2274.46,7.940469264984131,545.937,79.40469360351562,2264.47,17.5439,1248.82344208,10.792329623001933,1.16459,6.42577,2980.83,1214.59423324,0.0217447,0.0439998,633.204,0.00446422,-6.4802,0.0400973,2.13589,15.191
4.089631885000927,9522.556751706985,0.300775,1.95318,1064000,-2.75087,6380,-0.631475,212000,-0.0596475,486.931,89.62016417200539,-0.0130872,105,-2.38462,0.00336243,74.90678262700021,3.57183,179.729,2628.39,1.54424,342.581,-0.00380225,3.18765,1912.88,-1911.98,6.388419151306152,476.532,63.88418960571289,1903.32,12.756,1237.49628808,10.62374966000425,1.11151,6.27824,2617.75,1235.41606635,0.302151,0.0358718,398.803,0.00314813,-7.25792,0.0175855,1.29319,14.7687
4.166621882000982,9612.628300222981,0.30994,2.12256,1074000,-3.25605,6440,-0.619321,214000,-0.203327,493.372,90.12372307899932,-0.0161197,106,-2.37446,0.0034623,75.32588051199855,3.56542,2255.55,2628.47,1.64155,1142.87,-0.0036754,3.14369,1870.78,-1911.41,7.628964424133301,478.929,76.28964233398438,1911.58,-17.8527,1253.9318442,10.63122068499979,1.12021,-20.8046,2592.26,1198.20735066,0.122573,0.0325066,490.095,0.00395834,-7.2877,0.0181517,2.14602,14.0859
4.115558929001054,9702.677687614992,0.302911,2.29935,1084000,-2.72434,6500,-0.628932,216000,-0.102236,543.556,89.94615293800962,-0.0139262,107,-2.3831,0.00363041,75.09742392000044,3.5186,325.601,2845.54,1.98435,553.141,-0.00308076,2.89178,2007.22,-2015.45,6.916179656982422,524.29,69.16179656982422,2007.77,9.23758,1227.35435451,10.733170089008127,1.15169,0.741502,2811.58,1220.46841598,0.0250346,0.0181556,447.669,0.00485071,-5.92587,0.0299742,1.58197,13.253
4.220056456999373,9792.994111509992,0.303083,2.10205,1094000,-3.0268,6560,-0.611009,218000,-0.0780065,506.763,90.36213213000156,-0.0145332,108,-2.43593,0.00376797,75.37567228999978,3.60495,261.851,2803.21,1.99269,395.954,-0.00376925,2.82556,2051.77,-2056.98,6.660988807678223,490.686,66.6098861694336,2046.08,12.5004,1257.74246288,10.766403383002398,1.14035,-1.51395,2764.22,1239.07811778,-0.0474942,0.0441544,475.982,0.00321672,-7.6393,0.0294789,1.58217,15.3412
4.175422390999302,9883.637543373996,0.305414,1.4065,1104000,-2.73882,6620,-0.640477,220000,-0.0905241,469.199,90.61417540200637,-0.0123769,109,-2.33321,0.00272308,75.80851254399931,3.18941,118.871,2446.0,0.964536,348.619,-0.00182089,2.60106,1735.87,-1734.55,6.08975887298584,457.551,60.897586822509766,1724.03,-1.34758,1193.25412158,10.630240467007752,1.04226,-7.98421,2432.18,876.286734341,0.309261,0.0130451,287.953,0.00421158,-8.65585,0.0470148,1.31196,15.2488
4.205823710000914,9974.077601679994,0.321083,2.01852,1114000,-3.33599,6680,-0.635814,222000,-0.157998,626.236,90.44073618499715,-0.0161562,110,-2.40317,0.0036422,75.33243842999946,3.4658,199.197,3155.1,1.74446,298.055,-0.00348454,3.63917,1972.29,-1964.27,7.614006996154785,620.448,76.14006805419922,1951.89,-51.0276,1254.57673281,10.90247404499678,1.10473,-79.6039,3197.73,1265.29577637,0.103311,0.0228441,402.577,0.00446111,-7.19254,0.0170647,1.61255,16.8343
4.2061472089990275,10064.556610545984,0.289738,1.58225,1124000,-2.84642,6740,-0.658259,224000,-0.0495877,572.105,90.48106229299447,-0.0143569,111,-2.20234,0.00293742,75.67302649399971,3.4548,419.407,2756.54,2.26653,815.1,-0.0029854,3.58832,1841.22,-1845.73,4.9952826499938965,556.147,49.952823638916016,1833.17,-35.4154,1286.72472134,10.601888589995724,1.06959,-35.5592,2738.09,1242.26701708,0.126669,0.022143,227.131,0.00263542,-10.5085,0.0227579,0.944144,17.7371
4.205577447999531,10155.195193186988,0.301248,2.59841,1134000,-3.88403,6800,-0.630194,226000,-0.177665,490.965,90.70903227400231,-0.0148807,112,-2.52292,0.00362315,75.741379942001,3.68842,112.491,2819.31,1.48405,328.34,-0.00395267,3.04305,2199.03,-2197.91,8.7260160446167,481.599,87.26016235351562,2187.12,-22.2749,1291.1065895,10.762074884001777,1.18465,-8.84787,2808.59,1248.41483125,0.0925636,0.0350685,480.304,0.00412476,-8.09039,0.0165314,2.72485,14.6079
4.136220929998672,10246.281994665987,0.276067,2.59269,1144000,-2.60968,6860,-0.626224,228000,-0.0732739,435.531,91.01065534299596,-0.0158207,113,-2.23914,0.00360594,76.05949090399918,3.77657,81.6431,2847.82,1.49428,238.527,-0.00383186,3.0279,2339.07,-2339.8,6.182333946228027,422.253,61.82333755493164,2331.77,-260.735,1225.63745325,10.814943508998113,1.19226,-211.787,2860.87,1257.79302522,-0.0476559,0.0393613,382.977,0.00350074,-9.28507,0.0369127,1.59119,14.4634
4.213618164998479,10337.194190822984,0.297779,2.33203,1154000,-3.07823,6920,-0.633806,230000,-0.120271,486.505,90.99134228200091,-0.0163027,114,-2.4826,0.00361533,76.09348030399997,3.45744,107.759,2833.3,1.50475,352.22,-0.00335322,3.69419,2128.53,-2128.94,7.3217453956604,474.823,73.21745300292969,2115.9,-42.2596,1250.32622129,10.684243813002468,1.15064,-49.9244,2805.15,1265.42437651,0.0504764,0.0249702,506.12,0.00368008,-7.18628,0.0307319,1.99356,12.9132
4.1358983569989505,10427.058557813983,0.29741,2.31447,1164000,-3.7458,6980,-0.638527,232000,-0.122948,556.786,89.90735020099964,-0.0135933,115,-2.49372,0.00347552,75.14165756200055,3.69197,156.64,3032.26,2.23657,301.292,-0.00244682,3.49771,2172.19,-2170.45,7.639256954193115,551.656,76.39257049560547,2159.15,-79.8247,1283.90459605,10.629794282000148,1.1476,-40.5116,3036.97,1266.63899158,0.0689293,0.0254013,489.173,0.00533104,-7.48216,0.0865027,1.66502,19.3137
4.093853854999907,10517.314128295982,0.31002,1.54543,1174000,-2.96108,7040,-0.670179,234000,-0.107092,459.54,90.29497850499865,-0.0132618,116,-2.55026,0.00282346,75.64610305000133,3.29539,212.784,2391.54,1.65048,573.759,-0.0023026,3.12307,1787.82,-1786.02,6.1768012046813965,447.241,61.76801300048828,1777.93,-55.366,1273.91730906,10.555021599997417,1.05278,-31.7484,2371.14,808.863023257,0.123552,0.0167103,317.385,0.00525677,-8.44358,0.0890042,1.44343,13.4925
4.0554665609997755,10606.983338352984,0.294622,2.28757,1184000,-3.95103,7100,-0.617192,236000,-0.0827357,642.782,89.60371170399594,-0.0128872,117,-2.38709,0.00316297,75.04513322500134,3.86483,161.46,3243.03,1.99134,419.954,-0.00311301,3.26404,2399.79,-2398.27,8.218806266784668,635.415,82.18805694580078,2389.76,-213.473,1238.81512073,10.50311191799483,1.16231,-209.605,3247.94,1242.31073014,0.121006,0.0187559,248.919,0.00342253,-8.57207,0.0797936,1.26754,20.2727
4.122532882000087,10698.036120536985,0.320546,2.54083,1194000,-2.88443,7160,-0.6342,238000,-0.150309,624.578,91.05056863799655,-0.0170046,118,-2.54207,0.00350188,76.17616977100079,3.58102,154.039,3343.27,1.92976,374.448,-0.0051134,4.42465,2398.81,-2395.4,9.904008865356445,617.446,99.04008483886719,2384.23,-38.6325,1288.47856117,10.751865984995675,1.19231,-30.1055,3362.05,1247.51961104,0.146833,0.0340232,511.353,0.00319777,-7.05448,0.0718193,2.04167,19.6787
4.12588835600036,10789.03568442998,0.270697,2.391,1204000,-2.70424,7220,-0.630786,240000,-0.0560565,414.769,90.97238659699906,-0.0160853,119,-2.03391,0.00359439,76.07333628100059,3.38694,99.4925,2831.04,1.47834,286.342,-0.00217634,3.78834,2307.37,-2309.16,5.312124729156494,401.39,53.121246337890625,2299.83,-42.127,1215.50766816,10.773161959998106,1.16211,-39.4038,2817.31,1240.44897391,0.10572,0.0431418,406.276,0.00417456,-7.82104,0.0180461,1.34898,12.6429
4.154306237998753,10878.713337540983,0.303145,1.97995,1214000,-3.54639,7280,-0.647474,242000,-0.095751,555.491,89.59129325700269,-0.0140345,120,-2.48923,0.00326715,74.76421189999928,3.53761,125.757,2926.02,1.60832,414.119,-0.00239955,5.1421,2092.67,-2097.04,6.702315807342529,536.036,67.02315521240234,2085.16,-1063.57,1320.58862007,10.672775119004655,1.12183,-457.083,2905.83,1290.72880197,-0.0104631,0.0146975,345.274,0.00372574,-10.6891,0.0166843,1.3869,27.7598
4.241428321000058,10969.86729451998,0.287724,2.1923,1224000,-2.61931,7340,-0.618844,244000,-0.0667868,528.317,91.18167336599618,-0.0133215,121,-2.36346,0.00356645,76.17479078500037,3.56043,108.443,2934.5,1.61007,252.235,-0.00386475,3.57632,2263.63,-2267.45,7.027019023895264,514.665,70.27018737792969,2256.42,-25.9404,1248.15908896,10.76545425999575,1.15791,-24.0822,2924.15,1268.79504971,0.208484,0.0158128,380.936,0.00312038,-7.67907,0.020745,1.51179,14.0729
4.214968639998915,11061.891106693978,0.286555,2.68823,1234000,-2.81511,7400,-0.629103,246000,-0.0875178,444.021,92.07985531599843,-0.0151872,122,-2.24269,0.00422397,77.0457771270012,3.83407,117.41,2966.93,1.75655,255.043,-0.00513922,2.82759,2433.42,-2428.41,6.708366394042969,435.486,67.08366394042969,2417.46,-61.1149,1269.84917787,10.819109548998313,1.20034,-91.9051,2969.7,1242.27786178,0.0747157,0.0400614,586.091,0.00305097,-7.64205,0.0651773,1.79171,14.8483
4.160446601999865,11152.680024424973,0.314531,1.77985,1244000,-2.69465,7460,-0.615948,248000,-0.152057,536.461,90.81078263899508,-0.0164183,123,-2.4255,0.00361896,75.99706994000007,3.45098,289.615,2621.6,1.5101,396.522,-0.00328773,3.95003,1898.12,-1911.29,8.039007186889648,526.469,80.39006805419922,1895.74,-78.148,1318.334155,10.65326609699514,1.10241,-73.9033,2621.12,1273.1280259,0.2513,0.0209734,469.117,0.00402679,-9.12175,0.0151381,1.7559,16.5372
4.139775384001041,11242.580973579983,0.293011,2.39644,1254000,-4.23799,7520,-0.634093,250000,-0.0857325,477.532,89.9976903790066,-0.0145105,124,-2.56432,0.00372845,75.22717182400083,3.5798,107.03,2873.33,1.5693,388.775,-0.00401233,3.53138,2249.44,-2247.7,6.369852542877197,465.294,63.698524475097656,2237.61,-188.889,1240.05487198,10.630743171004724,1.17114,-212.549,2863.49,1280.71748922,0.0916732,0.021276,448.632,0.00318227,-7.56499,0.0178602,1.51561,15.4354
4.043989739999233,11332.313651500974,0.313909,2.60358,1264000,-2.98201,7580,-0.642966,252000,-0.139791,576.129,89.60417749599037,-0.0151109,125,-2.55063,0.00358697,74.95713980300025,3.64096,145.951,3027.09,1.68312,279.259,-0.00409623,3.63382,2213.7,-2208.57,7.6754374504089355,568.128,76.7543716430664,2197.67,-234.068,1262.47945098,10.603047952990892,1.16483,-235.144,3030.36,1289.10069725,0.0236649,0.0362507,470.657,0.00502423,-7.08564,0.0181285,1.67741,13.9863
4.1738675060005335,11422.001990961973,0.297441,1.98848,1274000,-3.51549,7640,-0.656132,254000,-0.0685542,453.767,89.69590118800079,-0.0142814,126,-2.52134,0.00298172,74.82174595200013,3.36548,208.553,2682.92,1.34253,386.446,-0.00321364,3.95069,2011.77,-2005.38,5.828420162200928,437.819,58.284202575683594,1995.06,-70.7521,1284.21253934,10.700287730000127,1.10628,-48.0159,2678.75,1295.34819287,0.0859802,0.022035,293.451,0.00282084,-8.23851,0.0263598,1.5891,12.4727
4.1676674940008525,11513.34791943698,0.297196,2.39306,1284000,-3.17732,7700,-0.629587,256000,-0.0808342,554.075,91.37216577000436,-0.0158829,127,-2.36901,0.00365781,76.55301688399959,3.68231,132.962,3147.29,1.26481,434.013,-0.00264919,4.58489,2412.73,-2411.26,7.418928623199463,541.16,74.18928527832031,2402.72,-34.5587,1279.49728307,10.651481392003916,1.17941,-37.1056,3153.81,1293.83451477,0.238658,0.0465482,383.157,0.00335684,-6.63996,0.0161855,1.92188,22.7483
4.142767650999303,11604.668842277979,0.346913,2.04277,1294000,-2.72073,7760,-0.685596,258000,-0.157575,529.944,91.23203783500139,-0.01255,128,-2.74468,0.00280965,76.23352637100106,3.45899,85.4314,2719.83,2.89129,268.344,-0.00208929,3.11533,2040.46,-2041.02,8.349411964416504,517.887,83.4941177368164,2023.29,-52.5669,1283.09221053,10.855743813001027,1.09323,-35.4587,2717.06,1270.02923779,0.243247,0.0198132,373.227,0.0039782,-9.0156,0.131953,1.72877,12.9377
4.232940440000675,11695.93204006098,0.315312,1.85256,1304000,-2.83421,7820,-0.667213,260000,-0.135118,519.108,91.37569934700514,-0.0186669,129,-2.53383,0.00334333,76.381094802,3.34048,154.43,2808.44,1.8947,296.601,-0.00333404,2.84292,2014.7,-2023.3,6.749550819396973,506.121,67.4955062866211,2009.48,-38.7696,1284.09697081,10.761664105004456,1.08862,-57.4947,2785.19,1297.75285147,0.0449997,0.0198933,319.148,0.00408117,-6.67452,0.0397385,1.34967,11.9423
4.121289683000214,11786.638749338983,0.3177,2.58217,1314000,-3.58599,7880,-0.668626,262000,-0.138171,492.878,90.76785456499965,-0.015717,130,-2.58346,0.00366493,75.86859490999996,3.57893,353.026,2928.62,1.20001,286.52,-0.00305156,3.06469,2204.47,-2217.06,6.741268157958984,473.878,67.41268157958984,2206.07,-62.5757,1274.357183,10.777969971999482,1.16772,-46.0589,2891.97,1268.19153315,-0.0080238,0.0209452,443.029,0.00300354,-7.19498,0.0285243,1.60938,17.0876
4.061411194001266,11877.16613863499,0.281678,2.38594,1324000,-2.7627,7940,-0.637382,264000,-0.0283415,400.555,90.3836913830055,-0.00533419,131,-2.19251,0.00163905,75.54538786299963,3.71035,76.4127,2727.37,2.56014,278.903,-0.000430103,3.28456,2222.34,-2222.57,4.543078422546387,388.893,45.430782318115234,2213.89,-52.9249,1302.11627604,10.7768923260046,1.17586,-47.4064,2723.77,1276.21056184,-0.0505149,0.0478687,309.736,0.00447686,-7.08231,0.0360938,1.01363,17.4631
4.2065747729993745,11968.264822068992,0.304795,2.80615,1334000,-4.42435,8000,-0.655799,266000,-0.101434,460.023,91.19737983499908,-0.0162103,132,-2.78041,0.00411123,76.29271233399959,3.62373,111.159,2993.12,1.53216,476.784,-0.00367871,5.53568,2269.63,-2266.97,6.225114345550537,451.807,62.25114440917969,2265.89,-43.7923,1293.47524014,10.69809272800012,1.20233,-54.3876,2948.69,1287.40737046,0.119955,0.025525,583.45,0.00357398,-7.30704,0.0214985,2.17509,27.5032
4.1090442259992415,12058.788984487996,0.323644,1.4489,1344000,-3.28663,8060,-0.690122,268000,-0.0429263,595.804,90.51201846500771,-0.0141044,133,-2.43957,0.00287647,75.69141152000157,3.2525,246.653,3065.86,2.59551,613.169,-0.00330688,3.91658,1898.13,-1899.74,4.980267524719238,582.68,49.80267333984375,1888.75,-106.29,1289.88713138,10.711562719006906,1.03733,-129.044,3045.05,1281.28454348,0.113827,0.0270092,253.646,0.00323562,-11.9468,0.0622298,1.02643,15.2692
4.122555644000386,12148.288620750998,0.312227,2.40981,1354000,-2.99432,8120,-0.664005,270000,-0.136923,497.914,89.48473737800123,-0.018305,134,-2.57031,0.00351001,74.75289333599903,3.65904,258.734,2804.78,3.07443,621.818,-0.00274011,2.99883,2180.7,-2187.12,6.829261302947998,486.69,68.29261016845703,2174.3,-43.3795,1306.83918954,10.609288398001809,1.15505,-59.4439,2794.82,1216.19627732,0.127795,0.0404548,477.469,0.0038595,-10.7258,0.0723491,1.20113,20.6421
4.138954904999991,12237.949040379,0.346458,2.36847,1364000,-3.20586,8180,-0.700829,272000,-0.199028,534.763,89.65979783000148,-0.0151654,135,-2.70932,0.00321063,74.90749471600066,3.4695,80.2459,2779.01,2.1788,325.983,-0.00402011,3.35056,2075.1,-2076.67,7.332512855529785,520.517,73.32512664794922,2061.92,-69.1741,1291.60036546,10.613348209000833,1.11305,-64.3795,2768.6,1310.28265111,-0.0461443,0.0322032,371.334,0.00362659,-7.05182,0.038204,1.87642,15.1248
4.140903153998806,12329.131430484995,0.285376,1.92573,1374000,-3.28438,8240,-0.658328,274000,-0.0521896,419.79,91.197883291994,-0.0103352,136,-2.37408,0.0020019,76.34073793800053,3.2699,204.895,2650.14,3.2169,404.498,-0.00123383,2.64575,2080.93,-2088.84,4.776800155639648,405.754,47.768001556396484,2080.56,-74.6828,1286.62419437,10.716242199994667,1.10671,-86.1826,2619.62,1310.64741526,0.0118892,0.0161395,287.147,0.00523047,-9.54004,0.0818409,1.44258,12.2934
4.126927045999764,12419.669107382992,0.337483,2.28784,1384000,-3.01819,8300,-0.6815,276000,-0.158747,571.042,90.4835611799972,-0.0159189,137,-2.54262,0.00383963,75.78249190499992,3.46298,85.211,3172.41,1.58612,339.281,-0.00326885,3.07835,2167.87,-2170.99,7.031619548797607,556.58,70.31619262695312,2157.45,-77.6173,1329.33580676,10.574142228997516,1.12354,-65.4081,3169.25,1304.30495571,0.0929604,0.0272834,495.087,0.00468196,-7.1911,0.0189106,1.53334,17.7597
4.182341902000189,12510.91099939499,0.299143,2.88137,1394000,-2.9749,8360,-0.65877,278000,-0.151212,453.46,91.22989886199866,-0.0139933,138,-2.51436,0.0038783,76.36206511299861,3.67544,72.2631,2996.77,3.20273,233.803,-0.00251289,3.18123,2389.67,-2391.57,6.7460551261901855,440.218,67.4605484008789,2383.94,-60.8843,1352.39124804,10.685491846999867,1.20246,-76.2744,2988.43,1302.11869028,0.0390359,0.0311411,512.967,0.00475267,-7.15406,0.0830117,1.69768,14.0059
4.195525377999729,12601.051970697992,0.323061,2.12525,1404000,-2.80177,8420,-0.66704,280000,-0.105991,527.37,90.22472533700238,-0.0150272,139,-2.59618,0.00405054,75.36868112199954,3.39437,257.554,2901.41,1.65613,320.822,-0.00341222,2.87603,2159.4,-2150.16,7.0411272048950195,518.063,70.41127014160156,2138.82,-97.5448,1302.87615158,10.66051883700311,1.11546,-80.7379,2921.07,1275.64839719,0.0946783,0.0179486,562.929,0.00408733,-6.48106,0.0210111,1.44235,12.5033
4.113044297999295,12692.121771155997,0.321321,2.27502,1414000,-3.62043,8480,-0.64252,282000,-0.159618,521.112,90.94884593900497,-0.0165746,140,-2.58298,0.00369905,76.23420411799998,3.44935,269.067,2851.68,1.4993,432.094,-0.0037044,3.02253,2214.54,-2205.99,7.157147407531738,509.848,71.57147216796875,2185.07,-95.1279,1307.20244686,10.601597523005694,1.13803,-104.131,2860.38,1313.06213052,0.0301574,0.0287397,493.899,0.00568991,-6.68279,0.0187332,1.69074,14.1653
4.235685592000664,12782.45499859,0.300366,2.23577,1424000,-2.8134,8540,-0.640434,284000,-0.102538,511.064,90.39200868400258,-0.0157486,141,-2.47777,0.00397706,75.39266289900115,3.61908,120.791,2857.47,1.67055,684.64,-0.00348787,3.24507,2191.68,-2192.92,6.184149742126465,498.491,61.841495513916016,2175.24,-124.561,1346.45082875,10.76366019300076,1.14717,-104.312,2852.69,1299.87107781,0.0804905,0.0234264,499.277,0.00377741,-8.02256,0.0315633,1.51167,16.9526
4.178043621001052,12872.776447489996,0.305282,2.61182,1434000,-2.9329,8600,-0.658619,286000,-0.076151,509.741,90.2566838829971,-0.0144817,142,-2.58487,0.00366557,75.47242280700084,3.63937,129.158,2949.26,1.11492,244.381,-0.00413291,3.2954,2301.61,-2299.48,6.2990546226501465,498.375,62.990543365478516,2290.9,-119.785,1327.31504831,10.606217454995203,1.19459,-84.8402,2949.17,1284.34075366,0.0175788,0.0353049,418.604,0.00283452,-7.35174,0.0514821,1.48241,14.098
4.244175820000237,12962.07983755799,0.306615,2.22003,1444000,-2.60546,8660,-0.662007,288000,-0.0627262,552.08,89.46596286799286,-0.0163875,143,-2.64106,0.00335104,74.71943965500031,3.38012,126.58,2973.2,1.5117,271.526,-0.00278291,2.66921,2227.61,-2225.66,6.423861026763916,537.959,64.23860931396484,2215.53,-90.8241,1305.06849816,10.502347392992306,1.13474,-94.8208,2966.6,1321.92481352,-0.0505366,0.0160929,382.008,0.0053706,-7.43592,0.0205284,1.41855,13.7952
4.083255249999638,13051.890924520989,0.324288,1.93625,1454000,-3.28367,8720,-0.68879,290000,-0.120575,515.559,89.76957207200212,-0.0148445,144,-2.54115,0.00255161,75.11078449300112,3.40044,349.383,2703.4,1.55728,440.591,-0.00210195,4.26542,2032.6,-2038.76,6.216208457946777,499.763,62.16208267211914,2026.62,-73.8748,1320.82422162,10.575532329001362,1.08209,-88.2627,2688.4,1338.42123888,0.178836,0.016206,249.44,0.00458174,-7.99617,0.0176283,1.30934,13.8423
4.125917497000046,13141.461220423991,0.322834,2.44694,1464000,-3.51014,8780,-0.663541,292000,-0.131153,605.254,89.62147344099867,-0.0162793,145,-2.53421,0.00414243,74.88506067100025,3.64148,148.803,3305.56,1.46393,325.867,-0.00405821,2.9127,2397.44,-2398.2,7.735691070556641,590.435,77.3569107055664,2386.29,-79.4233,1257.57723079,10.610495272998378,1.15995,-99.0678,3294.97,1280.53698528,0.230733,0.0338821,585.675,0.00415001,-7.65576,0.0179205,2.04004,15.1971
4.076153907999469,13231.752170525999,0.378801,4.35852,1474000,-4.53715,8840,-0.673233,294000,-0.351623,662.75,90.35889595900517,-0.0151594,146,-2.81089,0.00326513,75.12690975500118,4.00309,2380.15,4269.74,0.991524,5903.71,-0.00495807,4.19605,3203.33,-3169.03,20.34507179260254,678.687,203.45071411132812,3185.26,-110.244,1342.99050077,11.155832296004519,1.33689,-129.764,4265.24,1268.59849944,0.550336,0.108092,613.149,0.00389352,-8.34521,0.0176933,3.99028,18.9647
4.009513458000583,13322.050015948,0.294605,2.25528,1484000,-4.00492,8900,-0.656112,296000,-0.0908762,481.212,90.14298293700085,-0.0139702,147,-2.39898,0.00344288,75.70677888300088,3.54522,109.164,2945.02,1.55126,237.998,-0.00404212,3.23956,2317.7,-2321.2,6.054859638214111,466.95,60.5485954284668,2309.99,-77.8715,1301.94571675,10.42669059599939,1.15756,-79.5498,2943.29,1314.39098014,0.110698,0.0162016,369.561,0.00377941,-8.09311,0.0186903,1.43663,15.0405
4.165903195000283,13412.911766744997,0.315486,2.56737,1494000,-3.2915,8960,-0.659459,298000,-0.0543216,501.757,90.88827249099995,-0.0158242,148,-2.60057,0.00369955,76.033663152999,3.6007,80.7962,3036.79,2.07699,245.287,-0.0050363,2.84048,2386.15,-2382.6,6.672875881195068,490.589,66.728759765625,2372.29,-97.8298,1334.89250344,10.688706143000672,1.1843,-106.717,3047.03,1314.51536302,0.0120566,0.0160994,517.014,0.00374428,-9.78422,0.0647025,1.4309,16.4632
4.140864676999627,13503.579137445997,0.314622,2.42732,1504000,-4.71309,9020,-0.646045,300000,-0.124588,481.513,90.66487347600014,-0.0146393,149,-2.6473,0.00315856,75.93633476700052,3.77353,278.657,2887.41,1.46027,504.825,-0.00242362,3.12159,2209.89,-2201.81,6.393906116485596,471.177,63.93906021118164,2198.0,-68.8879,1291.15657636,10.587674031999995,1.16725,-82.3204,2871.77,1342.66197657,0.145488,0.0173184,407.186,0.00486366,-8.78143,0.014096,1.59814,14.293
4.1447729999999865,13594.288627201006,0.323671,2.003,1514000,-2.71299,9080,-0.682755,302000,-0.0995262,549.55,90.69955825400575,-0.0138009,150,-2.53555,0.00324156,75.7035156740003,3.44781,160.626,2976.24,1.48504,332.54,-0.00297399,3.9619,2111.41,-2111.21,5.960067272186279,535.904,59.60067367553711,2097.53,-82.5094,1348.95722126,10.851269580005464,1.09196,-79.052,2976.49,1352.37467407,0.384307,0.0187535,362.557,0.00368143,-7.46176,0.0203883,1.27076,15.1081
4.1558690309993835,13683.317956899004,0.313153,2.29119,1524000,-3.55483,9140,-0.658852,304000,-0.0992129,515.295,89.01159932699738,-0.0152476,151,-2.51981,0.00310598,74.25027591899925,3.51317,260.342,3008.73,1.97925,380.688,-0.0031821,3.07309,2291.07,-2300.48,6.732861518859863,499.718,67.32861328125,2289.0,-95.4615,1352.25456137,10.60545437699875,1.14863,-94.481,2995.87,1357.52629636,0.0696195,0.020883,277.924,0.00287934,-7.16255,0.0306999,1.45312,13.4306
4.175019391001115,13772.450131415,0.330975,2.86102,1534000,-3.01111,9200,-0.659483,306000,-0.203822,538.232,89.14057079499617,-0.0128748,152,-2.55887,0.00361219,74.55807437899966,3.57904,239.793,3293.73,1.67064,350.913,-0.00272078,4.10407,2546.64,-2537.63,8.790964126586914,525.517,87.90963745117188,2529.47,-129.178,1360.43917449,10.407477024995387,1.20084,-116.257,3293.45,1383.54288968,0.140753,0.0461156,557.731,0.00512496,-7.06103,0.0232217,1.84955,13.4158
4.168110693000926,13862.532375953007,0.316312,2.3902,1544000,-3.23414,9260,-0.676613,308000,-0.126704,519.275,90.03736331400614,-0.0145509,153,-2.56282,0.00381647,75.24838929500038,3.54532,106.744,3069.5,1.23069,240.376,-0.00361794,3.74082,2326.02,-2330.63,7.496466159820557,503.669,74.96466064453125,2316.9,-131.154,1344.07383583,10.620863326004837,1.16103,-116.903,3053.18,1345.7992269,-0.0197626,0.0243265,474.595,0.00437718,-11.0232,0.015007,1.59421,20.9446
