Step_0-AverageReturn,Step_0-EnvExecTime,Step_1-AverageForwardReturn,Time,n_timesteps,Step_1-AverageDiscountedReturn,Step_1-EnvExecTime,Step_0-AveragePolicyStd,LossAfter,Itr,Step_1-AveragePolicyStd,Step_0-StdReturn,MeanKL,Step_1-MinReturn,Step_0-MinReturn,Step_1-MaxForwardReturn,Step_0-AverageDiscountedReturn,MeanKLBefore,Step_0-MaxReturn,Step_1-AverageCtrlCost,Step_0-MaxForwardReturn,Step_1-MaxReturn,Step_0-AverageForwardReturn,Step_1-PolicyExecTime,Step_1-NumTrajs,Time-SampleProc,LossBefore,Time-TotalInner,Time-OuterStep,Step_0-NumTrajs,Step_0-StdForwardReturn,Step_1-AverageReturn,Step_0-PolicyExecTime,Step_0-AverageCtrlCost,ItrTime,Step_1-StdReturn,Time-InnerStep,Time-MAMLSteps,Step_1-StdForwardReturn,Step_1-MinForwardReturn,Step_0-MinForwardReturn,dLoss,Time-Sampling
-31.018537872526252,28.450815200805664,0.012066870211559185,1003.4610600471497,3520000,-26.128281598638882,28.29100465774536,0.8836616,-0.009538556,10,0.8829732,29.45658462003725,0.0069984323,-310.65898358571434,-318.4778027827251,2.0029903420942836,-26.230701386603172,0.0,20.708219624381055,2.368989370954094,1.933734875701156,27.614177846571486,-0.008598063037932816,3.7442448139190674,7008,5.41663384437561,4.7627324e-10,71.76822304725647,17.828017473220825,7066,0.5047677846525728,-30.980915204434517,1.3323535919189453,2.362756251980805,89.6651439666748,29.905402866268126,0.21694564819335938,17.828187704086304,0.49865736623543305,-2.2312392923993842,-2.3536254862530517,0.009538557,65.8149905204773
-30.10945653650416,28.208314657211304,0.0012384032480624186,1093.056300163269,3840000,-25.235206441584207,28.343294858932495,0.8769766,-0.010571174,11,0.8763566,28.537600609541677,0.00962299,-351.4943463718452,-327.3997965813316,2.275745398470978,-25.59509454393964,0.0,66.94484947692256,2.372124276999752,2.839814229932168,36.53737925988543,-0.007862739151357852,3.711695909500122,7396,5.6518614292144775,5.907227e-09,71.67532062530518,17.846046447753906,7260,0.5075593247444362,-29.52915154278926,1.270411491394043,2.3667299450905808,89.59462118148804,27.02103351385697,0.21163129806518555,17.846238136291504,0.4977427340296498,-2.1796957402265704,-2.1552867256184336,0.01057118,65.48082995414734
-28.9074631205252,27.78559184074402,0.004498814496800561,1182.1347754001617,4160000,-24.372794622643333,28.45131206512451,0.8636852,-0.010146631,12,0.8629563,27.346477105533825,0.008345791,-345.87368708630186,-338.6807197680746,1.9428328680435962,-24.72747172068446,0.0,23.902496780114852,2.364033766474411,2.0659247033231423,29.04569837342866,-0.008173014067970174,3.6214122772216797,7598,5.652097702026367,-7.638942e-09,71.10703349113464,17.899955987930298,7559,0.49014827735005095,-28.603997525700557,1.2464289665222168,2.358743189026628,89.07783484458923,28.30467119039737,0.21394062042236328,17.900121212005615,0.4909846042337798,-2.1501834365405363,-2.3218509670344227,0.0101466235,64.90400886535645
-27.62501930379222,27.72382616996765,0.004737473617683364,1270.5835530757904,4480000,-23.746942480594072,27.903814554214478,0.8548208,-0.010348256,13,0.8539163,26.124418367484022,0.007545891,-342.6021233366519,-316.3955502043501,1.925830656071084,-23.73981490095703,0.0,21.058906273305418,2.3688491443029145,2.2159346281402437,26.253256318837067,0.003168253427446074,3.60956072807312,7847,5.738469362258911,5.518073e-10,70.58681464195251,17.7863187789917,7829,0.49089884315431515,-27.787637422411624,1.2425107955932617,2.353968215372841,88.44818687438965,27.824903183287837,0.21475005149841309,17.78649067878723,0.4910505253729329,-2.1114974954754575,-2.307801803531283,0.010348257,64.29048824310303
-26.214491763344174,28.014934539794922,0.02275934311017833,1359.1871738433838,4800000,-21.90640938377103,27.49560284614563,0.84424007,-0.011004056,14,0.8433421,26.346335000821604,0.009166499,-349.20588611184155,-377.8436164506591,1.9751179544388657,-22.58977317960988,0.0,26.14325908098288,2.371648795218599,1.9546864613720183,29.590911045165534,0.0021306916245921624,3.5293400287628174,8488,6.092443943023682,-1.4936316e-09,70.711092710495,17.817136526107788,8236,0.48453189044499645,-25.22532548645987,1.2401156425476074,2.356774651955479,88.60294985771179,24.49246117327765,0.21289634704589844,17.81731414794922,0.47169128245038117,-1.9165119565952795,-1.887902890320198,0.011004054,64.0451192855835
-25.182524109292114,28.028761386871338,0.0077036981535846955,1447.9603955745697,5120000,-21.302772906623215,27.71491003036499,0.8316558,-0.010495867,15,0.8309581,24.463892675632458,0.008131916,-318.28273657308625,-322.6664670018772,2.108952956049254,-21.91522919935115,0.0,17.94378436821454,2.368935334888196,1.7381522968946579,22.880527786251815,-0.01098424100418467,3.521660327911377,8841,6.1018195152282715,-2.7283242e-09,70.88463735580444,17.809438943862915,8682,0.4818596749731639,-24.456408699483177,1.2248952388763428,2.360152881921573,88.7724940776825,23.60958820139077,0.2113785743713379,17.809614419937134,0.4719853552120021,-2.056278266367191,-1.8752037325407291,0.010495864,64.19516587257385
-23.237610976719466,27.517400979995728,0.01909091525373286,1537.4110918045044,5440000,-20.05642119943715,28.022929668426514,0.82226706,-0.010914716,16,0.8213744,22.352188079629652,0.009559622,-354.8835587947301,-336.33420380999104,2.5400031305878605,-20.440753289241606,0.0,15.969718124840188,2.384596739922327,1.7685468659614088,45.62300379521069,-0.0036084123662758804,3.947998523712158,9457,6.468669891357422,1.7330628e-09,71.52783465385437,17.840182304382324,9321,0.463082759927599,-22.822900931796422,1.2164149284362793,2.3727304968056324,89.45008969306946,22.750118712919395,0.2111833095550537,17.840346574783325,0.4565196368118229,-1.8487990692258904,-1.9155233883091571,0.010914718,64.4447546005249
-22.008533656860937,27.758888006210327,0.019418389005607425,1626.602975845337,5760000,-18.81306391853789,27.696253061294556,0.80801964,-0.010364073,17,0.80687565,20.549721322733742,0.007319546,-357.89860917855293,-295.7127172261518,2.1894801727800015,-19.51232606239825,0.0,28.07346403966505,2.3891594451067326,1.8936234238171628,34.45978274208032,0.00487040385029867,3.5551578998565674,10147,6.578433275222778,5.410327e-10,71.24638867378235,17.86138129234314,9681,0.4553256137527516,-21.11110497274577,1.2398526668548584,2.3694443686498134,89.191251039505,19.741412182442552,0.20997905731201172,17.86155414581299,0.44683304011362596,-2.0283361472984947,-2.8073939797237615,0.010364074,64.03487372398376
-21.09960655268216,27.66965079307556,0.013917311181121128,1715.5826404094696,6080000,-18.42993444176728,27.495495080947876,0.79975736,-0.010261761,18,0.79896545,20.508286889054855,0.00686838,-345.2289822338397,-322.2345956385295,2.1424946822680067,-18.7486612823737,0.0,26.67365285429301,2.3956853476534357,2.069093044495025,27.40373404154726,-0.0034576027705479078,3.511490821838379,10550,6.706715822219849,5.0899818e-09,71.08042907714844,17.810298442840576,10277,0.44282316093632923,-20.687496495900696,1.2574880123138428,2.382793033874882,88.97907876968384,20.26835458619565,0.2116687297821045,17.81047797203064,0.43253157279125104,-2.379105560933709,-2.115926855335608,0.010261766,63.72941541671753
-19.867649566092553,27.52525234222412,0.02366504398540614,1805.4498574733734,6400000,-17.26520959782755,27.551491260528564,0.7928634,-0.009224254,19,0.79186594,19.033991613147982,0.0063955337,-316.827995315539,-295.63397717902336,2.014737513281734,-17.81386342724599,0.0,23.511500744553416,2.4146759731315517,1.9970153018823904,25.54049218491085,0.004465757279745385,3.5085606575012207,11276,7.030052185058594,-7.3783465e-11,71.35249876976013,18.427173614501953,11028,0.42799883285313156,-19.20706330638407,1.219886064529419,2.3948098097748454,89.86659693717957,18.700088807388997,0.2094428539276123,18.427336931228638,0.42415867941480545,-2.2710698004686893,-2.070020316045046,0.009224254,63.64725375175476
-18.94340344223393,27.684420585632324,0.012790014315787556,1894.5322921276093,6720000,-16.72521911761566,27.121580123901367,0.7807922,-0.010843964,20,0.7797227,18.616317862677725,0.008031423,-312.7520851759247,-329.9855927624348,2.4869813332915647,-17.04944475636119,0.0,24.32073052089108,2.41608636484933,1.9624734950970313,32.0134499164925,0.002843145008057137,3.449201822280884,11793,7.198899030685425,1.2701306e-09,71.20106720924377,17.78885531425476,11460,0.41665590076419623,-18.47677221694355,1.2151589393615723,2.3984293765192817,89.08179640769958,17.402433631284953,0.20995616912841797,17.78901982307434,0.415035683679952,-1.7586154056061156,-2.0192187475891505,0.010843965,63.31436896324158
-17.847332251236292,27.33564519882202,0.01760478456938787,1983.8018629550934,7040000,-15.794826451315053,27.106446266174316,0.77070665,-0.01113031,21,0.7693525,16.503520101218115,0.0091218995,-300.7614894746545,-309.5220633840439,2.0945140941339444,-16.23203210122432,0.0,30.939966602651733,2.4344762142824616,2.074208780659306,23.46629539596353,0.003209349692342071,3.445237874984741,12770,7.660430669784546,2.8965468e-09,71.37448358535767,17.800365447998047,12324,0.3988360938001539,-17.312918232463158,1.2031571865081787,2.414388710738529,89.26898741722107,15.951243356107247,0.20862150192260742,17.800528049468994,0.3887969641718786,-2.2538859699931817,-2.0979285497207294,0.011130312,62.99158596992493
-16.87915904208547,27.29189682006836,0.02052041235257088,2073.4718687534332,7360000,-14.98914417251242,27.100836277008057,0.7580927,-0.010584898,22,0.7570383,15.171487163451378,0.007925877,-346.43112284822655,-303.1480487081091,1.8661051053076725,-15.46393697566804,0.0,18.261560750886716,2.439382039051686,1.9807173210872155,18.400289152354695,0.0017179254057878412,3.468803882598877,13587,7.9912731647491455,4.178058e-09,71.77074861526489,17.798915147781372,13131,0.38604658591913305,-16.341169140795472,1.1940436363220215,2.426272621992088,89.66941332817078,15.276106955868212,0.20859932899475098,17.799078941345215,0.3679004534384425,-1.7720180432781245,-1.8512289361178713,0.010584902,63.02324724197388
-15.987996883844877,27.367444038391113,0.031351695715266435,2163.751368045807,7680000,-14.350215310426707,26.986460208892822,0.7468105,-0.011061314,23,0.74571735,14.135693599102684,0.007971089,-303.1156554550245,-298.03256261313896,2.228415778620518,-14.726725868850341,0.0,30.746000177351483,2.4453631244220118,2.0217507247868456,31.532742084419024,0.012702332435839823,3.4124646186828613,14297,8.159509897232056,-2.2075022e-09,72.31927871704102,17.853302001953125,13892,0.37064679115433674,-15.52555892485287,1.6249220371246338,2.430075720279199,90.27882432937622,13.622381677060496,0.20793390274047852,17.85345959663391,0.3575468570346057,-2.2521904837385067,-2.367031557936265,0.011061312,63.3719117641449
-15.171479563541947,26.812209367752075,0.016829380613197078,2253.7555463314056,8000000,-13.673327155127852,26.999406099319458,0.73426825,-0.010918485,24,0.7329461,12.429810924350605,0.007934736,-326.9640539798008,-316.1766912384734,2.398224323937551,-14.100594520747356,0.0,16.758435428218192,2.4511257840279255,1.8527001380782069,52.370844490896395,-0.004875403510614644,3.391108751296997,15235,8.781620740890503,6.627868e-10,72.03845715522766,17.853837251663208,14743,0.3529798941934292,-14.642130362031127,1.201932668685913,2.4334630337540655,90.00356006622314,11.712287203518665,0.20873570442199707,17.85400104522705,0.34705088119038546,-1.9607012851733017,-2.169502380018984,0.010918486,62.42939376831055
-14.60821481621061,26.877771854400635,0.02295484471451292,2344.6653819084167,8320000,-13.196165898878037,26.90516972541809,0.72467023,-0.011218032,25,0.7234561,11.069887567932293,0.008342625,-314.62861967205816,-263.67505920812636,1.814730308194515,-13.665240252701627,0.0,12.448140370196521,2.453546762440285,1.689263296999882,21.58588140603492,-0.010146585977367704,3.812091112136841,15809,9.161351919174194,-1.7583695e-09,72.95078921318054,17.837700605392456,15544,0.3370925344985542,-14.064954315015052,1.2275691032409668,2.441311318360278,90.90919470787048,10.639410875932995,0.2115802764892578,17.837865829467773,0.3287171027089566,-1.7348579740273136,-2.1108289916907625,0.01121803,62.92412185668945
-13.98231451532155,26.838305473327637,0.044417315949526144,2435.534195661545,8640000,-12.467508113023275,27.003329753875732,0.71190095,-0.010460515,26,0.7105058,10.826864260899985,0.006767577,-279.5583756833954,-306.01314022025474,1.8939412577709196,-13.120216435138081,0.0,28.194933949646305,2.4472196389746115,1.8527512299018698,13.550271318471378,0.012607625288899223,3.4175057411193848,16625,9.423486232757568,1.8771715e-09,72.91859483718872,17.82219123840332,16028,0.33253475789868386,-13.206288982738002,1.217371940612793,2.4407915443017463,90.86822247505188,9.35457040918715,0.21396684646606445,17.82237410545349,0.3201090283199898,-2.0170372875742086,-1.9624991858527758,0.010460516,62.6046085357666
-13.462868853939952,26.544606924057007,0.02864518248674948,2526.101547718048,8960000,-12.29053922384233,26.60822558403015,0.7025762,-0.011332106,27,0.70131814,9.280571348355798,0.008424575,-266.2455386670451,-338.2113664740253,1.883045742337384,-12.715848181416696,0.0,26.175424514585302,2.436462705546306,1.889710164716289,22.49293657564592,-0.0019193623216414786,3.6971750259399414,16919,9.618009805679321,-1.5994148e-09,72.62094855308533,17.818166732788086,16837,0.31618719624320935,-12.997050230868833,1.1689128875732422,2.438255623429127,90.56676077842712,9.065657880426633,0.20717382431030273,17.818342208862305,0.31645941023166274,-1.7424174863713293,-1.9057080173820165,0.011332104,62.110329389572144
-13.021905323188458,26.68116283416748,0.04087500051000446,2616.743514060974,9280000,-11.834150032417043,26.67810821533203,0.6896282,-0.01171872,28,0.6882024,8.835835197176062,0.008148497,-279.2050607920075,-279.26349791459904,1.7320827188676922,-12.332237113337316,0.0,31.108944570728116,2.409197944725144,2.1338515265502775,19.021347919359734,0.0017044212711106537,3.337815761566162,17166,9.772164106369019,2.583371e-09,72.7056131362915,17.810152769088745,17190,0.31494519000828813,-12.490914837335616,1.1914973258972168,2.4288569274915703,90.64127492904663,8.479045356878375,0.20671463012695312,17.81031894683838,0.3132139587187014,-1.6421606461126488,-2.0136823816504203,0.011718723,62.028849363327026
-12.558530332457124,26.93984341621399,0.05659399589228523,2707.6383562088013,9600000,-11.401388283912777,26.644718170166016,0.67897624,-0.011401757,29,0.67764753,8.081101265738608,0.008929672,-285.42323521878234,-231.34518221820935,1.6874513235778976,-11.917294222529843,0.0,21.203779349282676,2.3921342914012325,1.7455084215587284,14.2189215727599,0.014489680812231492,3.322751998901367,17543,9.687062978744507,7.590586e-10,72.88482403755188,17.881407976150513,17607,0.3048087362820021,-12.01827037070582,1.200042724609375,2.416968669952758,90.89422225952148,8.214615945551182,0.2099287509918213,17.881576538085938,0.29947543516576974,-1.8321615122933494,-2.147682677360008,0.011401758,62.28501844406128
-12.315346861878561,27.081178426742554,0.06282757444111838,2799.107979297638,9920000,-11.006010304859076,26.84652090072632,0.6663214,-0.01096169,30,0.6650311,7.202907826794796,0.007069917,-261.3782395181383,-181.52305723890748,1.9144015740621825,-11.733121407306554,0.0,19.444807004401227,2.372544890196423,1.5995631801865762,31.793462904923707,0.0044336237479451765,3.390756130218506,17802,9.823707580566406,-1.1366177e-09,73.4718849658966,17.86551570892334,18028,0.30046561996968035,-11.567057154953487,1.1923539638519287,2.410217825175817,91.46900796890259,7.379890571091439,0.2061443328857422,17.86568856239319,0.2985585388706967,-1.7499505430212117,-1.908784904298902,0.010961689,62.69871163368225
-12.052515857354388,26.52890968322754,0.06812093964124448,2889.4589009284973,10240000,-10.676213182698547,26.77959156036377,0.65510327,-0.012739274,31,0.6537459,7.2537208988101165,0.009648582,-240.32459291424632,-253.0027685939643,1.7060854326128871,-11.486618005346232,0.0,13.638997250884646,2.3510586576330827,1.6266185183258444,17.978946203948496,0.0031691053874843846,3.3835926055908203,18001,9.914141654968262,5.6123106e-10,72.92107629776001,17.28685164451599,18306,0.29437146796134567,-11.211503772638862,1.1477503776550293,2.3984395148981945,90.35030150413513,7.322726199203023,0.21779155731201172,17.287028074264526,0.2946649238260381,-1.8259680469446427,-1.6940940736176175,0.012739275,62.0370306968689
-11.893538044296303,26.558642864227295,0.038888653275884845,2980.809289455414,10560000,-10.633158030402043,26.66672992706299,0.6443805,-0.012093456,32,0.6431104,6.755594486382161,0.008729298,-273.384879963134,-241.41331946980605,1.685480028183311,-11.357806179827895,0.0,27.858678281948336,2.326193605726298,1.9720972674172466,26.27369524788076,-0.020230877862993983,3.352959156036377,18106,10.05333399772644,-2.7434996e-09,73.38951539993286,17.814926624298096,18550,0.2907814079054533,-11.168189109841672,1.583552598953247,2.381487784751026,91.34979629516602,7.372712787882354,0.21356916427612305,17.81509518623352,0.29928038561581405,-1.8798331455773845,-1.8037552068041667,0.012093454,62.359375
-11.455590908832498,26.52027726173401,0.06964166301193211,3071.9198050498962,10880000,-10.114951852432187,26.638816118240356,0.63272613,-0.011638028,33,0.63152474,6.769231843371511,0.007761637,-235.448002499133,-262.0286135858923,1.7616721991515403,-10.93931368702036,0.0,15.406362814602124,2.2951467318822996,1.7356447074041361,34.65372259308381,-0.0012047434419262919,3.377851963043213,18113,10.153943061828613,-8.3048574e-10,73.03538727760315,17.929929971694946,18749,0.28278372812140673,-10.60679647378004,1.1643469333648682,2.3570883781262832,91.10993981361389,6.741704371062554,0.21005702018737793,17.930099725723267,0.29441580836095116,-1.9323625766288575,-1.749422403538885,0.011638027,61.90726923942566
-11.185442875737792,27.040569067001343,0.0944519147439086,3163.7498254776,11200000,-9.64885310739515,26.803970098495483,0.62369734,-0.011731198,34,0.6224674,6.124522319412622,0.007862629,-232.20535279152367,-219.12575220485496,2.0683018822985777,-10.704830045131128,0.0,7.864636413646486,2.2743249345389502,1.5320751773486312,31.953412930514688,0.0038529004841660573,3.3717331886291504,18297,10.182621955871582,-1.0267831e-09,73.79061579704285,17.88697385787964,18990,0.2797709734784719,-10.09586260449404,1.1652147769927979,2.3439402500670896,91.82935094833374,6.49103476359187,0.21697258949279785,17.887141466140747,0.2913724024364565,-1.398970895140983,-1.6529393520106757,0.011731197,62.623451709747314
-11.02049212399003,26.28927707672119,0.08909235216265914,3254.3438262939453,11520000,-9.346694097972547,26.564316511154175,0.61181647,-0.012190293,35,0.6103844,5.6418175714956975,0.0076020746,-246.705496596358,-237.01448896356757,2.0100191861942758,-10.565816350855314,0.0,27.857690640254283,2.2312586770825247,1.7854131123067098,48.51295932870028,-0.013015108384030503,3.2834091186523438,18214,10.09943437576294,2.5365088e-09,72.58416843414307,17.864940643310547,19132,0.2762252843091505,-9.777032584259373,1.182600498199463,2.323207223531997,90.59332299232483,6.181583506271451,0.20843839645385742,17.86511731147766,0.29203554074766636,-1.43233129785268,-1.7958332951535065,0.012190295,61.50359797477722
-10.763604751287248,26.414254665374756,0.09815019534618406,3345.602509021759,11840000,-8.952321109892756,26.777464866638184,0.6020667,-0.012001754,36,0.6008626,5.3859470536120995,0.007898347,-236.4956112282953,-226.05635188993946,1.9718313654002184,-10.322510770611016,0.0,9.744740082623855,2.1781212824132896,1.6500725135066343,51.57235377827574,-0.011709394595530496,3.344949960708618,17796,9.951955795288086,-1.1156213e-09,73.25737690925598,17.85060715675354,19277,0.26873837481228435,-9.39875736484807,1.5737714767456055,2.305900954973978,91.25808429718018,6.864216752970027,0.21091985702514648,17.850780963897705,0.30020023093988696,-1.4603214668066702,-1.7218921447362516,0.012001753,62.32349920272827
-10.544337247282176,26.334673404693604,0.13856929952620603,3436.6519598960876,12160000,-8.478451212965938,27.050673007965088,0.590604,-0.012031408,37,0.58936846,4.882107596528512,0.0072468854,-213.36680292667492,-176.71021807525176,2.086123339259727,-10.133999709794496,0.0,16.941959694716978,2.1651351583566645,1.7330588582476465,45.97122014682617,-0.005805003436632305,3.362793207168579,17890,9.924071311950684,3.9450842e-11,73.04526734352112,17.85054063796997,19540,0.27082617632955064,-8.88173131388355,1.1631946563720703,2.2942296966446993,91.04716420173645,6.394754722877086,0.21819043159484863,17.850708484649658,0.29569751333528266,-1.6182276271658278,-2.3631327371250523,0.012031408,62.121031522750854
-10.38193487888708,26.756192684173584,0.17133184488425265,3527.6626477241516,12480000,-7.983818715677186,26.57453489303589,0.5811538,-0.012414239,38,0.57977647,4.524011792514347,0.007989025,-188.41064172347524,-150.59098327348028,2.0325240131098594,-9.984986488413668,0.0,41.6920061290745,2.13139805734263,2.0385806307878256,35.73993310409132,-0.006701895790780948,3.33785343170166,17522,10.000900745391846,-5.707387e-10,72.99250173568726,17.86673903465271,19630,0.26683829607804177,-8.384807863108984,1.1357848644256592,2.28138848533364,91.01010942459106,6.622521835235845,0.2149209976196289,17.86690402030945,0.2931135257973957,-1.2575985830039815,-1.7199640299162127,0.012414238,62.00160837173462
