Step_0-MaxForwardReturn,Step_1-AverageDiscountedReturn,LossBefore,Step_1-MaxForwardReturn,Step_0-StdForwardReturn,Step_1-StdReturn,Step_0-AverageForwardReturn,Step_0-MaxReturn,Step_1-AverageCtrlCost,MeanKL,LossAfter,Step_0-AverageDiscountedReturn,Step_1-MinReturn,Step_1-EnvExecTime,Step_0-PolicyExecTime,Step_0-StdReturn,Time-TotalInner,Step_1-AverageForwardReturn,Step_1-StdForwardReturn,Step_1-MaxReturn,Step_1-AverageReturn,Itr,Time-InnerStep,Step_1-PolicyExecTime,dLoss,Step_0-AverageCtrlCost,Time-SampleProc,Time-MAMLSteps,Step_0-EnvExecTime,n_timesteps,Step_0-AveragePolicyStd,Step_0-NumTrajs,Step_1-AveragePolicyStd,Step_0-MinForwardReturn,Step_1-MinForwardReturn,ItrTime,Step_0-MinReturn,Step_1-NumTrajs,Time-Sampling,Time-OuterStep,MeanKLBefore,Time,Step_0-AverageReturn
-0.7187751765121391,-386.08090313573814,1.817569e-09,-0.7841697584728086,2.2015304195515846,437.7802646004155,-4.526984202912152,-242.79590436201238,0.4905351662505046,0.0090049235,-0.011312971,-383.30624695044503,-3544.8565751428587,24.332921028137207,1.5635969638824463,440.1649904428393,60.56529378890991,-4.5602629590154775,2.1897616191879528,-254.84509767483297,-1010.3457126538603,0,1.4347312450408936,3.5372228622436523,0.011312973,0.4903371489375364,2.352656602859497,28.318583965301514,24.248671293258667,320000,1.0,800,1.0001488,-12.06391067495777,-17.238690305201946,89.44317293167114,-2509.9743335795397,800,56.69291687011719,28.318403005599976,0.0,89.44318008422852,-1003.6503728852762
-0.3755886941760479,-380.1597099506993,-2.820417e-09,-0.6960819528223001,2.09718597001259,440.0226517550708,-4.479107415107622,-175.83234054572875,0.4925093902312405,0.006943678,-0.011002634,-383.29742749972195,-3393.955970671436,24.272910594940186,0.9437873363494873,419.3183615388985,58.01173162460327,-4.4629335110855655,2.2005605334388116,-240.76293889976978,-991.2746832969616,1,0.21251559257507324,2.859001636505127,0.011002631,0.49273073173696175,2.2924954891204834,17.727911472320557,24.359496593475342,640000,1.0100603,800,1.0097299,-13.119851875932952,-16.48011715227641,75.76209902763367,-2722.7552518923294,800,55.41290879249573,17.72774314880371,0.0,165.2113335132599,-994.5549764621738
-0.5747925185560355,-380.95919078338096,5.545467e-09,-0.721224194609448,2.2206454212063345,451.5013271114552,-4.452147394546206,-210.71918119024562,0.4927947936309129,0.007305853,-0.010497951,-376.5755993808234,-3404.1132401460054,24.336974620819092,0.9699029922485352,444.00866520029047,58.23673725128174,-4.474821918296085,2.258330298489551,-244.6252786890473,-993.7118058485977,2,0.21412920951843262,2.910877227783203,0.010497957,0.4926471172997728,2.3818182945251465,17.774611949920654,24.309154272079468,960000,1.0141399,800,1.0141566,-13.397720628559595,-16.535929392055806,76.03493905067444,-2777.2856318329164,800,55.54517483711243,17.774439096450806,0.0,241.24710845947266,-989.1479610430592
-0.5794226014388348,-381.58152569749114,2.0250681e-09,-0.6362310771626537,2.2389993709693714,434.4008396080423,-4.411592447962815,-216.24837078354867,0.49258050580566753,0.00788654,-0.011142677,-375.5356230678875,-2983.86699899417,24.270334005355835,0.9561526775360107,447.64635205988395,58.16113018989563,-4.455711890078159,2.1723382679541614,-226.6688484028225,-989.8473787288775,3,0.21095848083496094,2.8514065742492676,0.011142679,0.492183388926927,2.483991861343384,17.784306049346924,24.366617441177368,1280000,1.0159549,800,1.0160561,-14.754006076706624,-14.428391360213597,75.96853137016296,-3048.358406112402,800,55.37217330932617,17.7841317653656,0.0,317.21636176109314,-980.943376314091
-0.5792372901040992,-381.97901407791653,-5.573037e-10,-0.5498024475934641,2.184798991802267,435.44893817486997,-4.587332429250512,-214.29064292362466,0.4917096481920034,0.0066353893,-0.011089349,-388.6776336291846,-2881.5629993900247,24.374619483947754,0.9391195774078369,436.8433026007381,57.83034420013428,-4.516470138597146,2.1778388537139923,-208.36566753361748,-1001.8229738415516,4,0.2107558250427246,2.8648838996887207,0.011089348,0.49217242886500434,2.2316269874572754,17.686580896377563,24.23604917526245,1600000,1.012816,800,1.0125691,-14.390058547613062,-13.917466004675848,75.53936195373535,-2977.2992659040915,800,55.294660568237305,17.68640923500061,0.0,392.7564494609833,-1016.0886303157666
-0.6603701829439212,-361.11458877300146,4.2665746e-09,-0.5927634893009245,2.210455688158736,422.3154952533625,-4.365982027262393,-232.3914467965696,0.49138484435221186,0.00652934,-0.010962301,-370.50603682046835,-2614.35526857471,24.378992557525635,0.9339792728424072,441.9567519984463,57.88544249534607,-4.239899833021805,2.1119386617813607,-217.8561764131308,-946.4471156543365,5,0.20833659172058105,2.8263955116271973,0.010962306,0.4922986995010823,2.2705695629119873,17.68302083015442,24.360384702682495,1920000,1.0143737,800,1.014473,-13.328603839551551,-12.595345722437887,75.59061121940613,-2762.352845219765,800,55.31343054771423,17.682852745056152,0.0,468.34783267974854,-971.8439780977519
-0.6684587814474431,-379.86125983056803,7.0109996e-10,-0.6934132326981777,2.258455896953446,427.65510139084296,-4.555888314686069,-232.7211395081671,0.49122393092855815,0.00710319,-0.010978091,-384.91037658633763,-2740.7093088146526,24.26663565635681,0.9335088729858398,451.6273362201249,57.70218539237976,-4.428996163629867,2.1389914165929125,-236.1052994251208,-984.2325226866819,6,0.210862398147583,2.8474628925323486,0.0109780915,0.49143883481860157,2.258079767227173,17.654064655303955,24.31092405319214,2240000,1.0135497,800,1.0133849,-16.474701317513055,-13.210480518600196,75.37851428985596,-3390.943849924347,800,55.14016008377075,17.653892040252686,0.0,543.7270078659058,-1009.6510212730432
-0.6362206655974281,-376.99167017155895,5.031377e-09,-0.4980321170429873,2.182545026843038,429.0202325616372,-4.445874048979199,-227.25747576267906,0.48997922917285935,0.007574028,-0.010835314,-375.6885563194919,-3189.9146136125487,24.352157592773438,0.9301004409790039,436.3746988808448,58.24649143218994,-4.470556653342257,2.1457563472851255,-199.62609709919454,-992.2948936515444,7,0.20954561233520508,3.2919437885284424,0.010835319,0.48998271789256487,2.2879974842071533,17.667484283447266,24.273507595062256,2560000,1.0089206,800,1.0089246,-16.19356599244773,-15.459773268613667,75.9361732006073,-3337.6396085112715,800,55.6555233001709,17.667250156402588,0.0,619.6639063358307,-987.3594100319497
-0.6355053765819441,-396.44682766564335,-4.1946766e-09,-0.6247389805561491,2.0872182509887396,414.3159607011752,-4.591016390337764,-226.92125682606036,0.4904178436239437,0.008653494,-0.010973443,-394.70895039399073,-3196.6825219374773,24.213035106658936,0.9330363273620605,417.354781533368,57.71684956550598,-4.589380738099528,2.071719255726332,-226.05972600264374,-1016.1499648319816,8,0.20967650413513184,2.8474855422973633,0.010973439,0.49011689385429025,2.2967159748077393,17.703428268432617,24.33545732498169,2880000,1.0106978,800,1.0107492,-15.005321107700688,-15.489445326076002,75.44267439842224,-3098.8008357479607,800,55.11728477478027,17.703165769577026,0.0,695.107311964035,-1016.414894619088
-0.6955920612914209,-376.3176230337599,-1.2207776e-09,-0.6275229435393364,2.286292908367912,432.29411870402083,-4.448795204082208,-238.4412864409602,0.48905723106671123,0.0074277893,-0.010902748,-379.46774371507826,-3644.6375847837007,24.38743543624878,0.9359946250915527,457.08799045515605,57.76495051383972,-4.413065154161416,2.1620287172887402,-226.7028141465056,-980.6123146664596,9,0.21179580688476562,2.8420252799987793,0.0109027475,0.48952904486685994,2.261012554168701,17.649975061416626,24.270132541656494,3200000,1.0035541,800,1.003402,-18.34041659369644,-17.740232873078224,75.4367573261261,-3762.9578389698136,800,55.19910430908203,17.649803400039673,0.0,770.5447900295258,-987.8564479383707
